arm,design,assignment,observations,clusters,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,runtime_seconds
m2only_original,m2only,original,285155,30430,L4event,.8036822056423966,.1849973934394908,6.05475352112676,61128,1968 1969 1970 1971 1977 1978 2000 2002 2004 2006 2008 2010 2012 2014 2016 2018,0,673.722
