candidate,cohort,start_event_time,end_event_time,start_observations,start_weight_sum,end_observations,end_weight_sum,weight_endpoint,fixed_weight_sum,normalized_fixed_weight,start_coefficient,end_coefficient,within_cohort_contrast
common_cohorts_fixed_prebirth_IW,1971,-1,3,16,373.9000028371811,19,520.4999994039536,-1,373.9000028371811,0.013334621591726385,0.0,0.9025207889680643,0.9025207889680643
common_cohorts_fixed_prebirth_IW,1972,-1,3,17,422.0000023841858,20,571.1000001430511,-1,422.0000023841858,0.015050040922174532,0.6778406989487606,0.9181279624360095,0.24028726348724883
common_cohorts_fixed_prebirth_IW,1974,-1,3,12,308.6000003814697,15,395.5000021457672,-1,308.6000003814697,0.011005788170816,0.3154415465939011,0.8426149393477265,0.5271733927538254
common_cohorts_fixed_prebirth_IW,1975,-1,3,19,485.2000029087067,50,1131.600004196167,-1,485.2000029087067,0.017303980706064773,-0.1360807458388041,-0.0838176533554085,0.05226309248339561
common_cohorts_fixed_prebirth_IW,1976,-1,3,37,648.8999997377396,34,652.6999961137772,-1,648.8999997377396,0.02314211254804959,0.3274871125719417,1.084486184632949,0.7569990720610074
common_cohorts_fixed_prebirth_IW,1978,-1,3,43,951.0999962091446,51,1211.299987792969,-1,951.0999962091446,0.033919653514589844,0.8265697059495238,1.913015741691837,1.0864460357423131
common_cohorts_fixed_prebirth_IW,1982,-1,3,52,1113.599997103214,53,1337.299993336201,-1,1113.599997103214,0.039714989176893124,0.3468845163608853,1.290856010029669,0.9439714936687837
common_cohorts_fixed_prebirth_IW,1986,-1,3,40,913.0999987721443,54,1487.499994397163,-1,913.0999987721443,0.03256443665857493,-0.7224772414929937,0.3506681905522885,1.0731454320452822
common_cohorts_fixed_prebirth_IW,1987,-1,3,50,1165.199988305569,57,1482.524007320404,-1,1165.199988305569,0.04155523082331922,0.2563486401758423,0.6828119490775949,0.4264633089017526
common_cohorts_fixed_prebirth_IW,1988,-1,3,44,1123.999996185303,52,1443.614006698132,-1,1123.999996185303,0.04008589062450383,-0.2160667035538807,0.6377233921558628,0.8537900957097435
common_cohorts_fixed_prebirth_IW,1989,-1,3,49,1172.999996483326,51,1322.331011354923,-1,1172.999996483326,0.04183340722522754,0.0661441946574846,0.1924143261487561,0.12627013149127148
common_cohorts_fixed_prebirth_IW,1990,-1,3,30,894.299991607666,34,1030.735003471375,-1,894.299991607666,0.03189396065012935,0.8153726722973612,1.510872425772567,0.6954997534752058
common_cohorts_fixed_prebirth_IW,1991,-1,3,52,1452.787014484406,56,1677.181004226208,-1,1452.787014484406,0.051811620605842525,0.3793793877884534,0.8667504695983583,0.4873710818099049
common_cohorts_fixed_prebirth_IW,1992,-1,3,41,1214.328012347221,42,1370.637008011341,-1,1214.328012347221,0.04330731321212288,0.016812709846949,0.7387896574232993,0.7219769475763502
common_cohorts_fixed_prebirth_IW,1993,-1,3,38,1251.335020303726,49,1529.70799767971,-1,1251.335020303726,0.044627116484648906,0.151384301982541,1.005223980867421,0.8538396788848801
common_cohorts_fixed_prebirth_IW,1994,-1,3,41,1259.539001822472,40,1348.321998357773,-1,1259.539001822472,0.044919700031768144,0.0378800938192852,0.946845277546509,0.9089651837272239
common_cohorts_fixed_prebirth_IW,1996,-1,3,31,893.7710028886795,36,1179.152996063232,-1,893.7710028886795,0.0318750950059987,0.0003714346347902,1.431631427226072,1.4312599925912817
common_cohorts_fixed_prebirth_IW,1998,-1,3,29,1093.821010112762,29,1107.310008525848,-1,1093.821010112762,0.039009599219728006,0.3887182890649409,1.522414823481598,1.1336965344166572
common_cohorts_fixed_prebirth_IW,2000,-1,3,40,1359.499994754791,40,1461.104998469353,-1,1359.499994754791,0.04848466928710713,0.7047275038640713,1.534746340438961,0.8300188365748896
common_cohorts_fixed_prebirth_IW,2002,-1,3,31,934.8230032324791,31,942.454006254673,-1,934.8230032324791,0.03333915728472076,0.8250584994315017,1.896473109503046,1.0714146100715443
common_cohorts_fixed_prebirth_IW,2004,-1,3,53,1547.000991344452,50,1575.88400092721,-1,1547.000991344452,0.05517163055649089,1.003450817082927,1.882861834342378,0.8794110172594509
common_cohorts_fixed_prebirth_IW,2006,-1,3,43,1046.979999303818,41,1068.852003931999,-1,1046.979999303818,0.0373390799649228,0.5408834142147193,1.859050634406148,1.3181672201914285
common_cohorts_fixed_prebirth_IW,2008,-1,3,47,1159.714999914169,47,1231.135998606682,-1,1159.714999914169,0.04135961637004471,0.8914312865091876,1.691892751084278,0.8004614645750905
common_cohorts_fixed_prebirth_IW,2010,-1,3,63,1376.062003433704,60,1428.757999897003,-1,1376.062003433704,0.04907533020408059,1.066774240792216,1.990386435378082,0.923612194585866
common_cohorts_fixed_prebirth_IW,2012,-1,3,56,1471.146992206573,52,1442.585991501808,-1,1471.146992206573,0.0524664035785622,1.339944945745295,2.02929581543231,0.689350869687015
common_cohorts_fixed_prebirth_IW,2014,-1,3,48,1210.962000668049,46,1247.6840031147,-1,1210.962000668049,0.04318726910494315,0.9234155612787871,2.075896889761739,1.152481328482952
common_cohorts_fixed_prebirth_IW,2016,-1,3,50,1195.120005846024,48,1289.786996394396,-1,1195.120005846024,0.042622286476949475,1.49878255223917,1.955064691023032,0.45628213878386203
common_cohorts_fixed_postbirth_IW,1971,-1,3,16,373.9000028371811,19,520.4999994039536,3,520.4999994039536,0.016021664587549663,0.0,0.9025207889680643,0.9025207889680643
common_cohorts_fixed_postbirth_IW,1972,-1,3,17,422.0000023841858,20,571.1000001430511,3,571.1000001430511,0.017579198191584145,0.6778406989487606,0.9181279624360095,0.24028726348724883
common_cohorts_fixed_postbirth_IW,1974,-1,3,12,308.6000003814697,15,395.5000021457672,3,395.5000021457672,0.012174002662845197,0.3154415465939011,0.8426149393477265,0.5271733927538254
common_cohorts_fixed_postbirth_IW,1975,-1,3,19,485.2000029087067,50,1131.600004196167,3,1131.600004196167,0.03483211476515338,-0.1360807458388041,-0.0838176533554085,0.05226309248339561
common_cohorts_fixed_postbirth_IW,1976,-1,3,37,648.8999997377396,34,652.6999961137772,3,652.6999961137772,0.02009095182709903,0.3274871125719417,1.084486184632949,0.7569990720610074
common_cohorts_fixed_postbirth_IW,1978,-1,3,43,951.0999962091446,51,1211.299987792969,3,1211.299987792969,0.03728538355724451,0.8265697059495238,1.913015741691837,1.0864460357423131
common_cohorts_fixed_postbirth_IW,1982,-1,3,52,1113.599997103214,53,1337.299993336201,3,1337.299993336201,0.041163827033046226,0.3468845163608853,1.290856010029669,0.9439714936687837
common_cohorts_fixed_postbirth_IW,1986,-1,3,40,913.0999987721443,54,1487.499994397163,3,1487.499994397163,0.045787177735839825,-0.7224772414929937,0.3506681905522885,1.0731454320452822
common_cohorts_fixed_postbirth_IW,1987,-1,3,50,1165.199988305569,57,1482.524007320404,3,1482.524007320404,0.04563401040437565,0.2563486401758423,0.6828119490775949,0.4264633089017526
common_cohorts_fixed_postbirth_IW,1988,-1,3,44,1123.999996185303,52,1443.614006698132,3,1443.614006698132,0.04443631015502833,-0.2160667035538807,0.6377233921558628,0.8537900957097435
common_cohorts_fixed_postbirth_IW,1989,-1,3,49,1172.999996483326,51,1322.331011354923,3,1322.331011354923,0.04070306236677198,0.0661441946574846,0.1924143261487561,0.12627013149127148
