candidate,cohort,start_event_time,end_event_time,start_observations,start_weight_sum,end_observations,end_weight_sum,weight_endpoint,fixed_weight_sum,normalized_fixed_weight,start_coefficient,end_coefficient,within_cohort_contrast
common_cohorts_fixed_postbirth_IW,1990,-1,3,30,894.299991607666,34,1030.735003471375,3,1030.735003471375,0.03172735931445953,0.8153726722973612,1.510872425772567,0.6954997534752058
common_cohorts_fixed_postbirth_IW,1991,-1,3,52,1452.787014484406,56,1677.181004226208,3,1677.181004226208,0.05162580505877693,0.3793793877884534,0.8667504695983583,0.4873710818099049
common_cohorts_fixed_postbirth_IW,1992,-1,3,41,1214.328012347221,42,1370.637008011341,3,1370.637008011341,0.042189983551945275,0.016812709846949,0.7387896574232993,0.7219769475763502
common_cohorts_fixed_postbirth_IW,1993,-1,3,38,1251.335020303726,49,1529.70799767971,3,1529.70799767971,0.047086394781521976,0.151384301982541,1.005223980867421,0.8538396788848801
common_cohorts_fixed_postbirth_IW,1994,-1,3,41,1259.539001822472,40,1348.321998357773,3,1348.321998357773,0.041503098632931223,0.0378800938192852,0.946845277546509,0.9089651837272239
common_cohorts_fixed_postbirth_IW,1996,-1,3,31,893.7710028886795,36,1179.152996063232,3,1179.152996063232,0.036295857486961354,0.0003714346347902,1.431631427226072,1.4312599925912817
common_cohorts_fixed_postbirth_IW,1998,-1,3,29,1093.821010112762,29,1107.310008525848,3,1107.310008525848,0.03408443721681806,0.3887182890649409,1.522414823481598,1.1336965344166572
common_cohorts_fixed_postbirth_IW,2000,-1,3,40,1359.499994754791,40,1461.104998469353,3,1461.104998469353,0.044974705551345334,0.7047275038640713,1.534746340438961,0.8300188365748896
common_cohorts_fixed_postbirth_IW,2002,-1,3,31,934.8230032324791,31,942.454006254673,3,942.454006254673,0.029009955801529458,0.8250584994315017,1.896473109503046,1.0714146100715443
common_cohorts_fixed_postbirth_IW,2004,-1,3,53,1547.000991344452,50,1575.88400092721,3,1575.88400092721,0.04850775200894224,1.003450817082927,1.882861834342378,0.8794110172594509
common_cohorts_fixed_postbirth_IW,2006,-1,3,43,1046.979999303818,41,1068.852003931999,3,1068.852003931999,0.03290064999104537,0.5408834142147193,1.859050634406148,1.3181672201914285
common_cohorts_fixed_postbirth_IW,2008,-1,3,47,1159.714999914169,47,1231.135998606682,3,1231.135998606682,0.037895961679004844,0.8914312865091876,1.691892751084278,0.8004614645750905
common_cohorts_fixed_postbirth_IW,2010,-1,3,63,1376.062003433704,60,1428.757999897003,3,1428.757999897003,0.043979023011223126,1.066774240792216,1.990386435378082,0.923612194585866
common_cohorts_fixed_postbirth_IW,2012,-1,3,56,1471.146992206573,52,1442.585991501808,3,1442.585991501808,0.044404666514902935,1.339944945745295,2.02929581543231,0.689350869687015
common_cohorts_fixed_postbirth_IW,2014,-1,3,48,1210.962000668049,46,1247.6840031147,3,1247.6840031147,0.03840533070518031,0.9234155612787871,2.075896889761739,1.152481328482952
common_cohorts_fixed_postbirth_IW,2016,-1,3,50,1195.120005846024,48,1289.786996394396,3,1289.786996394396,0.0397013154068741,1.49878255223917,1.955064691023032,0.45628213878386203
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1972,-2,2,16,397.1000027656555,21,601.8000009059906,-2,397.1000027656555,0.01614863619857633,0.0,0.9495862040936324,0.9495862040936324
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1973,-2,2,16,359.6000018119812,26,611.4000045061111,-2,359.6000018119812,0.014623645343301708,0.0,0.7652074812506747,0.7652074812506747
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1975,-2,2,12,260.5999984741211,50,1170.200004458427,-2,260.5999984741211,0.010597669452023735,0.0,-0.3214518957641513,-0.3214518957641513
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1976,-2,2,10,218.600001335144,33,592.5999993681908,-2,218.600001335144,0.008889679853900146,0.0,0.6249556577566616,0.6249556577566616
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1977,-2,2,30,756.5000004768372,48,1163.49999588728,-2,756.5000004768372,0.03076414809075857,0.0,0.697818210089249,0.697818210089249
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1979,-2,2,45,1199.599992156029,64,1606.999983072281,-2,1199.599992156029,0.04878343924005173,0.0,0.6225823574050362,0.6225823574050362
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1983,-2,2,49,1023.999992847443,44,1011.699995994568,-2,1023.999992847443,0.041642415604808726,0.0,0.4518843398207228,0.4518843398207228
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1987,-2,2,51,1190.899987399578,58,1496.699986696243,-2,1190.899987399578,0.04842964117719773,0.0,0.6997640606570287,0.6997640606570287
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1988,-2,2,40,1006.399996876717,54,1433.573006570339,-2,1006.399996876717,0.04092668674545792,0.0,0.5825513355325606,0.5825513355325606
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1989,-2,2,45,1103.299995958805,54,1398.185008943081,-2,1103.299995958805,0.04486726297794532,0.0,0.3198136625640059,0.3198136625640059
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1990,-2,2,23,655.3999963402748,33,975.404005408287,-2,655.3999963402748,0.026652772681276676,0.0,1.313868861079042,1.313868861079042
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1991,-2,2,42,1129.599997758865,51,1506.850001990795,-2,1129.599997758865,0.045936789943780434,0.0,1.039394587285073,1.039394587285073
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1992,-2,2,39,1169.260012030602,46,1414.763010323048,-2,1169.260012030602,0.04754962081168296,0.0,0.570997935236293,0.570997935236293
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1993,-2,2,31,1023.441015958786,49,1483.107995867729,-2,1023.441015958786,0.041619684014893174,0.0,0.7442762390672107,0.7442762390672107
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1994,-2,2,37,1045.595004618168,51,1440.255004882813,-2,1045.595004618168,0.042520607461672584,0.0,0.9427886417154938,0.9427886417154938
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1995,-2,2,25,580.5080030560493,32,895.110992193222,-2,580.5080030560493,0.02360718329495049,0.0,0.1215859675386332,0.1215859675386332
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1997,-2,2,24,795.6210018992424,42,1466.66800904274,-2,795.6210018992424,0.032355059234789034,0.0,0.5139616627685163,0.5139616627685163
common_cohorts_minus2_to_plus2_fixed_minus2_IW,1999,-2,2,20,608.2009992599487,44,1382.178990602493,-2,608.2009992599487,0.02473335835873975,0.0,0.7960749384742074,0.7960749384742074
common_cohorts_minus2_to_plus2_fixed_minus2_IW,2001,-2,2,31,1035.523998737335,49,1647.427996873856,-2,1035.523998737335,0.042111055688843026,0.0,0.2787637847378802,0.2787637847378802
common_cohorts_minus2_to_plus2_fixed_minus2_IW,2003,-2,2,34,1150.065003037453,37,1400.387002646923,-2,1150.065003037453,0.04676902848002868,0.0,1.27944602676085,1.27944602676085
common_cohorts_minus2_to_plus2_fixed_minus2_IW,2005,-2,2,50,1608.663008928299,64,2211.502992153168,-2,1608.663008928299,0.06541856841189882,0.0,0.5780895003009164,0.5780895003009164
common_cohorts_minus2_to_plus2_fixed_minus2_IW,2007,-2,2,38,1083.215994715691,51,1407.9919911623,-2,1083.215994715691,0.04405051851250092,0.0,0.2824944038528158,0.2824944038528158
common_cohorts_minus2_to_plus2_fixed_minus2_IW,2009,-2,2,47,1200.159993648529,63,1692.290009856224,-2,1200.159993648529,0.04880621249693932,0.0,0.9626829139187812,0.9626829139187812
common_cohorts_minus2_to_plus2_fixed_minus2_IW,2011,-2,2,29,802.2720031738281,38,1011.298004627228,-2,802.2720031738281,0.03262553165783491,0.0,0.2971910915369972,0.2971910915369972
common_cohorts_minus2_to_plus2_fixed_minus2_IW,2013,-2,2,38,956.344003200531,45,1166.498004794121,-2,956.344003200531,0.03889108859434938,0.0,0.8783702104055982,0.8783702104055982
common_cohorts_minus2_to_plus2_fixed_minus2_IW,2015,-2,2,43,1076.204005599022,52,1378.04399728775,-2,1076.204005599022,0.043765366005613905,0.0,1.063395282912925,1.063395282912925
common_cohorts_minus2_to_plus2_fixed_minus2_IW,2017,-2,2,46,1153.638004541397,52,1448.120002269745,-2,1153.638004541397,0.04691432966618407,0.0,1.786199932840182,1.786199932840182
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1972,-2,2,16,397.1000027656555,21,601.8000009059906,2,601.8000009059906,0.017187137855860537,0.0,0.9495862040936324,0.9495862040936324
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1973,-2,2,16,359.6000018119812,26,611.4000045061111,2,611.4000045061111,0.017461309648887507,0.0,0.7652074812506747,0.7652074812506747
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1975,-2,2,12,260.5999984741211,50,1170.200004458427,2,1170.200004458427,0.03342038678178305,0.0,-0.3214518957641513,-0.3214518957641513
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1976,-2,2,10,218.600001335144,33,592.5999993681908,2,592.5999993681908,0.0169243899421579,0.0,0.6249556577566616,0.6249556577566616
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1977,-2,2,30,756.5000004768372,48,1163.49999588728,2,1163.49999588728,0.03322903754486981,0.0,0.697818210089249,0.697818210089249
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1979,-2,2,45,1199.599992156029,64,1606.999983072281,2,1606.999983072281,0.04589519807552048,0.0,0.6225823574050362,0.6225823574050362
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1983,-2,2,49,1023.999992847443,44,1011.699995994568,2,1011.699995994568,0.028893697696501783,0.0,0.4518843398207228,0.4518843398207228
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1987,-2,2,51,1190.899987399578,58,1496.699986696243,2,1496.699986696243,0.04274507969672037,0.0,0.6997640606570287,0.6997640606570287
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1988,-2,2,40,1006.399996876717,54,1433.573006570339,2,1433.573006570339,0.04094220148433304,0.0,0.5825513355325606,0.5825513355325606
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1989,-2,2,45,1103.299995958805,54,1398.185008943081,2,1398.185008943081,0.03993153615906402,0.0,0.3198136625640059,0.3198136625640059
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1990,-2,2,23,655.3999963402748,33,975.404005408287,2,975.404005408287,0.027857100499954292,0.0,1.313868861079042,1.313868861079042
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1991,-2,2,42,1129.599997758865,51,1506.850001990795,2,1506.850001990795,0.04303495957681995,0.0,1.039394587285073,1.039394587285073
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1992,-2,2,39,1169.260012030602,46,1414.763010323048,2,1414.763010323048,0.04040499643600519,0.0,0.570997935236293,0.570997935236293
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1993,-2,2,31,1023.441015958786,49,1483.107995867729,2,1483.107995867729,0.04235689854059944,0.0,0.7442762390672107,0.7442762390672107
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1994,-2,2,37,1045.595004618168,51,1440.255004882813,2,1440.255004882813,0.04113303635634405,0.0,0.9427886417154938,0.9427886417154938
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1995,-2,2,25,580.5080030560493,32,895.110992193222,2,895.110992193222,0.02556396808900016,0.0,0.1215859675386332,0.1215859675386332
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1997,-2,2,24,795.6210018992424,42,1466.66800904274,2,1466.66800904274,0.04188737989738868,0.0,0.5139616627685163,0.5139616627685163
common_cohorts_minus2_to_plus2_fixed_plus2_IW,1999,-2,2,20,608.2009992599487,44,1382.178990602493,2,1382.178990602493,0.039474411460943444,0.0,0.7960749384742074,0.7960749384742074
common_cohorts_minus2_to_plus2_fixed_plus2_IW,2001,-2,2,31,1035.523998737335,49,1647.427996873856,2,1647.427996873856,0.047049804000080526,0.0,0.2787637847378802,0.2787637847378802
common_cohorts_minus2_to_plus2_fixed_plus2_IW,2003,-2,2,34,1150.065003037453,37,1400.387002646923,2,1400.387002646923,0.039994424110690305,0.0,1.27944602676085,1.27944602676085
common_cohorts_minus2_to_plus2_fixed_plus2_IW,2005,-2,2,50,1608.663008928299,64,2211.502992153168,2,2211.502992153168,0.0631595326313769,0.0,0.5780895003009164,0.5780895003009164
common_cohorts_minus2_to_plus2_fixed_plus2_IW,2007,-2,2,38,1083.215994715691,51,1407.9919911623,2,1407.9919911623,0.04021161916853219,0.0,0.2824944038528158,0.2824944038528158
common_cohorts_minus2_to_plus2_fixed_plus2_IW,2009,-2,2,47,1200.159993648529,63,1692.290009856224,2,1692.290009856224,0.04833104295065975,0.0,0.9626829139187812,0.9626829139187812
common_cohorts_minus2_to_plus2_fixed_plus2_IW,2011,-2,2,29,802.2720031738281,38,1011.298004627228,2,1011.298004627228,0.02888221700351917,0.0,0.2971910915369972,0.2971910915369972
common_cohorts_minus2_to_plus2_fixed_plus2_IW,2013,-2,2,38,956.344003200531,45,1166.498004794121,2,1166.498004794121,0.03331465933333342,0.0,0.8783702104055982,0.8783702104055982
common_cohorts_minus2_to_plus2_fixed_plus2_IW,2015,-2,2,43,1076.204005599022,52,1378.04399728775,2,1378.04399728775,0.039356317908224005,0.0,1.063395282912925,1.063395282912925
common_cohorts_minus2_to_plus2_fixed_plus2_IW,2017,-2,2,46,1153.638004541397,52,1448.120002269745,2,1448.120002269745,0.04135765715083006,0.0,1.786199932840182,1.786199932840182
