age_node,mass,owner_rate,mean_rooms,mean_liquid_wealth,childless_rate,pre_fertility_mass
18.0,0.061733455989512805,0.06876916666031245,3.7669131646299845,-0.21314699346784627,0.7226429452783905,0.061733455989514
22.0,0.061733456019427674,0.19904547826479974,4.411453232415945,-0.5463695195884095,0.514733351110944,0.06173345601944215
26.0,0.06173345604417214,0.2901648668705721,4.885874840117352,-0.7400687448699079,0.3713952118024497,0.06173345604418778
30.0,0.061733456070922024,0.40988193569064607,5.220765628197598,-0.5978289025973231,0.28385443183940195,0.06173345607093388
34.0,0.06173345611263551,0.5064981237846606,5.50795498915896,-0.4687799313981179,0.23509129897081021,0.06173345611264246
38.0,0.06173345612339295,0.6070531549006335,5.715378353434211,0.027030793692067616,0.2068596797843286,0.06173345612339972
42.0,0.061733456168405455,0.683734603988984,5.854869651441934,0.5664370237479449,0.18642425716322375,0.06173345616841127
46.0,0.061733456158099026,0.7318511112275439,5.935932363094368,1.1448567278992912,0.18642425707443236,0.06173345615810573
50.0,0.061733456200742866,0.7657399805369491,6.026329965175344,1.6900910024891864,0.18642425709903623,0.06173345620074824
54.0,0.0617334561953991,0.7936005759501139,6.1256363551156126,2.2059760713077603,0.18642425710077218,0.06173345619540486
58.0,0.061733456217844936,0.8177182737804517,6.225186485787123,2.683679659235202,0.18642425722068473,0.06173345621786655
62.0,0.061733456225541446,0.8205545289840365,6.319606675368729,2.99613354852356,0.1864242571267476,0.06173345622556189
66.0,0.061733456177184946,0.8355197321268115,6.485933763138714,3.274660986810939,0.18642425704342352,0.0617334561772091
70.0,0.05797551271350213,0.8556835427863912,6.545226209573272,2.184365468759055,0.18642425688723024,0.0579755127135253
74.0,0.053250371432773544,0.9710357888786246,6.577883249976305,0.6995860178478099,0.1864242573392489,0.0532503714327948
78.0,0.047124033015123294,0.9920038483858908,6.570099372346159,-0.5749078063149204,0.18642425740672544,0.04712403301514143
82.0,0.039115153135107085,0.9973368397139553,6.561361288181678,-1.8475020099862425,0.1864242578455234,0.03911515313512485
