arm,design,outcome,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
H_own,H,own,-3,-2,61788,61229,5238,3619,1619,16036,Wp3,.1613078196831912,.0190783349770685,.4123234936666113,7152,1968 1969 1970 1985 1986,0,pw=IW,153.06
