coefficient,estimate,standard_error
Wleft,-.0744933141612615,.031657647
Wm2,-.1263220924423291,.023940789
Wm1,-.0972911553469798,.01642715
Wp1,.1096519325045034,.01416048
Wp2,.1561600520029078,.017070798
Wp3,.1613078196831912,.019078335
Wp4,.1356949140567285,.020583045
Wp5,.096455112847572,.022708185
Wp6,.0596976081759103,.024440585
Wright,-.0152926250382756,.031780899
