window_start_year,period_fertility,completed_fertility_reconstructed,housing_index,supply_index,households_index,housing_per_household_index,relative_market_residual
2007,1.8279799986983412,2.079214482129885,99.33516674428188,99.27507933529107,100.00000000000064,99.33516674428124,0.000605261757463479
2011,1.7661852492872703,2.0397606566634527,98.99310675148298,99.01260816126388,100.0000000000268,98.99310675145645,0.00019695885345364048
2015,1.7184673182409194,1.9870869516855303,98.73761444348749,98.70182513495003,100.00000000005218,98.73761444343596,0.00036260027095274747
2019,1.6891637464272944,1.9254666735290282,98.46682378797568,98.35575747058162,100.00000000007286,98.46682378790395,0.001129230461442857
2023,1.6943405431404748,1.8604984023318645,98.05578256143782,97.93640370765361,100.00000000009229,98.05578256134733,0.0012189425919760426
2027,1.7015830894516295,1.7999637122775574,97.4916112487057,97.30185220713453,99.20034596054973,98.27749117677114,0.0019502099627785627
2031,1.7085040831118201,1.745405155844598,96.8059658971791,96.61435633607348,98.21903461362689,98.56130868929175,0.0019832410872678012
2035,1.7151609602772888,1.7231901417304007,96.08517620321344,95.85909932062012,97.0974474188295,98.9574687671761,0.002358429029644492
2039,1.7218083617189075,1.712113322378734,95.29909932190024,95.06957929491514,95.88971685419848,99.384065829294,0.0024142320675796403
2043,1.7284104609026594,1.7098210070608468,94.43665232960443,94.25675375592189,94.69720445875737,99.72485763371567,0.0019086014159620988
2047,1.7356117420360904,1.7139850158451662,93.62022040548734,93.3864067951215,93.44865760122408,100.1835904427813,0.002503722098215031
2051,1.7428442507363031,1.7208387950998876,92.72579985199518,92.4858765329377,92.11416994995119,100.66399111274227,0.0025941617039445513
2055,1.7505180021134006,1.728075468477087,91.76633908473282,91.49777879399826,90.6662923908889,101.21329180319991,0.002935156396956936
2059,1.7586976778689363,1.735417728127656,90.7612835552712,90.45459382796808,89.08600199548917,101.88052165576681,0.0033905378856313537
2063,1.767528864099018,1.742559970028786,89.6854118295358,89.36580196625383,87.36714247683483,102.6534796572014,0.0035764224820884014
2067,1.7773387864375216,1.749703123426178,88.59382318281193,88.22926052921935,85.50741096500427,103.6095259849124,0.00413199262246854
2071,1.787487716008499,1.7568537648738105,87.45769274650524,87.09576558502219,83.52054586239261,104.7139860539219,0.004155508124327245
