gap,loss_contribution,model,moment,target,weight
0.04866622240215501,3.376721941320185,1.966666222402155,tfr,1.918,1425.7389910084596
-0.0841044628584843,121.5290338277854,0.1038955371415157,childless_rate,0.188,17180.743822072007
0.2601181390999727,1.0825831406213242,25.570678938461974,mean_age_first_birth,25.310560799362,16.0
0.0574008771019201,51.48219831358961,0.3274632539532621,share_first_births_age30plus,0.270062376851342,15625.0
0.025754585595128443,0.6009856758600071,0.6901895855951284,housing_increment_0to1,0.664435,906.0558911497827
-0.00856266819221746,0.21691620822740942,0.35913689061778253,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,2958.514988007638
-0.005711413809966731,0.46417278177710053,0.16195025619003328,own_family_gap,0.16766167,14229.590955975675
0.007008015923255728,0.059320083826618346,0.5824800159232557,own_rate,0.575472,1207.8460856134493
0.6980333043378906,5.833927643488128,6.478003786279858,aggregate_mean_occupied_rooms_18_85,5.779970481941968,11.973159013172177
-1.0789812454651644,7.320108067844189,5.794118754534836,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,6.287669427540395
-8.70182613207579e-05,0.0391124886533456,0.008712981738679243,annual_bequest_flow_to_aggregate_wealth,0.0088,5165289.256198346
-1.3584067387442205,105.1060942892536,2.0897040157012996,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,56.95977216091135
