coefficient_i,coefficient_j,covariance
Wleft,Wleft,.0024529802635738
Wleft,Wm2,.0009416625995421
Wleft,Wm1,.000407888811276
Wleft,Wp1,.0001033493769764
Wleft,Wp2,.0000412239903673
Wleft,Wp3,-.000062475593645
Wleft,Wp4,-.0001461745928962
Wleft,Wp5,-.0002086287876058
Wleft,Wp6,-.0002778676468286
Wleft,Wright,-.0004401083179108
Wm2,Wleft,.0009416625995421
Wm2,Wm2,.0013549230665075
Wm2,Wm1,.0005035480549788
Wm2,Wp1,.0000924006848737
Wm2,Wp2,.0000783582124282
Wm2,Wp3,.0000206639565916
Wm2,Wp4,-.0000283029994829
Wm2,Wp5,-.0000675434319009
Wm2,Wp6,-.0001059487323976
Wm2,Wright,-.0002070804239575
Wm1,Wleft,.000407888811276
Wm1,Wm2,.0005035480549788
Wm1,Wm1,.0006285037117401
Wm1,Wp1,.0000608264103652
Wm1,Wp2,.0000601979989914
Wm1,Wp3,.0000362283907794
Wm1,Wp4,.000012788092758
Wm1,Wp5,5.62466982992e-08
Wm1,Wp6,-.0000167190410451
Wm1,Wright,-.0000657497362426
Wp1,Wleft,.0001033493769764
Wp1,Wm2,.0000924006848737
Wp1,Wm1,.0000608264103652
Wp1,Wp1,.0004089066450398
Wp1,Wp2,.000351437787474
Wp1,Wp3,.0003459686921312
Wp1,Wp4,.000355815572722
Wp1,Wp5,.0003783321306419
Wp1,Wp6,.0003993746521867
Wp1,Wright,.000436380424468
Wp2,Wleft,.0000412239903673
Wp2,Wm2,.0000783582124282
Wp2,Wm1,.0000601979989914
Wp2,Wp1,.000351437787474
Wp2,Wp2,.000621740363249
Wp2,Wp3,.0005735750577581
Wp2,Wp4,.0005874954614782
Wp2,Wp5,.0006239377310797
Wp2,Wp6,.0006634656190888
Wp2,Wright,.0007641917997651
Wp3,Wleft,-.000062475593645
Wp3,Wm2,.0000206639565916
Wp3,Wm1,.0000362283907794
Wp3,Wp1,.0003459686921312
Wp3,Wp2,.0005735750577581
Wp3,Wp3,.0008322691538799
Wp3,Wp4,.0008166685005221
Wp3,Wp5,.0008656727932573
Wp3,Wp6,.0009211970189761
Wp3,Wright,.0010839159810959
Wp4,Wleft,-.0001461745928962
Wp4,Wm2,-.0000283029994829
Wp4,Wm1,.000012788092758
Wp4,Wp1,.000355815572722
Wp4,Wp2,.0005874954614782
Wp4,Wp3,.0008166685005221
Wp4,Wp4,.0010953256955384
Wp4,Wp5,.0011124773099861
Wp4,Wp6,.0011846125507282
Wp4,Wright,.0014291340982618
Wp5,Wleft,-.0002086287876058
Wp5,Wm2,-.0000675434319009
Wp5,Wm1,5.62466982992e-08
Wp5,Wp1,.0003783321306419
Wp5,Wp2,.0006239377310797
Wp5,Wp3,.0008656727932573
Wp5,Wp4,.0011124773099861
Wp5,Wp5,.0014555023517617
Wp5,Wp6,.0014318271207573
Wp5,Wright,.0017152614814881
Wp6,Wleft,-.0002778676468286
Wp6,Wm2,-.0001059487323976
Wp6,Wm1,-.0000167190410451
Wp6,Wp1,.0003993746521867
Wp6,Wp2,.0006634656190888
Wp6,Wp3,.0009211970189761
Wp6,Wp4,.0011846125507282
Wp6,Wp5,.0014318271207573
Wp6,Wp6,.0017463273335555
Wp6,Wright,.0020148319106773
Wright,Wleft,-.0004401083179108
Wright,Wm2,-.0002070804239575
Wright,Wm1,-.0000657497362426
Wright,Wp1,.000436380424468
Wright,Wp2,.0007641917997651
Wright,Wp3,.0010839159810959
Wright,Wp4,.0014291340982618
Wright,Wp5,.0017152614814881
Wright,Wp6,.0020148319106773
Wright,Wright,.0029267724195815
