arm,codes_cleaned,entry_rule_applied,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
B21c,1,0,-2,-1,317403,34461,100889,Wp2,.5534148486186257,.0249347220407406,5.091309571485783,23820,1968 1969 1970 1977,0,none,451.68
