candidate,period,calendar_year,moment,model,role,target,weight,gap,loss_contribution
task_001,0,2007.0,tfr,2.100019060191001,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,childless_rate,0.17134062325002292,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,mean_age_first_birth,26.11793394113484,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,share_first_births_age30plus,0.2345279082324328,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,housing_increment_0to1,0.2818347789399107,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.28162763809376834,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,own_family_gap,0.004372114890488332,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,own_rate,0.49908535217190475,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,aggregate_mean_occupied_rooms_18_85,5.874055356019394,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,aggregate_wealth_to_annual_gross_labor_earnings,5.885986938735023,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,annual_bequest_flow_to_aggregate_wealth,0.0069509584190818804,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,old_total_wealth_to_annual_income_p90_p50_7684,3.1501836891314428,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,tfr,2.088938912464916,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,childless_rate,0.17294076672143155,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,mean_age_first_birth,26.08333681663875,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,share_first_births_age30plus,0.2330469197845664,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,housing_increment_0to1,0.2902331793409205,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.2872952352045939,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,own_family_gap,0.004515853673517145,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,own_rate,0.4989824018829191,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,aggregate_mean_occupied_rooms_18_85,5.843582988886159,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,aggregate_wealth_to_annual_gross_labor_earnings,6.258554273590245,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,annual_bequest_flow_to_aggregate_wealth,0.0069722800294047,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,old_total_wealth_to_annual_income_p90_p50_7684,3.092610837438423,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,tfr,2.057920068942398,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,childless_rate,0.17790956878451442,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,mean_age_first_birth,25.993577798920807,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,share_first_births_age30plus,0.2284113737393132,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,housing_increment_0to1,0.30621560911026346,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.29309140771669906,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,own_family_gap,0.0045809479141391,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,own_rate,0.49890742320295195,untargeted_transition_diagnostic,,,,
