window,n,sum_supplement_weights,mean_children_ever_born_uncapped,mean_children_ever_born_capped5,childless_share,exactly_one_given_mother,weighted_mothers_denominator,weighted_exactly_one_numerator,standard_errors
2004,5600,11534656.993600009,1.8946580625003218,1.8712915395903162,0.19283861219576473,0.21511000477596962,9310329.746799989,2002745.0762999975,NOT COMPUTED; not production target or weight
2006,5272,11234864.996399973,1.8616754439151708,1.8415328894676959,0.20386405489820464,0.2121411459107166,8944479.861999962,1897492.2075000003,NOT COMPUTED; not production target or weight
2008,4932,10747903.994999925,1.901114295513395,1.8713986183498683,0.1777329161284541,0.22372007001777308,8837647.675699947,1977159.1568000019,NOT COMPUTED; not production target or weight
2004+2006 pooled weighted records,10872,22769521.989999805,1.8783838839209661,1.8566081212581498,0.19827875100684264,0.21365532522014702,18254809.608799897,3900237.283800007,NOT COMPUTED; not production target or weight
