id,label,loss,first_birth_rooms,mean_rooms,ownership,elapsed_seconds,occupied_value_drops,budget_excess_share,plan,plan_sha256,summary,summary_sha256
1,bridge_1,20.695274279617262,0.5157782239938484,6.349114575536986,0.5449671609714565,522.7498488426208,0,2.1598056830650264e-09,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/smoke/exact_loop/plan.json,23221e125f2c42ea39033305968d8e5f39d6f7b78c49da92d1877e1763f3065b,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/smoke/exact_loop/task_001/summary.json,9c0826091b761f3832bb196b6c55a5dbdcb7043369d5e2f9aaac88d05b4e2ce7
2,bridge_2,20.695274279617262,0.5157782239938484,6.349114575536986,0.5449671609714565,529.7172174453735,0,2.1598056830650264e-09,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/smoke/exact_loop/plan.json,23221e125f2c42ea39033305968d8e5f39d6f7b78c49da92d1877e1763f3065b,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/smoke/exact_loop/task_002/summary.json,eb0859af76ad9d8782ad45fb1c352a2d5dd56a16b015dbbcb554fbc7f38762c6
