arm,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
Hb4,-5,-4,60157,59623,5125,3471,1654,16539,Wp4,1.296085472188483,.097236796742907,4.333559924805827,11106,1968 1969 1970 1971 1972 1987 1988,0,pw=IW,176.545
