candidate,period,calendar_year,status,origin_period,destination_period,origin_price,destination_price,origin_mass,destination_mass,survival_loss,treated_feasibility_projection_mass,control_feasibility_projection_mass,treated_continuation_births,treated_mean_housing,control_mean_housing,housing_response,census_age_bridge_applied
task_003,0,2007.0,same_policy_one_period_diagnostic_no_prior_date,,0,,,,,,,,,,,0.3888005277607563,False
task_003,1,2011.0,complete_one_period_dated_matched_branch_did,0,1,0.6101356981044483,0.6348032937114054,0.04013454550332568,0.04013454550332567,0.0,0.0,0.0,0.01323970471149814,6.008787180825724,5.529857407319403,0.47892977350632115,False
task_003,2,2015.0,complete_one_period_dated_matched_branch_did,1,2,0.6348032937114054,0.6607471587913101,0.033722459686327574,0.03372245968632759,0.0,0.0,0.0,0.010435400761813818,5.880586038281275,5.409851278119261,0.47073476016201443,False
task_003,3,2019.0,complete_one_period_dated_matched_branch_did,2,3,0.6607471587913101,0.6815955383816883,0.030530551948258107,0.030530551948258156,0.0,0.0,0.0,0.008809049725473386,5.826492843006215,5.357547598833945,0.4689452441722697,False
task_003,4,2023.0,complete_one_period_dated_matched_branch_did,3,4,0.6815955383816883,0.6937564275284005,0.028876290990753492,0.02887629099075352,0.0,0.0,0.0,0.007759047704077898,5.79969905509074,5.332993093706364,0.4667059613843767,False
