age,tenure,income_index,parity,dependent_children,wealth,mass,consumption,saving,excess_expenditure,resources
50.0,0,0,1,1,-0.39534883720930214,2.4565829530414977e-10,0.04,-0.15813953488372087,0.017509505906454476,-0.03030038318995104
50.0,0,0,2,1,-0.39534883720930214,2.415653019317448e-10,0.04,-0.15813953488372087,0.017509505906454476,-0.03030038318995104
50.0,0,0,3,1,-0.39534883720930214,7.47129783519792e-11,0.04,-0.15813953488372087,0.017509505906454476,-0.03030038318995104
46.0,0,0,1,1,-0.5348837209302326,5.614542368734085e-10,0.04,-0.32093023255813957,0.008894078922268567,-0.18133742877134668
46.0,0,0,2,1,-0.5348837209302326,5.369041245274421e-10,0.04,-0.32093023255813957,0.008894078922268567,-0.18133742877134668
46.0,0,0,3,1,-0.5348837209302326,1.5192946820981647e-10,0.04,-0.32093023255813957,0.008894078922268567,-0.18133742877134668
