measurement,own_rate_2534,interpretation
production_whole_nodes,0.23806027209223676,unchanged model age_to_index aggregation
cells_start_at_node,0.20608239771713166,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.2369605289665098,diagnostic uniform density within each four-year cell
