label,phi,lambda,rental_cap,birth_flow,first_birth_flow,mean_rooms,ownership,cumulative_explicit_births_per_initial_household,first_births_per_initial_household,first_birth_mean_age
arm_01_phi0.8_lambda0_cap6,0.8,0.0,6.0,0.11468350159909416,0.048909241397947056,7.0989387779377795,0.4908400458124063,1.8577204111669925,0.7922647527561715,24.70009336511201
arm_02_phi0.8_lambda0_cap6,0.8,0.0,6.0,0.11468350159909416,0.048909241397947056,7.0989387779377795,0.4908400458124063,1.8577204111669925,0.7922647527561715,24.70009336511201
arm_03_phi0.8_lambda0_cap6,0.8,0.0,6.0,0.11468350159909416,0.048909241397947056,7.0989387779377795,0.4908400458124063,1.8577204111669925,0.7922647527561715,24.70009336511201
arm_04_phi0.8_lambda0_cap8,0.8,0.0,8.0,0.11631588463870303,0.0501381996085839,7.259350076583796,0.42823136422115216,1.871423084201675,0.7960535409310807,24.625510374846492
arm_05_phi0.8_lambda0_cap10,0.8,0.0,10.0,0.11670817906901719,0.050388817698215405,7.42277974304072,0.3160850899645863,1.8752453408259089,0.7967020394483073,24.61051189262046
arm_06_phi0.8_lambda0.25_cap6,0.8,0.25,6.0,0.11750063599300378,0.05161335420451452,7.187921935893006,0.49115954180462684,1.8434356882343859,0.7811211292607954,24.239943781868938
arm_07_phi0.8_lambda0.25_cap8,0.8,0.25,8.0,0.11924708323019347,0.05294987597504319,7.353691754069574,0.4283468128016949,1.8568697234585632,0.7847340818343274,24.15843626099115
arm_08_phi0.8_lambda0.25_cap10,0.8,0.25,10.0,0.11964837482573146,0.05320917416072368,7.518758044372846,0.31618620236274064,1.8605525202738662,0.7853279593452597,24.142917024093435
arm_09_phi0.8_lambda1_cap6,0.8,1.0,6.0,0.11741247289230274,0.051551354709236386,7.231410746583832,0.491181156517629,1.8128502473669104,0.7669491772105728,24.16413883670575
arm_10_phi0.8_lambda1_cap8,0.8,1.0,8.0,0.11918874903401308,0.05291702732921444,7.397978425529442,0.42835025287296163,1.8266870608255925,0.7707070430271379,24.077009435127387
arm_11_phi0.8_lambda1_cap10,0.8,1.0,10.0,0.11959421304442548,0.05318036355284406,7.563219464783141,0.3161877708687628,1.8304993846951223,0.7713535314299116,24.060507653433486
arm_12_phi0.8_lambda5_cap6,0.8,5.0,6.0,0.11741247289230274,0.051551354709236386,7.231410746583832,0.491181156517629,1.8128502473669104,0.7669491772105728,24.16413883670575
arm_13_phi0.8_lambda5_cap8,0.8,5.0,8.0,0.11918874903401308,0.05291702732921444,7.397978425529442,0.42835025287296163,1.8266870608255925,0.7707070430271379,24.077009435127387
arm_14_phi0.8_lambda5_cap10,0.8,5.0,10.0,0.11959421304442548,0.05318036355284406,7.563219464783141,0.3161877708687628,1.8304993846951223,0.7713535314299116,24.060507653433486
arm_15_phi0.9_lambda0_cap6,0.9,0.0,6.0,0.11480460702823397,0.04899722981790777,7.123825477686112,0.49842432825986915,1.8588718241559201,0.7925415681919304,24.693224211537867
arm_16_phi0.9_lambda0_cap8,0.9,0.0,8.0,0.1163263904008804,0.050144350096253065,7.266448208849085,0.432120179893397,1.871520420475638,0.7960750376657489,24.625133129883825
arm_17_phi0.9_lambda0_cap10,0.9,0.0,10.0,0.11670936614500255,0.050389209556906345,7.427188969347792,0.3200415025308024,1.8752561352539294,0.7967054329873743,24.61054351677395
