label,phi,lambda,rental_cap,birth_flow,first_birth_flow,mean_rooms,ownership,cumulative_explicit_births_per_initial_household,first_births_per_initial_household,first_birth_mean_age
arm_18_phi0.9_lambda0.25_cap6,0.9,0.25,6.0,0.11762492078988664,0.05170624852032185,7.212355954714239,0.49862242635973547,1.8444804940856607,0.7813647248882996,24.233158847219848
arm_19_phi0.9_lambda0.25_cap8,0.9,0.25,8.0,0.11925924857445525,0.05295768448922522,7.360676922316179,0.4321563395802285,1.8569579768455617,0.784751645319844,24.157890692694814
arm_20_phi0.9_lambda0.25_cap10,0.9,0.25,10.0,0.11964953793662073,0.05320956233148322,7.523075551809867,0.32005879538070975,1.8605597399613227,0.7853296815895761,24.1429276354452
arm_21_phi0.9_lambda1_cap6,0.9,1.0,6.0,0.11754220453891363,0.05164970355677012,7.25584323362769,0.4986521966532088,1.8139275812936486,0.7672014103306422,24.156897678920807
arm_22_phi0.9_lambda1_cap8,0.9,1.0,8.0,0.11919999424463647,0.0529239144461679,7.404955387664766,0.4321601511465839,1.8267762407384098,0.7707250916380457,24.076519384565245
arm_23_phi0.9_lambda1_cap10,0.9,1.0,10.0,0.1195953172270388,0.053180699829473266,7.56753951579648,0.3200603874691624,1.8305063744490284,0.7713553375771398,24.060521092897254
arm_24_phi0.9_lambda5_cap6,0.9,5.0,6.0,0.11754220453891363,0.05164970355677012,7.25584323362769,0.4986521966532088,1.8139275812936486,0.7672014103306422,24.156897678920807
arm_25_phi0.9_lambda5_cap8,0.9,5.0,8.0,0.11919999424463647,0.0529239144461679,7.404955387664766,0.4321601511465839,1.8267762407384098,0.7707250916380457,24.076519384565245
arm_26_phi0.9_lambda5_cap10,0.9,5.0,10.0,0.1195953172270388,0.053180699829473266,7.56753951579648,0.3200603874691624,1.8305063744490284,0.7713553375771398,24.060521092897254
arm_27_phi0.95_lambda0_cap6,0.95,0.0,6.0,0.11487026227122843,0.04905239920605453,7.135308705803553,0.5013393977500267,1.8590315432005917,0.7925808414904223,24.688744061997568
arm_28_phi0.95_lambda0_cap8,0.95,0.0,8.0,0.11633204483614655,0.050149382438341716,7.268108076059227,0.4330964050681043,1.8715337392441493,0.7960770775927515,24.62463595274081
arm_29_phi0.95_lambda0_cap10,0.95,0.0,10.0,0.11670933779077322,0.05038917728523834,7.427373534846472,0.32037694094374664,1.8752551860967477,0.796705207979283,24.610548309039004
arm_30_phi0.95_lambda0.25_cap6,0.95,0.25,6.0,0.11768794912973848,0.051758339740583525,7.2243079974011835,0.5016771012451299,1.844716764220122,0.7814206437237029,24.229221517094935
arm_31_phi0.95_lambda0.25_cap8,0.95,0.25,8.0,0.11926462539664612,0.05296240387922646,7.362340696493769,0.4331334417658998,1.8569775237717294,0.7847552928603808,24.157428863093514
arm_32_phi0.95_lambda0.25_cap10,0.95,0.25,10.0,0.11964950580843667,0.0532095252086035,7.523254578453109,0.3203924586766687,1.860559085727924,0.7853295867126704,24.1429330686771
arm_33_phi0.95_lambda1_cap6,0.95,1.0,6.0,0.11760448259461315,0.05170098149086344,7.267938405766269,0.5017471982610616,1.8141624956847069,0.767251100208826,24.15297820763155
arm_34_phi0.95_lambda1_cap8,0.95,1.0,8.0,0.11920630323682596,0.052929566812816964,7.406611235484417,0.4331376486255428,1.8268010504592607,0.770729304522984,24.075949174252532
arm_35_phi0.95_lambda1_cap10,0.95,1.0,10.0,0.11959528283996526,0.053180659907047234,7.567718269331334,0.32039407236793804,1.8305050131585945,0.7713549298325224,24.060528282938737
arm_36_phi0.95_lambda5_cap6,0.95,5.0,6.0,0.11760448259461315,0.05170098149086344,7.267938405766269,0.5017471982610616,1.8141624956847069,0.767251100208826,24.15297820763155
arm_37_phi0.95_lambda5_cap8,0.95,5.0,8.0,0.11920630323682596,0.052929566812816964,7.406611235484417,0.4331376486255428,1.8268010504592607,0.770729304522984,24.075949174252532
arm_38_phi0.95_lambda5_cap10,0.95,5.0,10.0,0.11959528283996526,0.053180659907047234,7.567718269331334,0.32039407236793804,1.8305050131585945,0.7713549298325224,24.060528282938737
arm_39_phi1_lambda0_cap6,1.0,0.0,6.0,0.11494767755231954,0.049120059238826785,7.145550534214508,0.5042150175253652,1.8592224961947672,0.7926059343058378,24.68198324887937
arm_40_phi1_lambda0_cap8,1.0,0.0,8.0,0.1163390931824649,0.0501557918824026,7.269297490604234,0.4338322906733978,1.8715447807918566,0.7960770965798281,24.623990525251212
arm_41_phi1_lambda0_cap10,1.0,0.0,10.0,0.11670944393385249,0.050389279315770086,7.4274528972813405,0.32065129067813514,1.875254103062945,0.7967049711381244,24.61053670017802
arm_42_phi1_lambda0.25_cap6,1.0,0.25,6.0,0.11775029093025283,0.051810439753766147,7.235181148906743,0.5047164716551127,1.8448642810586138,0.781461436590394,24.225136181761982
arm_43_phi1_lambda0.25_cap8,1.0,0.25,8.0,0.1192676028048808,0.05296474665958878,7.36353815042085,0.4338743427623244,1.856983440175959,0.7847564070885735,24.15726642104065
arm_44_phi1_lambda0.25_cap10,1.0,0.25,10.0,0.11964947692511159,0.05320949435834199,7.523334421248579,0.3206670271782826,1.8605575925001818,0.7853291969972754,24.142932976984312
arm_45_phi1_lambda1_cap6,1.0,1.0,6.0,0.11766530401521991,0.05175154323706793,7.278980384604573,0.5048224919472942,1.8143234728442863,0.767308034256347,24.14878523299733
arm_46_phi1_lambda1_cap8,1.0,1.0,8.0,0.11920914048306808,0.052931771547495066,7.407831027014185,0.43387935513862186,1.8267969969826956,0.7707290260723043,24.07586050279096
arm_47_phi1_lambda1_cap10,1.0,1.0,10.0,0.11959524044268383,0.05318061840867122,7.567799859064492,0.32066869515144253,1.830502618165759,0.7713542276729242,24.06052641473391
arm_48_phi1_lambda5_cap6,1.0,5.0,6.0,0.11766530401521991,0.05175154323706793,7.278980384604573,0.5048224919472942,1.8143234728442863,0.767308034256347,24.14878523299733
arm_49_phi1_lambda5_cap8,1.0,5.0,8.0,0.11920914048306808,0.052931771547495066,7.407831027014185,0.43387935513862186,1.8267969969826956,0.7707290260723043,24.07586050279096
arm_50_phi1_lambda5_cap10,1.0,5.0,10.0,0.11959524044268383,0.05318061840867122,7.567799859064492,0.32066869515144253,1.830502618165759,0.7713542276729242,24.06052641473391
