scope,stage,case,candidate,moment,target,model,gap,weight,loss_contribution,standardized_gap
search,polish_1_coordinates,task_002,task_001,own_rate,0.575472,0.5508621597379787,-0.024609840262021287,1207.8460856134493,0.7315250218071054,-0.855292360428354
search,polish_1_coordinates,task_002,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.346752610315945,0.5667821283739771,11.973159013172177,3.8462813207478765,1.961193850884679
search,polish_1_coordinates,task_002,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.041753024640275,0.16865302464027465,6.287669427540395,0.17884548027428002,0.4229012653968773
search,polish_1_coordinates,task_002,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008499222227063207,-0.00030077777293679303,5165289.256198346,0.46728961101661676,-0.6835858475836204
search,polish_1_coordinates,task_002,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.2990356490827772,-0.14907510536274282,56.95977216091135,1.2658390623802276,-1.1250951348131533
search,polish_1_coordinates,task_003,task_001,tfr,1.918,1.9230045831406992,0.0050045831406992924,1425.7389910084596,0.03570884834707632,0.18896785003559818
search,polish_1_coordinates,task_003,task_001,childless_rate,0.188,0.18964347327752307,0.0016434732775230665,17180.743822072007,0.04640526489805848,0.21541881277655042
search,polish_1_coordinates,task_003,task_001,mean_age_first_birth,26.0446272574833,26.332906717516828,0.2882794600335288,44.44444444444444,3.6935576478765735,1.9218630668901917
search,polish_1_coordinates,task_003,task_001,share_first_births_age30plus,0.260327401666964,0.24209518230970453,-0.018232219357259466,10000.0,3.3241382269122677,-1.8232219357259465
search,polish_1_coordinates,task_003,task_001,housing_increment_0to1,0.7202462623815278,0.5136265959540092,-0.2066196664275186,137.5652749002964,5.872893596843459,-2.4234053719597672
search,polish_1_coordinates,task_003,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3680367347817386,0.00033717597173860137,2958.514988007638,0.0003363465748141742,0.01833975394639127
search,polish_1_coordinates,task_003,task_001,own_family_gap,0.16766167,0.17623100739318892,0.008569337393188908,14229.590955975675,1.0449292844365938,1.0222178263152104
search,polish_1_coordinates,task_003,task_001,own_rate,0.575472,0.550690513977304,-0.02478148602269603,1207.8460856134493,0.7417649135691241,-0.8612577509486484
search,polish_1_coordinates,task_003,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.346285444498695,0.566314962556727,11.973159013172177,3.83994339812724,1.9595773519122026
search,polish_1_coordinates,task_003,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.036114218972826,0.16301421897282609,6.287669427540395,0.16708623606099451,0.4087618329308578
search,polish_1_coordinates,task_003,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008500879267270103,-0.00029912073272989753,5165289.256198346,0.46215502452929114,-0.6798198471134034
search,polish_1_coordinates,task_003,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.299070607820004,-0.149040146625516,56.95977216091135,1.265245442856835,-1.1248312952869133
search,polish_1_coordinates,task_004,task_001,tfr,1.918,1.9238168462845635,0.0058168462845635815,1425.7389910084596,0.04824087777357457,0.2196380608491492
search,polish_1_coordinates,task_004,task_001,childless_rate,0.188,0.18874819688634378,0.0007481968863437827,17180.743822072007,0.009617756007559475,0.09807015859862507
search,polish_1_coordinates,task_004,task_001,mean_age_first_birth,26.0446272574833,26.38968401354564,0.3450567560623412,44.44444444444444,5.291740662411824,2.3003783737489414
search,polish_1_coordinates,task_004,task_001,share_first_births_age30plus,0.260327401666964,0.2456271474646736,-0.014700254202290403,10000.0,2.1609747361195666,-1.4700254202290404
search,polish_1_coordinates,task_004,task_001,housing_increment_0to1,0.7202462623815278,0.5142565105608874,-0.2059897518206404,137.5652749002964,5.837139185149133,-2.4160172154082704
search,polish_1_coordinates,task_004,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.36940688646426256,0.0017073276542625693,2958.514988007638,0.008623975686248715,0.09286536322143318
search,polish_1_coordinates,task_004,task_001,own_family_gap,0.16766167,0.17391059061476,0.006248920614759984,14229.590955975675,0.555651423165688,0.7454202996737398
search,polish_1_coordinates,task_004,task_001,own_rate,0.575472,0.5507210098555338,-0.024750990144466134,1207.8460856134493,0.7399404181375658,-0.8601978947530422
search,polish_1_coordinates,task_004,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.346878689628336,0.5669082076863683,11.973159013172177,3.8479927030105814,1.9616301137091523
search,polish_1_coordinates,task_004,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.037483269911901,0.16438326991190078,6.287669427540395,0.1699045193939946,0.41219475905692277
search,polish_1_coordinates,task_004,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008499585256671754,-0.00030041474332824676,5165289.256198346,0.4661622831042167,-0.6827607802914698
search,polish_1_coordinates,task_004,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.2990485792076387,-0.14906217523788134,56.95977216091135,1.2656194851775775,-1.1249975489651423
search,polish_1_coordinates,task_005,task_001,tfr,1.918,1.9223074033180128,0.004307403318012826,1425.7389910084596,0.026452766799964444,0.16264306563750094
search,polish_1_coordinates,task_005,task_001,childless_rate,0.188,0.1900572306705791,0.0020572306705791132,17180.743822072007,0.07271231019157773,0.26965220227466663
search,polish_1_coordinates,task_005,task_001,mean_age_first_birth,26.0446272574833,26.380436530926936,0.33580927344363687,44.44444444444444,5.011905250255257,2.2387284896242456
search,polish_1_coordinates,task_005,task_001,share_first_births_age30plus,0.260327401666964,0.24493737547690284,-0.015390026190061162,10000.0,2.368529061307685,-1.5390026190061161
search,polish_1_coordinates,task_005,task_001,housing_increment_0to1,0.7202462623815278,0.5137796084052395,-0.20646665397628827,137.5652749002964,5.864198460302438,-2.4216107160942357
search,polish_1_coordinates,task_005,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3696862394058229,0.0019866805958229095,2958.514988007638,0.01167696218434451,0.10805999344967826
search,polish_1_coordinates,task_005,task_001,own_family_gap,0.16766167,0.17516540869854513,0.00750373869854512,14229.590955975675,0.8012126924380304,0.8951048499690024
search,polish_1_coordinates,task_005,task_001,own_rate,0.575472,0.5507378628060376,-0.024734137193962336,1207.8460856134493,0.7389331102523444,-0.8596121859608229
search,polish_1_coordinates,task_005,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.346511547463221,0.5665410655212533,11.973159013172177,3.8430102282962975,1.9603597191067503
search,polish_1_coordinates,task_005,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.037265781801551,0.16416578180155117,6.287669427540395,0.16945523075315788,0.411649402712014
search,polish_1_coordinates,task_005,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008499666013874686,-0.00030033398612531494,5165289.256198346,0.46591169019587214,-0.6825772411938975
search,polish_1_coordinates,task_005,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.2990668537169032,-0.14904390072861684,56.95977216091135,1.2653091830203937,-1.1248596281405043
search,polish_1_coordinates,task_006,task_001,tfr,1.918,1.924509863716389,0.006509863716389175,1425.7389910084596,0.060420431190069776,0.24580567770104453
search,polish_1_coordinates,task_006,task_001,childless_rate,0.188,0.18833003239079796,0.00033003239079795743,17180.743822072007,0.0018713503089303094,0.04325910665894881
search,polish_1_coordinates,task_006,task_001,mean_age_first_birth,26.0446272574833,26.342242698881787,0.29761544139848795,44.44444444444444,3.936664487058525,1.9841029426565864
search,polish_1_coordinates,task_006,task_001,share_first_births_age30plus,0.260327401666964,0.2427900974459339,-0.017537304221030087,10000.0,3.0755703934095973,-1.7537304221030088
search,polish_1_coordinates,task_006,task_001,housing_increment_0to1,0.7202462623815278,0.5139206715433966,-0.20632559083813118,137.5652749002964,5.856188066059232,-2.419956211599547
search,polish_1_coordinates,task_006,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3677193677001789,1.9808890178885097e-05,2958.514988007638,1.1608979981336907e-06,0.0010774497659444225
search,polish_1_coordinates,task_006,task_001,own_family_gap,0.16766167,0.1749834267169429,0.007321756716942879,14229.590955975675,0.7628216397547338,0.8733966107987446
search,polish_1_coordinates,task_006,task_001,own_rate,0.575472,0.5506743724714344,-0.024797627528565624,1207.8460856134493,0.7427315305095754,-0.8618187341370431
search,polish_1_coordinates,task_006,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.346655109594212,0.5666846276522444,11.973159013172177,3.8449581211267736,1.9608564764221714
search,polish_1_coordinates,task_006,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.036258105022135,0.16315810502213512,6.287669427540395,0.16738132674360895,0.40912263044667785
search,polish_1_coordinates,task_006,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008500739038146908,-0.0002992609618530928,5165289.256198346,0.46258844674193306,-0.6801385496661199
search,polish_1_coordinates,task_006,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.2990554994552834,-0.14905525499023664,56.95977216091135,1.265501974522148,-1.1249453206810311
search,polish_1_coordinates,task_007,task_001,tfr,1.918,1.9234065210646876,0.005406521064687642,1425.7389910084596,0.041675020837168425,0.2041446076612567
search,polish_1_coordinates,task_007,task_001,childless_rate,0.188,0.1891892243781902,0.0011892243781901901,17180.743822072007,0.02429794635429713,0.15587798547035797
search,polish_1_coordinates,task_007,task_001,mean_age_first_birth,26.0446272574833,26.361300580970553,0.3166733234872545,44.44444444444444,4.456977502598371,2.11115548991503
search,polish_1_coordinates,task_007,task_001,share_first_births_age30plus,0.260327401666964,0.24386294076383966,-0.01646446090312434,10000.0,2.7107847283050996,-1.646446090312434
search,polish_1_coordinates,task_007,task_001,housing_increment_0to1,0.7202462623815278,0.5252909888416175,-0.19495527353991027,137.5652749002964,5.228520258243833,-2.2865957793724347
search,polish_1_coordinates,task_007,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3707494343677853,0.0030498755577852976,2958.514988007638,0.027519339920396454,0.16588954132312397
search,polish_1_coordinates,task_007,task_001,own_family_gap,0.16766167,0.17680577907959122,0.009144109079591206,14229.590955975675,1.1898034180241455,1.0907811045412115
search,polish_1_coordinates,task_007,task_001,own_rate,0.575472,0.5258400198620647,-0.04963198013793524,1207.8460856134493,2.975327668056979,-1.7249138146750924
search,polish_1_coordinates,task_007,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.344661260490028,0.5646907785480604,11.973159013172177,3.8179491667240617,1.9539573093402174
search,polish_1_coordinates,task_007,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.024930985774255,0.15183098577425458,6.287669427540395,0.14494743156992226,0.3807196233055531
search,polish_1_coordinates,task_007,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008505175477169703,-0.00029482452283029724,5165289.256198346,0.44897468627124193,-0.6700557337052209
search,polish_1_coordinates,task_007,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.3003828182301995,-0.14772793621532054,56.95977216091135,1.243064044909238,-1.1149278204929851
search,polish_1_coordinates,task_008,task_001,tfr,1.918,1.923427033402192,0.005427033402191972,1425.7389910084596,0.041991850730852286,0.20491913217377308
search,polish_1_coordinates,task_008,task_001,childless_rate,0.188,0.18919426774625966,0.001194267746259664,17180.743822072007,0.024504473121970727,0.15653904663683987
search,polish_1_coordinates,task_008,task_001,mean_age_first_birth,26.0446272574833,26.361473299034888,0.3168460415515888,44.44444444444444,4.461840624307162,2.112306943677259
search,polish_1_coordinates,task_008,task_001,share_first_births_age30plus,0.260327401666964,0.24387014194223935,-0.016457259724724643,10000.0,2.7084139764704385,-1.6457259724724644
search,polish_1_coordinates,task_008,task_001,housing_increment_0to1,0.7202462623815278,0.503546965503431,-0.21669929687809675,137.5652749002964,6.459870691247351,-2.5416275673763358
search,polish_1_coordinates,task_008,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3658512415759807,-0.0018483172340192922,2958.514988007638,0.01010710551709865,-0.10053410126468854
search,polish_1_coordinates,task_008,task_001,own_family_gap,0.16766167,0.17244544263297013,0.0047837726329701125,14229.590955975675,0.32563679823422176,0.5706459482325462
search,polish_1_coordinates,task_008,task_001,own_rate,0.575472,0.5730420413556419,-0.0024299586443581322,1207.8460856134493,0.007131967589928904,-0.0844509774361961
search,polish_1_coordinates,task_008,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.348075932603068,0.5681054506611005,11.973159013172177,3.864262874683239,1.965772844120917
search,polish_1_coordinates,task_008,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.048512466818651,0.17541246681865097,6.287669427540395,0.19346865518448733,0.4398507192042402
search,polish_1_coordinates,task_008,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.0084949082205484,-0.0003050917794516009,5165289.256198346,0.4807902576908277,-0.6933904078445473
search,polish_1_coordinates,task_008,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.2978647950173605,-0.15024595942815955,56.95977216091135,1.2858012573578164,-1.1339317692691286
search,polish_1_coordinates,task_009,task_001,tfr,1.918,1.9234130436320878,0.005413043632087833,1425.7389910084596,0.041775637148219136,0.20439089301683463
search,polish_1_coordinates,task_009,task_001,childless_rate,0.188,0.18922432761469743,0.0012243276146974291,17180.743822072007,0.025753558870344032,0.1604791540055718
search,polish_1_coordinates,task_009,task_001,mean_age_first_birth,26.0446272574833,26.361578624548148,0.31695136706484917,44.44444444444444,4.464807514856744,2.1130091137656613
search,polish_1_coordinates,task_009,task_001,share_first_births_age30plus,0.260327401666964,0.24387483318672096,-0.01645256848024304,10000.0,2.7068700959708676,-1.645256848024304
search,polish_1_coordinates,task_009,task_001,housing_increment_0to1,0.7202462623815278,0.515120322254977,-0.20512594012655083,137.5652749002964,5.788286104729431,-2.405885721460899
search,polish_1_coordinates,task_009,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.36925817053910404,0.0015586117291040424,2958.514988007638,0.00718703324956004,0.08477637200045801
search,polish_1_coordinates,task_009,task_001,own_family_gap,0.16766167,0.17507247784154184,0.007410807841541828,14229.590955975675,0.7814901721307684,0.8840193279169684
search,polish_1_coordinates,task_009,task_001,own_rate,0.575472,0.5496131655639622,-0.02585883443603776,1207.8460856134493,0.8076616972485289,-0.8987000040327856
search,polish_1_coordinates,task_009,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.333960931924373,0.5539904499824049,11.973159013172177,3.6746273797605347,1.916931761894652
search,polish_1_coordinates,task_009,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.036317423178747,0.16321742317874666,6.287669427540395,0.16750305599037627,0.4092713720630558
search,polish_1_coordinates,task_009,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.00849866539606106,-0.00030133460393894085,5165289.256198346,0.46902140253635494,-0.6848513725885018
search,polish_1_coordinates,task_009,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.255267793182622,-0.1928429612628979,56.95977216091135,2.1182432301114154,-1.4554185755690408
search,polish_1_coordinates,task_010,task_001,tfr,1.918,1.923416020841017,0.005416020841017,1425.7389910084596,0.04182160352568305,0.20450330932697167
search,polish_1_coordinates,task_010,task_001,childless_rate,0.188,0.18915967819339988,0.0011596781933998768,17180.743822072007,0.023105583672132956,0.15200520935853795
search,polish_1_coordinates,task_010,task_001,mean_age_first_birth,26.0446272574833,26.36116255321343,0.3165352957301302,44.44444444444444,4.4530930419093755,2.110235304867534
search,polish_1_coordinates,task_010,task_001,share_first_births_age30plus,0.260327401666964,0.24385617424100095,-0.016471227425963048,10000.0,2.7130133291779726,-1.6471227425963046
search,polish_1_coordinates,task_010,task_001,housing_increment_0to1,0.7202462623815278,0.5127379111236046,-0.20750835125792322,137.5652749002964,5.92352164690334,-2.433828598505519
search,polish_1_coordinates,task_010,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3681369978414786,0.00043743903147858143,2958.514988007638,0.0005661204411717504,0.02379328563212215
search,polish_1_coordinates,task_010,task_001,own_family_gap,0.16766167,0.17509099127214411,0.0074293212721441015,14229.590955975675,0.785399634147077,0.8862277552339901
search,polish_1_coordinates,task_010,task_001,own_rate,0.575472,0.5518226378180979,-0.023649362181902056,1207.8460856134493,0.6755390534496989,-0.8219118282697353
search,polish_1_coordinates,task_010,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.359109211491366,0.5791387295493982,11.973159013172177,4.015817505014553,2.003950474691067
search,polish_1_coordinates,task_010,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.037702257670035,0.164602257670035,6.287669427540395,0.1703575070124654,0.412743875802495
search,polish_1_coordinates,task_010,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008501189057638346,-0.00029881094236165404,5165289.256198346,0.4611982400571266,-0.6791157780946682
search,polish_1_coordinates,task_010,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.3047113504718006,-0.14339940397371942,56.95977216091135,1.171285955714801,-1.0822596526318446
search,polish_1_coordinates,task_011,task_001,tfr,1.918,1.923414639252134,0.005414639252134146,1425.7389910084596,0.041800269452377026,0.20445114196887487
search,polish_1_coordinates,task_011,task_001,childless_rate,0.188,0.1891918193448445,0.001191819344844497,17180.743822072007,0.02440410151548692,0.15621812159761403
search,polish_1_coordinates,task_011,task_001,mean_age_first_birth,26.0446272574833,26.361385291886922,0.31675803440362316,44.44444444444444,4.45936232707764,2.1117202293574877
search,polish_1_coordinates,task_011,task_001,share_first_births_age30plus,0.260327401666964,0.24386612857693735,-0.01646127309002665,10000.0,2.709735117444356,-1.6461273090026651
search,polish_1_coordinates,task_011,task_001,housing_increment_0to1,0.7202462623815278,0.5138422658706956,-0.2064039965108322,137.5652749002964,5.86063972525647,-2.4208758178098417
search,polish_1_coordinates,task_011,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.36864993284163283,0.0009503740316328391,2958.514988007638,0.0026721626891364533,0.05169296556724574
search,polish_1_coordinates,task_011,task_001,own_family_gap,0.16766167,0.17504942862595535,0.007387758625955337,14229.590955975675,0.7766365248392153,0.881269836564951
search,polish_1_coordinates,task_011,task_001,own_rate,0.575472,0.5506038694992438,-0.024868130500756203,1207.8460856134493,0.7469609045025458,-0.8642690000818876
search,polish_1_coordinates,task_011,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.346899701116623,0.5669292191746553,11.973159013172177,3.8482779469030968,1.9617028181921687
search,polish_1_coordinates,task_011,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.0322952143117945,0.1591952143117945,6.287669427540395,0.15934913730520917,0.39918559255715774
search,polish_1_coordinates,task_011,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.0084826583101404,-0.0003173416898596005,5165289.256198346,0.5201743188168741,-0.7212311133172737
search,polish_1_coordinates,task_011,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.2659010086515248,-0.1822097457939953,56.95977216091135,1.8910867333463799,-1.37516789278487
search,polish_1_coordinates,task_012,task_001,tfr,1.918,1.923412356608727,0.005412356608726965,1425.7389910084596,0.04176503349554913,0.20436495172986274
search,polish_1_coordinates,task_012,task_001,childless_rate,0.188,0.18919288416506738,0.0011928841650673816,17180.743822072007,0.0244477282436439,0.15635769326657353
search,polish_1_coordinates,task_012,task_001,mean_age_first_birth,26.0446272574833,26.36134789196412,0.31672063448082,44.44444444444444,4.458309346930363,2.1114708965388
search,polish_1_coordinates,task_012,task_001,share_first_births_age30plus,0.260327401666964,0.24386416424519808,-0.01646323742176592,10000.0,2.710381864054338,-1.646323742176592
search,polish_1_coordinates,task_012,task_001,housing_increment_0to1,0.7202462623815278,0.5139906936039251,-0.20625556877760265,137.5652749002964,5.852213835128445,-2.419134935287498
search,polish_1_coordinates,task_012,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.368776022005612,0.0010764631956119985,2958.514988007638,0.0034282473222427856,0.0585512367268428
search,polish_1_coordinates,task_012,task_001,own_family_gap,0.16766167,0.17509317595768648,0.007431505957686463,14229.590955975675,0.7858616153824206,0.8864883616734179
search,polish_1_coordinates,task_012,task_001,own_rate,0.575472,0.5508118288347691,-0.024660171165230893,1207.8460856134493,0.7345202435745145,-0.857041564671466
search,polish_1_coordinates,task_012,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.346272480028816,0.566301998086848,11.973159013172177,3.839767586912697,1.959532491925739
search,polish_1_coordinates,task_012,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.04127434811648,0.16817434811648013,6.287669427540395,0.17783171080696358,0.4217009732108329
search,polish_1_coordinates,task_012,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.00851739739088592,-0.0002826026091140802,5165289.256198346,0.41252187333721896,-0.6422786570774549
search,polish_1_coordinates,task_012,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.2991174178530476,-0.1489933365924725,56.95977216091135,1.2644507995134382,-1.1244780120186602
search,polish_1_coordinates,task_013,task_001,tfr,1.918,1.923412156226445,0.005412156226445086,1425.7389910084596,0.0417619410098181,0.2043573855034804
search,polish_1_coordinates,task_013,task_001,childless_rate,0.188,0.18919274680636466,0.001192746806364664,17180.743822072007,0.024442098334229594,0.1563396889284023
search,polish_1_coordinates,task_013,task_001,mean_age_first_birth,26.0446272574833,26.36136283552408,0.316735578040781,44.44444444444444,4.45873006208123,2.1115705202718735
search,polish_1_coordinates,task_013,task_001,share_first_births_age30plus,0.260327401666964,0.24386490063969565,-0.016462501027268345,10000.0,2.710139400728113,-1.6462501027268346
search,polish_1_coordinates,task_013,task_001,housing_increment_0to1,0.7202462623815278,0.5138610784667934,-0.20638518391473437,137.5652749002964,5.859571443388173,-2.42065516821132
search,polish_1_coordinates,task_013,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.36873345870672747,0.0010338998967274748,2958.514988007638,0.0031625016274221696,0.05623612386555611
search,polish_1_coordinates,task_013,task_001,own_family_gap,0.16766167,0.17506216298734883,0.007400492987348822,14229.590955975675,0.7793162263306774,0.8827888911459395
search,polish_1_coordinates,task_013,task_001,own_rate,0.575472,0.5507152183304082,-0.024756781669591832,1207.8460856134493,0.7402867384156748,-0.8603991738813298
search,polish_1_coordinates,task_013,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.346549139604387,0.5665786576624194,11.973159013172177,3.843520241726082,1.9604897963840777
search,polish_1_coordinates,task_013,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.037067426227207,0.16396742622720684,6.287669427540395,0.1690459848928337,0.41115202163291587
search,polish_1_coordinates,task_013,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008501300267915407,-0.00029869973208459383,5165289.256198346,0.46085501005892615,-0.6788630274649858
search,polish_1_coordinates,task_013,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.2990656798926032,-0.14904507455291682,56.95977216091135,1.2653291134772249,-1.1248684871918249
search,polish_1_coordinates,task_014,task_001,tfr,1.918,1.9234125479934292,0.005412547993429273,1425.7389910084596,0.04176798722916377,0.20437217821700626
search,polish_1_coordinates,task_014,task_001,childless_rate,0.188,0.18919249309164232,0.0011924930916423215,17180.743822072007,0.024431701055270785,0.15630643318581225
search,polish_1_coordinates,task_014,task_001,mean_age_first_birth,26.0446272574833,26.361370669622747,0.31674341213944857,44.44444444444444,4.458950628166248,2.1116227475963236
search,polish_1_coordinates,task_014,task_001,share_first_births_age30plus,0.260327401666964,0.24386534580374844,-0.016462055863215558,10000.0,2.7099928324362974,-1.646205586321556
search,polish_1_coordinates,task_014,task_001,housing_increment_0to1,0.7202462623815278,0.5138767387946634,-0.20636952358686433,137.5652749002964,5.85868223877765,-2.420471491007
search,polish_1_coordinates,task_014,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.36870586249352044,0.0010063036835204486,2958.514988007638,0.0029959316331691177,0.05473510421264508
search,polish_1_coordinates,task_014,task_001,own_family_gap,0.16766167,0.17505561846866913,0.007393948468669115,14229.590955975675,0.7779384817821885,0.8820082095888838
search,polish_1_coordinates,task_014,task_001,own_rate,0.575472,0.5506990088100147,-0.024772991189985327,1207.8460856134493,0.741256462311724,-0.8609625208519381
