scope,stage,case,parameter,value,lower_bound,upper_bound,transform,is_free_parameter,status,near_bound
search,polish_1_coordinates,task_016,kappa_fert_continuation,1.7322301491336538,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_016,chi,1.0447481691265725,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_016,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_016,theta0,0.5557589336583452,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_016,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_coordinates,task_016,hbar_child_rooms,0.2337413868034396,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_016,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_016,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_016,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_016,psi_child_2007,0.3009447077054032,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_coordinates,task_016,psi_child_2023,-0.026394348715455596,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_coordinates,task_016,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_016,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_017,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_017,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_017,kappa_fert_continuation,1.7322301491336538,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_017,chi,1.0447481691265725,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_017,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_017,theta0,0.5557589336583452,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_017,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_coordinates,task_017,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_017,first_birth_fixed_cost,4.525230650780433,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_017,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_017,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_017,psi_child_2007,0.29996635261875954,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_coordinates,task_017,psi_child_2023,-0.027372703802099274,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_coordinates,task_017,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_017,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_018,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_018,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_018,kappa_fert_continuation,1.7322301491336538,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_018,chi,1.0447481691265725,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_018,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_018,theta0,0.5557589336583452,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_018,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_coordinates,task_018,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_018,first_birth_fixed_cost,4.555364635392782,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_018,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_018,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_018,psi_child_2007,0.30178758992115756,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_coordinates,task_018,psi_child_2023,-0.025551466499701248,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_coordinates,task_018,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_018,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_019,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_019,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_019,kappa_fert_continuation,1.7322301491336538,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_019,chi,1.0447481691265725,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_019,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_019,theta0,0.5557589336583452,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_019,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_coordinates,task_019,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_019,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_019,hbar_first_child_jump,0.5979477982218557,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_019,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_019,psi_child_2007,0.3007236250153034,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_coordinates,task_019,psi_child_2023,-0.02661543140555539,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_coordinates,task_019,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_019,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_020,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_020,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_020,kappa_fert_continuation,1.7322301491336538,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_020,chi,1.0447481691265725,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_020,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_020,theta0,0.5557589336583452,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_020,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_coordinates,task_020,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_020,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_020,hbar_first_child_jump,0.6034281487969072,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_020,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_020,psi_child_2007,0.30102722926355807,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_coordinates,task_020,psi_child_2023,-0.026311827157300738,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_coordinates,task_020,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_020,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_021,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_021,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_021,kappa_fert_continuation,1.7322301491336538,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_021,chi,1.0447481691265725,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_021,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_021,theta0,0.5557589336583452,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_021,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_coordinates,task_021,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_021,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_021,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_021,psi_child_change_2023,-0.32917231493293403,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_021,psi_child_2007,0.30087533088716095,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_coordinates,task_021,psi_child_2023,-0.028296984045773077,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_coordinates,task_021,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_021,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_022,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_022,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_022,kappa_fert_continuation,1.7322301491336538,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_022,chi,1.0447481691265725,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_022,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_022,theta0,0.5557589336583452,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_022,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_coordinates,task_022,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_022,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_022,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_022,psi_child_change_2023,-0.32550679103127156,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_coordinates,task_022,psi_child_2007,0.30087533088716095,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_coordinates,task_022,psi_child_2023,-0.024631460144110606,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_coordinates,task_022,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_coordinates,task_022,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_001,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_001,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_001,kappa_fert_continuation,1.740721549050384,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_001,chi,1.0473057187706067,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_001,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_001,theta0,0.5583977723512051,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_001,theta1,0.10569245609520164,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_joint,task_001,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_001,first_birth_fixed_cost,4.5478217642396945,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_001,hbar_first_child_jump,0.6020557174031443,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_001,psi_child_change_2023,-0.3264227999332593,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_001,psi_child_2007,0.2998476188701721,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_joint,task_001,psi_child_2023,-0.026575181063087205,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_joint,task_001,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_001,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_002,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_002,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_002,kappa_fert_continuation,1.7492545738473773,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_002,chi,1.049869529311166,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_002,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_002,theta0,0.561042861044065,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_002,theta1,0.1052518065823461,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_joint,task_002,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_002,first_birth_fixed_cost,4.555364635392782,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_002,hbar_first_child_jump,0.6034281487969072,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_002,psi_child_change_2023,-0.32550679103127156,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_002,psi_child_2007,0.2988105057943076,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_joint,task_002,psi_child_2023,-0.026696285236963935,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_joint,task_002,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_002,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_003,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_003,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_003,kappa_fert_continuation,1.766446315263779,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_003,chi,1.0550159944262254,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_003,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_003,theta0,0.5663517884297847,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_003,theta1,0.10437601132166746,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_joint,task_003,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_003,first_birth_fixed_cost,4.570469127698956,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_003,hbar_first_child_jump,0.606177699084433,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_003,psi_child_change_2023,-0.3236755132052146,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_003,psi_child_2007,0.29670048632477697,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_joint,task_003,psi_child_2023,-0.026975026880437625,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_joint,task_003,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_003,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_004,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_004,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_004,kappa_fert_continuation,1.8013383419458238,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_004,chi,1.0653847323089285,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_004,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_004,theta0,0.5770446432012242,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_004,theta1,0.10264622251351316,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_joint,task_004,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_004,first_birth_fixed_cost,4.600753112311305,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_004,hbar_first_child_jump,0.6116955496594846,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_004,psi_child_change_2023,-0.3200158980228254,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_004,psi_child_2007,0.29233204502995125,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_joint,task_004,psi_child_2023,-0.027683852992874125,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_joint,task_004,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_004,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_005,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_005,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_005,kappa_fert_continuation,1.740721549050384,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_005,chi,1.0473057187706067,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_005,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_005,theta0,0.5583977723512051,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_005,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_joint,task_005,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_005,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_005,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_005,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_005,psi_child_2007,0.29931464825881793,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_joint,task_005,psi_child_2023,-0.02802440816204088,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_joint,task_005,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_005,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_006,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_006,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_006,kappa_fert_continuation,1.7492545738473773,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_006,chi,1.049869529311166,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_006,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_006,theta0,0.561042861044065,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_006,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_joint,task_006,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_006,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_006,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_006,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_006,psi_child_2007,0.2977432455409039,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_joint,task_006,psi_child_2023,-0.029595810879954887,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_joint,task_006,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_006,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_007,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_007,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_007,kappa_fert_continuation,1.766446315263779,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_007,chi,1.0550159944262254,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_007,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_007,theta0,0.5663517884297847,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_007,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_joint,task_007,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_007,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_007,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_007,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_007,psi_child_2007,0.29456150558865746,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_joint,task_007,psi_child_2023,-0.03277755083220135,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_joint,task_007,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_007,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_008,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_008,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_008,kappa_fert_continuation,1.8013383419458238,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_008,chi,1.0653847323089285,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_008,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_008,theta0,0.5770446432012242,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_008,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_joint,task_008,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_008,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_008,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_008,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_008,psi_child_2007,0.28803389423819964,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
search,polish_1_joint,task_008,psi_child_2023,-0.03930516218265917,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
search,polish_1_joint,task_008,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_008,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
search,polish_1_joint,task_009,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_009,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_009,kappa_fert_continuation,1.740721549050384,0.02,50.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_009,chi,1.0473057187706067,0.1,5.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_009,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_009,theta0,0.5583977723512051,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_009,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
search,polish_1_joint,task_009,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
search,polish_1_joint,task_009,first_birth_fixed_cost,4.5478217642396945,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
