measurement,own_rate_2534,interpretation
production_whole_nodes,0.4877905678287216,unchanged model age_to_index aggregation
cells_start_at_node,0.4798594130797015,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.48817417823203524,diagnostic uniform density within each four-year cell
