gap,loss_contribution,model,moment,target,weight
0.5563945417792808,6.191497722435518,2.4743945417792808,tfr,1.918,20.0
-0.07601650653620373,0.1155701853193741,0.11198349346379627,childless_rate,0.188,20.0
-0.035239139565349076,0.12417969573061506,0.540233270434651,own_rate,0.57547241,100.0
-0.09971537215176604,0.44744199495143394,0.06794629784823397,own_family_gap,0.16766167,45.0
0.4263479776305893,2.544816372415709,1.0907826476305893,housing_increment_0to1,0.66443467,14.0
0.3371643216647846,0.6820786788220461,4.1424524216647844,prime30_55_childless_renter_mean_rooms,3.8052881,6.0
0.0859389789069801,0.18463770238935928,0.6820700989069801,prime30_55_childless_owner_share_rooms_ge6,0.59613112,25.0
0.17615470630954094,0.3723657666600075,0.35538026630954095,young_childless_renter_liquid_wealth_to_annual_gross_income_2535,0.17922556,12.0
-0.08005605589649356,0.07690766502843002,2.3387056741035064,prime30_55_childless_owner_minus_renter_mean_rooms,2.41876173,12.0
0.016533762766579974,0.0218692248977237,0.35769985276657995,own_rate_2534,0.34116609,80.0
0.31155085004094213,0.7765114572898689,0.6792504088509421,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,8.0
-0.06248880968839021,0.07257465846899995,6.43882696467698,old_total_estate_wealth_to_annual_income_median_7684,6.50131577436537,18.585767349158665
-0.007221654647560083,0.49206668065173753,0.601111485001571,old_nonhousing_ge_1x_income_share_6575,0.608333139649131,9435.18732291246
-0.0540014093574287,0.46658435401417403,0.7102595606425713,old_age_own_rate,0.76426097,160.0
-0.08102374001379342,0.03938907867493674,5.698946741928174,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.0
