summary_path,seed,eligible,search_cases,search_strict,tight_loss,tight_residual
output/model/eqscale_seq_recalibration_20260718/production/chain_1/summary.json,2026071801,False,456,456,,
output/model/eqscale_seq_recalibration_20260718/production/chain_2/summary.json,2026071802,False,459,458,,
output/model/eqscale_seq_recalibration_20260718/production/chain_3/summary.json,2026071803,True,465,465,12.608491237749933,6.947360905557519e-06
output/model/eqscale_seq_recalibration_20260718/production/chain_4/summary.json,2026071804,True,443,439,13.166190389399274,4.388354801315997e-06
output/model/eqscale_seq_recalibration_20260718/production/chain_5/summary.json,2026071805,True,446,445,16.59392453589079,5.991692457408686e-06
output/model/eqscale_seq_recalibration_20260718/production/chain_6/summary.json,2026071806,True,461,461,16.521912169442395,3.144911788112595e-06
output/model/eqscale_seq_recalibration_20260718/production/chain_7/summary.json,2026071807,True,468,468,22.439268717561106,6.001306883366124e-07
output/model/eqscale_seq_recalibration_20260718/production/chain_8/summary.json,2026071808,True,462,462,14.381601476311754,1.1296415042137863e-05
