coefficient_i,coefficient_j,covariance
Wleft,Wleft,.0097040447224504
Wleft,Wm2,.0031539512288381
Wleft,Wm1,.0014376354153555
Wleft,Wp1,.0006110634816177
Wleft,Wp2,.0004762492437085
Wleft,Wp3,.000192548091981
Wleft,Wp4,-.0000753625159301
Wleft,Wp5,-.0003393966418351
Wleft,Wp6,-.0006039774535561
Wleft,Wright,-.0012400052064054
Wm2,Wleft,.0031539512288381
Wm2,Wm2,.0057374487940801
Wm2,Wm1,.0017413699271741
Wm2,Wp1,.0005408165321158
Wm2,Wp2,.0005966608273548
Wm2,Wp3,.0004133259660842
Wm2,Wp4,.0001310637679432
Wm2,Wp5,.0001474292679431
Wm2,Wp6,.0001521981328806
Wm2,Wright,-.0002382722521004
Wm1,Wleft,.0014376354153555
Wm1,Wm2,.0017413699271741
Wm1,Wm1,.0026611101351566
Wm1,Wp1,.0003694169563656
Wm1,Wp2,.0004220479266336
Wm1,Wp3,.0004111808971485
Wm1,Wp4,.0002284489616194
Wm1,Wp5,.000241686312162
Wm1,Wp6,.0002909826543856
Wm1,Wright,.0001299439637839
Wp1,Wleft,.0006110634816177
Wp1,Wm2,.0005408165321158
Wp1,Wm1,.0003694169563656
Wp1,Wp1,.0016570184708233
Wp1,Wp2,.00139560125
Wp1,Wp3,.001353964439358
Wp1,Wp4,.0011582580577352
Wp1,Wp5,.001339424758899
Wp1,Wp6,.0014295796035642
Wp1,Wright,.0016541042173355
Wp2,Wleft,.0004762492437085
Wp2,Wm2,.0005966608273548
Wp2,Wm1,.0004220479266336
Wp2,Wp1,.00139560125
Wp2,Wp2,.0027913681744958
Wp2,Wp3,.0025456093911955
Wp2,Wp4,.0019437096581967
Wp2,Wp5,.0020997583851389
Wp2,Wp6,.0028890423918614
Wp2,Wright,.0033481318015837
Wp3,Wleft,.000192548091981
Wp3,Wm2,.0004133259660842
Wp3,Wm1,.0004111808971485
Wp3,Wp1,.001353964439358
Wp3,Wp2,.0025456093911955
Wp3,Wp3,.0037656616924563
Wp3,Wp4,.002972388692704
Wp3,Wp5,.002915987827478
Wp3,Wp6,.0035742542221496
Wp3,Wright,.0047722651711446
Wp4,Wleft,-.0000753625159301
Wp4,Wm2,.0001310637679432
Wp4,Wm1,.0002284489616194
Wp4,Wp1,.0011582580577352
Wp4,Wp2,.0019437096581967
Wp4,Wp3,.002972388692704
Wp4,Wp4,.0037485710959521
Wp4,Wp5,.0035207366885157
Wp4,Wp6,.0036271267742474
Wp4,Wright,.0048402671696153
Wp5,Wleft,-.0003393966418351
Wp5,Wm2,.0001474292679431
Wp5,Wm1,.000241686312162
Wp5,Wp1,.001339424758899
Wp5,Wp2,.0020997583851389
Wp5,Wp3,.002915987827478
Wp5,Wp4,.0035207366885157
Wp5,Wp5,.0044836041641966
Wp5,Wp6,.0044863716607494
Wp5,Wright,.0052681569009004
Wp6,Wleft,-.0006039774535561
Wp6,Wm2,.0001521981328806
Wp6,Wm1,.0002909826543856
Wp6,Wp1,.0014295796035642
Wp6,Wp2,.0028890423918614
Wp6,Wp3,.0035742542221496
Wp6,Wp4,.0036271267742474
Wp6,Wp5,.0044863716607494
Wp6,Wp6,.0065333829718086
Wp6,Wright,.0067316777589273
Wright,Wleft,-.0012400052064054
Wright,Wm2,-.0002382722521004
Wright,Wm1,.0001299439637839
Wright,Wp1,.0016541042173355
Wright,Wp2,.0033481318015837
Wright,Wp3,.0047722651711446
Wright,Wp4,.0048402671696153
Wright,Wp5,.0052681569009004
Wright,Wp6,.0067316777589273
Wright,Wright,.0104353517835483
