arm,codes_cleaned,entry_rule_applied,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S3c,1,0,-3,-2,101852,11145,20049,Wp3,.9019969912340837,.0613649875128828,4.707395498392283,18509,1968 1969 1970 1971 1978 1985 1986,0,none,100.583
