measurement,own_rate_2534,interpretation
production_whole_nodes,0.360954952588459,unchanged model age_to_index aggregation
cells_start_at_node,0.3136453642981035,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.36163236060948883,diagnostic uniform density within each four-year cell
