measurement,own_rate_2534,interpretation
production_whole_nodes,0.37600440758433984,unchanged model age_to_index aggregation
cells_start_at_node,0.3360714480942616,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.37603227767276964,diagnostic uniform density within each four-year cell
