year,asset_price,renter_price,pension_period_units,implied_balanced_pension_period,housing_demand,housing_supply,signed_housing_residual,payroll_tax_revenue,pension_outlays,signed_fiscal_residual,worker_household_mass,retiree_household_mass
2007,0.6332572250742834,0.13337634923132874,2.0463613896121218,3.512600519495877,6.089490021705759,6.466497060275431,-0.05830158663268836,0.6128542134236231,0.35703496393925227,0.41742268206866506,0.8255269251306238,0.17447307486920802
2011,0.6048188610922172,0.12866378614969448,1.9237361547609386,3.25022955006719,6.277688840227064,6.281994374661787,-0.000685376996211415,0.6229375358085042,0.3687024074246489,0.4081229878913721,0.8379496221043362,0.1916595508756071
2015,0.5763804971101509,0.1239512230680601,1.8011109199097555,2.846692091002879,6.561541934094173,6.094252335271404,0.07667710050636717,0.629459633478883,0.3982610634583247,0.36729689677283256,0.8467362367343176,0.2211196762264256
2019,0.5479421331280848,0.11923865998642597,1.678485685058572,2.495646477122536,6.903614356039256,5.903049789296494,0.16949959808182574,0.63021473174337,0.4238606771596586,0.3274345142851102,0.8488575148514501,0.2525256431632109
2023,0.5195037691460186,0.08608773292272548,1.555860450207389,2.3299951292212273,7.736988993905223,5.708138084959204,0.35543129453928046,0.6348269340293173,0.4239073751681007,0.332247337904343,0.8567891900825702,0.27245848116493726
2027,0.5195037691460186,0.08608773292272548,1.555860450207389,2.086074694281008,8.142139978276575,5.708138084959204,0.4264090771964509,0.6388513725083423,0.4764755484410016,0.25416838885357546,0.8613437729759923,0.30624568442336175
