measurement,own_rate_2534,interpretation
production_whole_nodes,0.4880049733682926,unchanged model age_to_index aggregation
cells_start_at_node,0.4800712470377288,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.4883932847089613,diagnostic uniform density within each four-year cell
