moment,target,model,gap,weight,loss_contribution,descriptive_fixed_psi
initial_normalization,2.1,2.155376677975386,0.055376677975385924,,,True
cps_childlessness,0.19827875100684264,0.1642040449137745,-0.03407470609306815,35532.3042455214,41.2560466283215,True
cps_exactly_one,0.21365532522014702,0.22904770864615015,0.015392383426003131,26952.820824310795,6.385809675135598,True
nchs_mean_age,25.976263860992496,26.413185869063778,0.43692200807128145,139.82806784479274,26.69329576613816,True
nchs_share30,0.2492780130410667,0.25175612852244617,0.002478115481379467,13866.065434728798,0.08515228903565926,True
wealth_earnings,6.92658379107299,5.922831693151524,-1.003752097921466,7.595098472533724,7.6522005045280705,True
bequest_wealth,0.007291023472616158,0.007519143798849179,0.00022812032623302156,5165289.256198346,0.2687958845075422,True
old_dispersion,3.51593508651872,2.851866139752124,-0.6640689467665961,10.616361531535473,4.681683432201617,True
mean_rooms,5.607885960068579,6.629711809073612,1.0218258490050331,128.02070205233477,133.6700080028019,True
ownership_30_55,0.6762604168538028,0.7221572694273887,0.04589685257358589,2339.3623724673616,4.927916142381615,True
first_birth_rooms,1.465,0.7742893899451735,-0.6907106100548266,137.5652749002964,65.62979911511115,True
family_rooms,0.38509964969278165,0.2002211962903413,-0.18487845340244036,280.52808370152104,9.588461832472625,True
recent_parent_ownership,0.12760836356692162,0.040495245602891417,-0.0871131179640302,27055.822957508266,205.31839709467667,True
