measurement,own_rate_2534,interpretation
production_whole_nodes,0.3005801972793554,unchanged model age_to_index aggregation
cells_start_at_node,0.2630742779359835,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3003336330584343,diagnostic uniform density within each four-year cell
