arm,arm_label,case,policy_label,tfr_change_children,tfr_change_percent,births_per_household_change_percent,stationary_total_births_change_percent,quota_population_change_percent,required_immigration_change_level,required_immigration_change_percent,fertility_gap_closed_percent,house_price_change_percent,rent_change_percent,renewal_multiplier,fixed_population_mature_birth_flow_dln_percent,arithmetic_multiplier_times_dlnB_percent,realized_dln_population_percent,housing_feedback_damping_percentage_points,old_logit_population_change_percent
floor,"Floor, psi nonnegative winner",rebated_tax2,Rebated 2% tax,0.007482569081554313,0.37787828807949175,0.33363042252556596,2.0340929029104338,1.6948080850098357,-0.00018170209985217227,-1.7416169783316726,1.7416169783316726,-17.534148718328936,-17.534148718328936,4.917159763313609,0.35356587840218123,1.7385399109598376,1.680606448508934,0.05793346245090358,9.980113574013117
floor,"Floor, psi nonnegative winner",rebated_tax2_grant0p4_Hge6,Rebated 2% tax + purchase grant,0.014847159874130877,0.7497985377655336,0.6746201169030464,4.161517185232366,3.4635313888250474,-0.00036701492361277364,-3.517842792048864,3.517842792048864,-17.289618521807924,-17.289618521807924,4.917159763313609,0.7128746985952162,3.5053187842167137,3.4049010895011707,0.10041769471554307,10.103765795115805
tilt,"Tilt, psi nonnegative winner",rebated_tax2,Rebated 2% tax,0.004009815357184365,0.202250439544982,0.1781959988060633,1.0769246608573146,0.8971300122653014,-9.578429272109196e-05,-0.9180936851927668,0.9180936851927668,-17.709551040551553,-17.709551040551553,4.917159763313609,0.18653810294807394,0.9172376541411208,0.8931297084531673,0.02410794568795349,8.988331987481946
tilt,"Tilt, psi nonnegative winner",rebated_tax2_grant0p4_Hge6,Rebated 2% tax + purchase grant,0.009689512421466207,0.4887277771298937,0.44066403722990977,2.681889602021559,2.2313926199859724,-0.0002361121349618578,-2.2631378689308757,2.2631378689308757,-17.210473095366996,-17.210473095366996,4.917159763313609,0.45919714268988726,2.2579457134632914,2.206861310794305,0.051084402668986506,9.062228104447033
