arm,design,assignment,observations,clusters,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,runtime_seconds
window_aligned,window,aligned,315737,34191,Dp3,.6020209064756872,.1259454434227076,5.98586914440573,30132,1968 1969 1970 1971 1978,0,413.381
