coefficient,estimate,standard_error
Dleft,.489480491675458,.21512282
Dm7,.1618687329440273,.19731788
Dm5,.1338286987573979,.15664232
Dm1,.1990166273745637,.1156273
Dp1,.5758678560263572,.12449484
Dp3,.6020209064756872,.12594545
Dp5,1.066596285509017,.1349359
Dp7,1.000931273631284,.13873239
Dp9,1.108760534372461,.1462476
Dright,1.149940677820832,.14053822
