measurement,own_rate_2534,interpretation
production_whole_nodes,0.32357854829349686,unchanged model age_to_index aggregation
cells_start_at_node,0.2854630486106732,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.32424926434480084,diagnostic uniform density within each four-year cell
