arm,design,outcome,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
H_moved_space,H,moved_space,-3,-2,63366,62813,5282,3640,1642,16477,Wp3,.0204264423269808,.0097459468685424,.0696116008647301,7372,1968 1969 1970 1985 1986,0,pw=IW,171.243
