coefficient,estimate,standard_error
Wleft,.010442299357087,.011948682
Wm2,.0010122680519536,.013385254
Wm1,.0177509690005038,.011299702
Wp1,.0140815523698919,.0085713938
Wp2,.0340082063011251,.0094626984
Wp3,.0204264423269808,.0097459471
Wp4,.0067497611969073,.010336694
Wp5,.0038917279081438,.010742154
Wp6,-.0001506082320916,.010518328
Wright,.0071673160911305,.011848743
