measurement,own_rate_2534,interpretation
production_whole_nodes,0.36087758453782465,unchanged model age_to_index aggregation
cells_start_at_node,0.31362686086946584,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3615511490831824,diagnostic uniform density within each four-year cell
