id,label,loss,jump,first_birth_rooms,mean_rooms,summary,summary_sha256,plan,plan_sha256,elapsed_seconds
1,exact_fixed_jump_repeat_1,21.79803291709123,0.5,0.4766454140347065,6.332529665279075,/scratch/td2248/projects/Fertility_Spring26_policy_cleanup_20260905a/output/model/e5f_evening_housing_refinement_20260905a/profile_smoke/task_001/summary.json,bbe60d65172d11aca8beb11c2442637d8aaaf3a43a0a52ee4fa0c0006e6608ae,/scratch/td2248/projects/Fertility_Spring26_policy_cleanup_20260905a/output/model/e5f_evening_housing_refinement_20260905a/profile_smoke/plan.json,24c6bbd4e49ab71871abeab8241ade177c5c78518c14735238953c9fee578ebf,565.7177906036377
2,exact_fixed_jump_repeat_2,21.79803291709123,0.5,0.4766454140347065,6.332529665279075,/scratch/td2248/projects/Fertility_Spring26_policy_cleanup_20260905a/output/model/e5f_evening_housing_refinement_20260905a/profile_smoke/task_002/summary.json,23640fb7a853a2bd594c4dcd185987dfc22c930d9a50ab870baee9b4e95458bd,/scratch/td2248/projects/Fertility_Spring26_policy_cleanup_20260905a/output/model/e5f_evening_housing_refinement_20260905a/profile_smoke/plan.json,24c6bbd4e49ab71871abeab8241ade177c5c78518c14735238953c9fee578ebf,625.6471753120422
