case_id,label,candidate,moment,target,model,gap,weight,loss_contribution,standardized_gap
1,exact_fixed_jump_repeat_1,task_001,tfr,1.918,1.92383104326683,0.005831043266830038,1425.7389910084596,0.048476644932733993,0.22017412412164603
1,exact_fixed_jump_repeat_1,task_001,childless_rate,0.188,0.18826096102198653,0.0002609610219865277,17180.743822072007,0.0011700199076059307,0.034205553753826744
1,exact_fixed_jump_repeat_1,task_001,mean_age_first_birth,26.0446272574833,26.343294626210582,0.2986673687272834,44.44444444444444,3.964542095221291,1.9911157915152224
1,exact_fixed_jump_repeat_1,task_001,share_first_births_age30plus,0.260327401666964,0.2428765942430669,-0.017450807423897097,10000.0,3.04530679745942,-1.7450807423897097
1,exact_fixed_jump_repeat_1,task_001,housing_increment_0to1,0.7202462623815278,0.4766454140347065,-0.24360084834682127,137.5652749002964,8.163312333079123,-2.8571510868484227
1,exact_fixed_jump_repeat_1,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3727079227139729,0.005008363903972912,2958.514988007638,0.07421052901540169,0.2724160953677328
1,exact_fixed_jump_repeat_1,task_001,own_family_gap,0.16766167,0.16789498551648235,0.00023331551648234083,14229.590955975675,0.0007746038664193488,0.02783170613561714
1,exact_fixed_jump_repeat_1,task_001,own_rate,0.575472,0.5465118102870357,-0.028960189712964324,1207.8460856134493,1.0130115597035296,-1.0064847538356105
1,exact_fixed_jump_repeat_1,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.332529665279075,0.5525591833371069,11.973159013172177,3.655664678666885,1.9119792568610374
1,exact_fixed_jump_repeat_1,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.0374260392243695,0.1643260392243695,6.287669427540395,0.16978623412343996,0.4120512518163729
1,exact_fixed_jump_repeat_1,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008500494056883863,-0.0002995059431161375,5165289.256198346,0.46334612583619306,-0.6806953252639488
1,exact_fixed_jump_repeat_1,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.3030591793842845,-0.14505157506123556,56.95977216091135,1.1984312952791882,-1.0947288683866834
2,exact_fixed_jump_repeat_2,task_001,tfr,1.918,1.92383104326683,0.005831043266830038,1425.7389910084596,0.048476644932733993,0.22017412412164603
2,exact_fixed_jump_repeat_2,task_001,childless_rate,0.188,0.18826096102198653,0.0002609610219865277,17180.743822072007,0.0011700199076059307,0.034205553753826744
2,exact_fixed_jump_repeat_2,task_001,mean_age_first_birth,26.0446272574833,26.343294626210582,0.2986673687272834,44.44444444444444,3.964542095221291,1.9911157915152224
2,exact_fixed_jump_repeat_2,task_001,share_first_births_age30plus,0.260327401666964,0.2428765942430669,-0.017450807423897097,10000.0,3.04530679745942,-1.7450807423897097
2,exact_fixed_jump_repeat_2,task_001,housing_increment_0to1,0.7202462623815278,0.4766454140347065,-0.24360084834682127,137.5652749002964,8.163312333079123,-2.8571510868484227
2,exact_fixed_jump_repeat_2,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3727079227139729,0.005008363903972912,2958.514988007638,0.07421052901540169,0.2724160953677328
2,exact_fixed_jump_repeat_2,task_001,own_family_gap,0.16766167,0.16789498551648235,0.00023331551648234083,14229.590955975675,0.0007746038664193488,0.02783170613561714
2,exact_fixed_jump_repeat_2,task_001,own_rate,0.575472,0.5465118102870357,-0.028960189712964324,1207.8460856134493,1.0130115597035296,-1.0064847538356105
2,exact_fixed_jump_repeat_2,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.332529665279075,0.5525591833371069,11.973159013172177,3.655664678666885,1.9119792568610374
2,exact_fixed_jump_repeat_2,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.0374260392243695,0.1643260392243695,6.287669427540395,0.16978623412343996,0.4120512518163729
2,exact_fixed_jump_repeat_2,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008500494056883863,-0.0002995059431161375,5165289.256198346,0.46334612583619306,-0.6806953252639488
2,exact_fixed_jump_repeat_2,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.3030591793842845,-0.14505157506123556,56.95977216091135,1.1984312952791882,-1.0947288683866834
