arm,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
A2h,-3,-2,119334,117853,9310,3302,6008,57600,Wp3,1.465293280235685,.0502703781254777,4.687270020033742,0,,0,pw=IW,294.665
