coefficient,estimate,standard_error
Wleft,.1472773429126516,.080708787
Wm2,.042068289156984,.060892034
Wm1,-.0261692802926924,.044600628
Wp1,.6139246799200263,.035761792
Wp2,1.185961329529524,.042371992
Wp3,1.465293280235685,.050270379
Wp4,1.61643269473542,.056966346
Wp5,1.644179689540448,.065179676
Wp6,1.832730146452888,.080249831
Wright,1.848654304218008,.085785456
