case,label,present_total_births_kfe,present_attempt_hazard_by_age,present_first_birth_hazard_by_age,present_second_attempt_hazard_by_age,present_second_birth_hazard_by_age,present_mean_age_first_birth,present_share_first_births_age30plus,completed_tfr,completed_childless_rate,completed_childless_chosen_45,completed_childless_clock_45,completed_family_size_shares,completed_progression_1to2,p_eq,own_rate,old_age_own_rate,market_residual,loss_15_target
baseline,Baseline,0.10731687153211873,"[0.1643855919215499, 0.18659480295122802, 0.21881652788590938, 0.2655515178297763, 0.3317519052325956, 0.42480402339959283, 0.5268004495378337, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1610978800831189, 0.18021640837853292, 0.20603232062967985, 0.23903452259027835, 0.2751317845718015, 0.30088789712462105, 0.2641566295204873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9999999999985656, 0.9999999999995922, 1.0, 1.0, 1.0, 0.9999999999998138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9658168691085097, 0.9415756781271147, 0.9001436879133341, 0.829329930686918, 0.7082981340823841, 0.5014358468224255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27.365267625801742,0.4353304634672848,1.8752614712551803,0.15494040902430167,0.07092921257448974,0.0840129276468196,"[0.15494040902430167, 0.29390509554184635, 0.20897779197268768, 0.3421767034611643]",0.6522078463085447,[0.78531954],0.6777952527956078,0.9455193002497714,7.64461921663498e-06,14.09945643051079
birth_grant_A0p4_Hge6,"Birth grant, family-size homes",0.10733036003909434,"[0.16439003970032168, 0.18662371651590645, 0.21886983509218877, 0.26564345346638646, 0.33187717265460676, 0.4249584099973657, 0.5268629546134962, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16110223890631525, 0.18024433358704545, 0.20608251339858144, 0.23911727787326725, 0.27523567259421533, 0.30099724886375095, 0.2641879718060328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9999999999985641, 0.9999999999995944, 1.0, 1.0, 1.0, 0.9999999999998163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9658168691085086, 0.9415756781271168, 0.9001436879133341, 0.8293299306869181, 0.7082981340823841, 0.5014358468224268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27.3645713343381,0.4352975187293625,1.8754994608722166,0.15484786318865076,0.07087091064851457,0.08398547909689659,"[0.15484786318865076, 0.29392042721178346, 0.20900627069863645, 0.3422254389009295]",0.6522277891047619,[0.79037976],0.6697180040369566,0.9482487648393699,2.9175922236187217e-07,30.961483661616683
tax2_grant_A0p4_Hge6,Property tax plus birth grant,0.10733470893772784,"[0.16440458746037537, 0.1866454106485289, 0.21889016281966678, 0.26566406376654667, 0.3319004628269296, 0.4249823378835124, 0.5268805717142571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16111649571116785, 0.18026528614629292, 0.20610165349236634, 0.23913583010486247, 0.2752549878312135, 0.3010141969408612, 0.2641968056518714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.999999999998573, 0.9999999999995972, 0.9999999999999998, 1.0, 1.0, 0.9999999999998169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.965816869108517, 0.9415756781271192, 0.9001436879133338, 0.8293299306869181, 0.7082981340823843, 0.5014358468224271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27.364109513137535,0.4352696695525125,1.8755783582582024,0.15482379596305004,0.07085589620774523,0.08397665539607017,"[0.15482379596305004, 0.2939192420293044, 0.20901039614078387, 0.34224656586686186]",0.6522390945399223,[0.63744522],0.6535424927468609,0.9763199566995991,5.393881175458645e-06,183.07503651909843
