coefficient,estimate,standard_error
Wleft,-.0002001474583375,.017083365
Wm2,.002682053457002,.01405481
Wm1,-.0194163318711187,.010648719
Wp1,.16058557415105,.0090391468
Wp2,.2453369847069905,.011399649
Wp3,.2688572025306991,.012915096
Wp4,.2603550085448113,.014111765
Wp5,.2418012661707602,.01553733
Wp6,.2290898816122833,.016656201
Wright,.2208393051653022,.020362515
