spec,completed_fertility,childless_share,mean_first_birth_age,first_births_30plus,ownership_30_55,mean_rooms,first_birth_rooms_response,rooms_gap_3plus_vs_1to2,price
scarce_h0_70,1.8239485866875849,0.2508590210932013,27.16746064497409,0.2971348397365035,0.4253214158078114,5.487475744375078,1.0870312427346875,0.3485508312689447,0.840139057663031
scarce_h0_735,1.840131264708233,0.24668028213556342,27.097015183173564,0.2928934700561865,0.4369161353028454,5.562541437022391,1.074087034557067,0.33711591874488,0.8234104244571407
