age,m,cell_mass,renter_share,renter_at_cap_share,owner_only_share,binds_share,median_renter_b,median_renter_b_over_dp8,attempt_prob_n0,n0_share,firstbirths_from_cap_share
18.0,0,0.04883867054835499,0.9799829999704511,0.08894372168259602,0.8485537365825585,0.036357916133661364,0.0,0.0,0.1793871802582822,1.0,0.2223248103726569
18.0,1,0.012894785632469681,0.8995917793803553,0.670514577461316,0.905400760184269,0.15820047584949154,0.1627906976744189,0.12356436477421318,,0.0,0.2223248103726569
18.0,2,0.0,,,,,,,,,0.2223248103726569
18.0,3+,0.0,,,,,,,,,0.2223248103726569
22.0,0,0.039677070554382236,0.9519724563075206,0.03681917363888876,0.8523356480350127,0.024549691947929653,0.1627906976744189,0.12356436477421318,0.1943621490190382,0.9471561003074073,0.07575403909784247
22.0,1,0.018784449427311334,0.786190272581018,0.5681000945830562,0.9433707191414433,0.06655941625457037,0.3023255813953485,0.2294766774378238,,0.0,0.07575403909784247
22.0,2,0.003271936199120773,0.7227837438514287,0.6682118751371457,0.9436214462596355,0.12374593002436726,0.3023255813953485,0.2294766774378238,,0.0,0.07575403909784247
22.0,3+,0.0,,,,,,,,,0.07575403909784247
26.0,0,0.03297369094839297,0.941753780530076,0.026292548743017556,0.7919425133376561,0.0265751078433227,0.0,0.0,0.2024836185793357,0.864316960248165,0.04137291687162411
26.0,1,0.021261238787026935,0.755201178493602,0.6000749712729084,0.923333450646745,0.06785397794327493,0.1627906976744189,0.12356436477421318,,0.0,0.04137291687162411
26.0,2,0.007082763726799954,0.661718968976517,0.6893029184794117,0.9400683820537887,0.08649479041297432,0.1627906976744189,0.12356436477421318,,0.0,0.04137291687162411
26.0,3+,0.0004157627185843105,0.5944453343110858,0.7467220501266272,0.9554041129191159,0.09798625847626373,0.0,0.0,,0.0,0.04137291687162411
30.0,0,0.028715254315551532,0.917665659031114,0.019996661413937883,0.7358689593078488,0.017273651743197557,0.1627906976744189,0.12356436477421318,0.1833344883963004,0.7774309790649616,0.0252777684404896
30.0,1,0.021511629181908482,0.6775397119761828,0.6422317474579795,0.9075136326318695,0.040032647901593735,0.44186046511627897,0.3353889901014351,,0.0,0.0252777684404896
30.0,2,0.010324794631366279,0.5735293685695376,0.734051025440531,0.9328642834186642,0.05051375182836079,0.3023255813953485,0.2294766774378238,,0.0,0.0252777684404896
30.0,3+,0.0011817780519687263,0.49637772698063154,0.7834145782117824,0.9505662779181372,0.05368285545612682,0.1627906976744189,0.12356436477421318,,0.0,0.0252777684404896
34.0,0,0.026375367800625067,0.88078138493671,0.021078222272032904,0.6795782779736083,0.013245648540387116,0.1627906976744189,0.12356436477421318,0.1558111583405417,0.7060999685005602,0.026142826205753728
34.0,1,0.02096708626258096,0.6012788473412863,0.6733703066051442,0.8913037111714416,0.028330963149401325,0.44186046511627897,0.3353889901014351,,0.0,0.026142826205753728
34.0,2,0.012323496330474875,0.5087940331375311,0.7107871400274967,0.9207450918698172,0.03498789772738893,0.3023255813953485,0.2294766774378238,,0.0,0.026142826205753728
34.0,3+,0.0020675057871056743,0.44533856984137554,0.7510340201747273,0.9402113827631847,0.03734986956043924,0.3023255813953485,0.2294766774378238,,0.0,0.026142826205753728
38.0,0,0.025651712053361215,0.8187834348869322,0.02090248187319137,0.5988301753738057,0.022059985618557015,0.44186046511627897,0.3353889901014351,0.13261617258117983,0.6444803362963811,0.029599980062976882
38.0,1,0.020610223602684843,0.5228249383079969,0.6502492238564729,0.873813527877145,0.016837627935693534,0.720930232558139,0.547213615428657,,0.0,0.029599980062976882
38.0,2,0.012828147879780438,0.43658074991910656,0.671125522799809,0.9105092534422965,0.017732296823230024,0.5813953488372094,0.44130130276504637,,0.0,0.029599980062976882
38.0,3+,0.002643372644949693,0.38953416245553263,0.7031852761227034,0.9293773276223487,0.019270037953096245,0.5813953488372094,0.44130130276504637,,0.0,0.029599980062976882
42.0,0,0.026568922228453813,0.7025535291781626,0.02038008258283886,0.4761688972233661,0.045182124975901274,0.5813953488372094,0.44130130276504637,0.14216829177715085,0.5731668848639514,0.020683918829847728
42.0,1,0.02101974991488157,0.46210763453364495,0.6254623879815207,0.8574106229618166,0.01180885096898589,0.8604651162790695,0.6531259280922682,,0.0,0.020683918829847728
42.0,2,0.011783077085584723,0.38744000071854695,0.6382226286442291,0.8995428718989038,0.012580676053902125,0.720930232558139,0.547213615428657,,0.0,0.020683918829847728
42.0,3+,0.002361706951842814,0.36368371247064907,0.6524349442492619,0.916478634649921,0.06652190433603243,0.720930232558139,0.547213615428657,,0.0,0.020683918829847728
46.0,0,0.03184777533806091,0.5888327985698201,0.0227388172855153,0.4553006485611224,0.06821927124027417,0.5813953488372094,0.44130130276504637,,0.0,
46.0,1,0.02069398766976604,0.3997016189055174,0.6038250520868961,0.8568931127476007,0.007642574196699283,1.0,0.7590382407558796,,0.0,
46.0,2,0.008080492233998102,0.3386804777579942,0.6166705731442153,0.8989317982495313,0.0284463967885892,0.8604651162790695,0.6531259280922682,,0.0,
46.0,3+,0.0011112009389329016,0.31877154629478716,0.6121213304956072,0.9156767479032014,0.08504254857422527,0.720930232558139,0.547213615428657,,0.0,
50.0,0,0.036857670167184935,0.49750280679242953,0.024010820713972522,0.4411346665880903,0.1175833835994748,0.720930232558139,0.547213615428657,,0.0,
50.0,1,0.019016619932228113,0.35439486898198314,0.5845920480124547,0.8555766937063976,0.004697008268826004,1.0,0.7590382407558796,,0.0,
50.0,2,0.005336337656020978,0.3035106595772691,0.5886247968830863,0.8982500349497845,0.05727873901554767,0.8604651162790695,0.6531259280922682,,0.0,
50.0,3+,0.0005228284253140945,0.28744964206591583,0.5801888024395082,0.9151306809057708,0.11510364654298626,0.8604651162790695,0.6531259280922682,,0.0,
54.0,0,0.04135284604103036,0.4182961602714641,0.02388073898018006,0.4249157357218238,0.09423337903553593,0.720930232558139,0.547213615428657,,0.0,
54.0,1,0.016695607926769305,0.3215072909030857,0.5666061168656665,0.8521839591377092,0.028805055743646824,1.1395348837209305,0.8649505534194908,,0.0,
54.0,2,0.003439007494303802,0.27910315037291655,0.5669797226764202,0.8960572483021156,0.08233266543031822,1.0,0.7590382407558796,,0.0,
54.0,3+,0.00024599471863200864,0.2658315783761574,0.5557527552543746,0.9134128135816278,0.14403800138144876,0.8604651162790695,0.6531259280922682,,0.0,
58.0,0,0.04523550819695844,0.34766102439784907,0.021471192716104974,0.407512439129684,0.12149648973995907,0.5813953488372094,0.44130130276504637,,0.0,
58.0,1,0.014202610616469647,0.2996575628702305,0.508473295209989,0.8469466119723089,0.04111693935377301,1.1395348837209305,0.8649505534194908,,0.0,
58.0,2,0.0021795949962492467,0.26550982472424317,0.49305228498041914,0.8920953281415643,0.12593468019093995,1.1395348837209305,0.8649505534194908,,0.0,
58.0,3+,0.0001157423710435915,0.2560851058582263,0.5157363901260237,0.9104204312320383,0.18332771259864303,1.0,0.7590382407558796,,0.0,
62.0,0,0.04850054835977087,0.2909561977941503,0.01761761944897596,0.3928209691638575,0.0973935570022545,0.3023255813953485,0.2294766774378238,,0.0,
62.0,1,0.011813251739037783,0.2913504679521125,0.48489864836823426,0.8432683510033149,0.05689808619447951,1.27906976744186,0.9708628660831015,,0.0,
62.0,2,0.001365198423090021,0.2643470195324249,0.4721347923999071,0.8897541201629365,0.1539855854735295,1.1395348837209305,0.8649505534194908,,0.0,
62.0,3+,5.4457658803772614e-05,0.2585284440072765,0.4937324416251607,0.9091832523254789,0.19564564126180284,1.1395348837209305,0.8649505534194908,,0.0,
