age,m,cell_mass,renter_share,renter_at_cap_share,owner_only_share,binds_share,median_renter_b,median_renter_b_over_dp8,attempt_prob_n0,n0_share,firstbirths_from_cap_share
46.0,0,0.03148864055308923,0.5834754374494424,0.023542853655944874,0.5103829083962255,0.10836567273917887,0.5813953488372094,0.4595974377164505,,0.0,
46.0,1,0.02091230887134304,0.36532303780864733,0.6255108051361026,0.8877994055847938,0.006054220535595716,0.8604651162790695,0.6802042078203464,,0.0,
46.0,2,0.008203130305023686,0.30981910117140343,0.6341972044292423,0.9224047231223371,0.00858638673101728,0.720930232558139,0.569900822768398,,0.0,
46.0,3+,0.001129376451303355,0.2955848784729692,0.6372360538608411,0.9363183306432814,0.10897824170466322,0.720930232558139,0.569900822768398,,0.0,
50.0,0,0.03655330686274794,0.4924791823298969,0.02520635628664092,0.49272624146611216,0.12376630646614195,0.720930232558139,0.569900822768398,,0.0,
50.0,1,0.019230913016221218,0.3217509060407519,0.6022587932178465,0.885943264447302,0.004840851100634337,0.8604651162790695,0.6802042078203464,,0.0,
50.0,2,0.0054178561607661985,0.275373914017959,0.5991280240215713,0.9213589063692884,0.05354021245007414,0.720930232558139,0.569900822768398,,0.0,
50.0,3+,0.0005313801410110436,0.2633819686319496,0.594880916902662,0.935226817695765,0.13110277884350421,0.720930232558139,0.569900822768398,,0.0,
54.0,0,0.04110022287308148,0.41296432373093983,0.024860380923358988,0.47237105098107024,0.11406016193305506,0.720930232558139,0.569900822768398,,0.0,
54.0,1,0.016891444944518552,0.289911612122313,0.5836270309458919,0.8817070680655692,0.019215820877625512,0.8604651162790695,0.6802042078203464,,0.0,
54.0,2,0.003491769997743279,0.2512445643585954,0.5767321264178062,0.919779819275164,0.07976510874315182,0.8604651162790695,0.6802042078203464,,0.0,
54.0,3+,0.0002500183653865267,0.2411035343769518,0.5685425474055904,0.9344855204542983,0.1546944488068521,0.720930232558139,0.569900822768398,,0.0,
58.0,0,0.045029054077259836,0.34120368936776874,0.02230752999192914,0.4507695296880768,0.12006586986203933,0.5813953488372094,0.4595974377164505,,0.0,
58.0,1,0.014373630817097372,0.2683085283860128,0.5333111648553749,0.8748313900628844,0.04834990705565219,1.0,0.7905075928722947,,0.0,
58.0,2,0.002213135759160695,0.2374957706069526,0.5253757512601301,0.9152726986552013,0.11891239883403201,0.8604651162790695,0.6802042078203464,,0.0,
58.0,3+,0.00011763552719831847,0.23026755468370766,0.5604758514161153,0.9313933198017189,0.18148328600721061,0.8604651162790695,0.6802042078203464,,0.0,
62.0,0,0.048333775838449056,0.28297889714023966,0.018553349997276234,0.4328751912197645,0.09924363648349492,0.3023255813953485,0.23899066761255391,,0.0,
62.0,1,0.011958079929884978,0.2599035386773567,0.4963592148633702,0.8701360529128473,0.0528283140963575,1.0,0.7905075928722947,,0.0,
62.0,2,0.001386252009308678,0.23567536906254485,0.4857265408144577,0.9124455268100431,0.17274218715505385,1.0,0.7905075928722947,,0.0,
62.0,3+,5.5348403057637084e-05,0.23159417589954,0.5085547182080254,0.9299101300019657,0.19498119975732944,1.0,0.7905075928722947,,0.0,
