age,m,cell_mass,renter_share,renter_at_cap_share,owner_only_share,binds_share,median_renter_b,median_renter_b_over_dp8,attempt_prob_n0,n0_share,firstbirths_from_cap_share
18.0,0,0.048408108199965806,0.9165080668064379,0.05272242077798633,0.5900915803501414,0.01638855939876832,0.0,,0.18491436968462333,1.0,0.11826058927794321
18.0,1,0.013325347980861412,0.7320154789422004,0.5902898352112733,0.923452029992005,0.013667379599366,0.0,,,0.0,0.11826058927794321
18.0,2,0.0,,,,,,,,,0.11826058927794321
18.0,3+,0.0,,,,,,,,,0.11826058927794321
22.0,0,0.039164204107544294,0.8815124820169253,0.021587377783275043,0.4837024353181083,0.026200496728603764,0.1627906976744189,,0.19837294124187402,0.9450057553611768,0.043437256692868804
22.0,1,0.019171080768464396,0.6734641302736899,0.4992811449529771,0.8793536418660346,0.015210190978123435,0.1627906976744189,,,0.0,0.043437256692868804
22.0,2,0.0033981713048108955,0.5351615569898595,0.56121619033486,0.8801244874895381,0.008032645411401293,0.1627906976744189,,,0.0,0.043437256692868804
22.0,3+,0.0,,,,,,,,,0.043437256692868804
26.0,0,0.03247004766189404,0.8602135221182557,0.015768090570350952,0.45558483069555433,0.02822123281394806,0.0,,0.20527180327043673,0.8597420694235729,0.026464763307478666
26.0,1,0.021550212517253,0.6327546821237318,0.5641510118854657,0.8461747312906621,0.005336907692983111,0.1627906976744189,,,0.0,0.026464763307478666
26.0,2,0.007279957202840992,0.49126300312538174,0.7036428578314909,0.8560178553856229,0.012324836614073088,0.0,,,0.0,0.026464763307478666
26.0,3+,0.00043323879882061546,0.3929323041992603,0.7570545414254426,0.8709476016129534,0.0028154189849513844,0.0,,,0.0,0.026464763307478666
30.0,0,0.028268141382202395,0.8258355260528656,0.012053836847891243,0.44947740218246957,0.027162437113077947,0.1627906976744189,,0.18417675740714312,0.7712792401744123,0.020754835232706693
30.0,1,0.021706688710222213,0.5606800472697722,0.6303941119950661,0.8194833221190179,0.009040317252906738,0.3023255813953485,,,0.0,0.020754835232706693
30.0,2,0.010539715714367508,0.4294454712601375,0.6529501810474654,0.8399716258813469,0.007131000100656401,0.3023255813953485,,,0.0,0.020754835232706693
30.0,3+,0.0012189103740044296,0.33520198017544867,0.7135837133869667,0.8626086456396278,0.006612542086588641,0.1627906976744189,,,0.0,0.020754835232706693
34.0,0,0.025983720155308785,0.7815096708318641,0.014713359172114141,0.4499501317671165,0.04952365917689742,0.1627906976744189,,0.15531253398911202,0.699496114327664,0.025441639123319343
34.0,1,0.021113775170607463,0.48501264622603657,0.6138683617777027,0.7949290145226168,0.007891493201180544,0.3023255813953485,,,0.0,0.025441639123319343
34.0,2,0.012520262893142085,0.3708727669950412,0.6249950540900127,0.8179701566864278,0.007889345704164533,0.1627906976744189,,,0.0,0.025441639123319343
34.0,3+,0.002115697961725477,0.2953983984485637,0.6481461726978588,0.8413217622864226,0.009716976808737829,0.1627906976744189,,,0.0,0.025441639123319343
38.0,0,0.025310048679296298,0.7100828784502485,0.01770317912964666,0.4323144081571784,0.054798553731060726,0.3023255813953485,,0.13127654801226346,0.6378097614774263,0.03017848105771914
38.0,1,0.02074137162255073,0.41345084759734313,0.596266207411931,0.7739863160089223,0.004468721026115458,0.5813953488372094,,,0.0,0.03017848105771914
38.0,2,0.012994574342826927,0.31200933879317294,0.5742184416657485,0.7954573408876924,0.004091775876624366,0.44186046511627897,,,0.0,0.03017848105771914
38.0,3+,0.0026874615361010793,0.25608882698184765,0.561674187816957,0.808746131278525,0.014796921406265692,0.3023255813953485,,,0.0,0.03017848105771914
42.0,0,0.026278609283212236,0.5738199197369172,0.019308507425280615,0.374214433131103,0.0808811193270429,0.44186046511627897,,0.14049003615972927,0.5661771431380693,0.020759800607606415
