age,m,cell_mass,renter_share,renter_at_cap_share,owner_only_share,binds_share,median_renter_b,median_renter_b_over_dp8,attempt_prob_n0,n0_share,firstbirths_from_cap_share
42.0,1,0.02115408509002849,0.35449495366480854,0.5639476914828817,0.7573721015665872,0.005447887649068073,0.720930232558139,,,0.0,0.020759800607606415
42.0,2,0.011912354898056187,0.2621506757042733,0.5168176425429335,0.7736185573335824,0.003606565516203623,0.44186046511627897,,,0.0,0.020759800607606415
42.0,3+,0.0023884069094663803,0.2215410189430653,0.4882013180226519,0.7707647463101894,0.027646939348806996,0.3023255813953485,,,0.0,0.020759800607606415
46.0,0,0.03159399174711437,0.45895770663795515,0.02256311441320216,0.3828504778164306,0.07806521576509878,0.44186046511627897,,,0.0,
46.0,1,0.020846235748629427,0.28851622085237344,0.5219790341631098,0.7506386361060242,0.006480811167238134,0.720930232558139,,,0.0,
46.0,2,0.008169465214575846,0.2059576630398334,0.4327560192097714,0.7582503952501928,0.009568593619561123,0.44186046511627897,,,0.0,
46.0,3+,0.0011237634704345254,0.16726584621290785,0.364161263025761,0.751557904181559,0.039097684127368755,0.3023255813953485,,,0.0,
50.0,0,0.03664225107052049,0.37212986912033597,0.026229823530995726,0.3880250435705892,0.08290652108778389,0.5813953488372094,,,0.0,
50.0,1,0.01916723873122147,0.23927862259153326,0.4793079224402225,0.7440000339936682,0.009360473978918158,0.5813953488372094,,,0.0,
50.0,2,0.005395227187840298,0.16230686813992432,0.3462607134203376,0.7448183162213048,0.020921264319949392,0.44186046511627897,,,0.0,
50.0,3+,0.0005287391911645373,0.12552941134536724,0.24064359475332184,0.7352988543980324,0.04484247498868422,0.1627906976744189,,,0.0,
54.0,0,0.041173870777985996,0.29920414530146583,0.027434643890468603,0.3888549079812885,0.07098246366328519,0.5813953488372094,,,0.0,
54.0,1,0.01683379383264067,0.20009238625551082,0.4353181323357964,0.7373790264994577,0.014769534426825586,0.5813953488372094,,,0.0,
54.0,2,0.0034770157915499883,0.12699478661475772,0.25932888144676575,0.7330104828347058,0.02682360771225983,0.44186046511627897,,,0.0,
54.0,3+,0.0002487757785588975,0.09184237662157342,0.1266407332275737,0.7202983333339589,0.04543314074973983,0.1627906976744189,,,0.0,
58.0,0,0.04508914838512185,0.23482129808797492,0.02572396757509213,0.3871093697057488,0.07747417232217445,0.44186046511627897,,,0.0,
58.0,1,0.014323547665259628,0.16992686643288815,0.3632949147873312,0.7297056383834875,0.025584017036517637,0.720930232558139,,,0.0,
58.0,2,0.0022037092496156848,0.09979072944742524,0.14436127115114217,0.720172469999951,0.04240151647115436,0.44186046511627897,,,0.0,
58.0,3+,0.00011705088072112729,0.0654552168986785,0.04012929410268091,0.7037371437084577,0.05417411847433418,0.1627906976744189,,,0.0,
62.0,0,0.0483822686344983,0.180696180595454,0.02161083508803489,0.38507366833436624,0.08809364209140505,0.3023255813953485,,,0.0,
62.0,1,0.011915800454162358,0.14998749312611007,0.2669116117154326,0.7204669045095555,0.026210545487634473,0.5813953488372094,,,0.0,
62.0,2,0.001380313769564484,0.07969235104677394,0.041675201588777785,0.7039757555571613,0.05689486051722792,0.3023255813953485,,,0.0,
62.0,3+,5.507332247921349e-05,0.047443841302148355,0.01061393920764579,0.6865932844625913,0.057921926621972236,0.1627906976744189,,,0.0,
