label,spec,completed_fertility,childless_share,mean_first_birth_age,first_births_30plus,ownership_30_55,mean_rooms,first_birth_rooms_response,rooms_gap_3plus_vs_1to2,price,binds_share_26_38_m01
baseline_dp,baseline_psi_fixed,1.8716967163343567,0.23864798319684172,26.961302087037392,0.28473191381500806,0.4585114060368136,5.718008586661453,1.0718936367007044,0.3080258338427768,0.7906312420467388,0.04540309971967463
baseline_nodp,frictionless_nodp_psi_fixed,1.8658281611831076,0.2410094760617614,26.972813543378052,0.2857457214905188,0.5568793129754986,5.823266142882433,1.1493284717546082,0.34855342914798104,0.7989158032828844,0.04540309971967463
scarce_dp,scarce_h0_star,1.840131264708233,0.24668028213556342,27.097015183173564,0.2928934700561865,0.4369161353028454,5.562541437022391,1.074087034557067,0.33711591874488,0.8234104244571407,0.02793209539906101
scarce_nodp,scarce_h0_star_nodp,1.8353048167154586,0.2486424304325102,27.10696374855031,0.29379776359832593,0.5316897762928429,5.655011571700521,1.1647746549345264,0.35336092597737956,0.8312048101397035,0.02793209539906101
