age,m,cell_mass,renter_share,renter_at_cap_share,owner_only_share,binds_share,median_renter_b,median_renter_b_over_dp8,attempt_prob_n0,n0_share,firstbirths_from_cap_share
38.0,3+,0.0026319746689169622,0.2868661490264954,0.5680098371679633,0.7713364555556163,0.004696531018015135,0.44186046511627897,,,0.0,0.02474635256309448
42.0,0,0.026671405601864928,0.5851294113827639,0.016335758977895885,0.33590398418836237,0.03421983590492976,0.44186046511627897,,0.14022179757308323,0.5755060986629412,0.017094334038817906
42.0,1,0.020966795662571834,0.38996063417234456,0.5587922033981002,0.7185440717974886,0.006215860486523916,0.720930232558139,,,0.0,0.017094334038817906
42.0,2,0.011743459342664672,0.29474500075809584,0.5163294615133373,0.7340469574411699,0.005710466515037524,0.5813953488372094,,,0.0,0.017094334038817906
42.0,3+,0.002351795573657487,0.2515683128066975,0.47892441950106834,0.7298888837091786,0.020506960981344278,0.44186046511627897,,,0.0,0.017094334038817906
46.0,0,0.03193642590125592,0.46877801725931023,0.02128167997826924,0.3420272960486109,0.04627420523985698,0.44186046511627897,,,0.0,
46.0,1,0.02063796395502973,0.3214187534118065,0.5216119075971982,0.7097006731044635,0.007532479976532698,0.720930232558139,,,0.0,
46.0,2,0.008052528763745395,0.23488072643746505,0.4422664148340116,0.7177937628592451,0.01450312283744469,0.5813953488372094,,,0.0,
46.0,3+,0.0011065375607195033,0.19257039581125232,0.37844221154718316,0.710427582889998,0.026418614637183733,0.44186046511627897,,,0.0,
50.0,0,0.036932438928265775,0.38196534379397756,0.0242925030182141,0.3469022554133442,0.08040660826094917,0.5813953488372094,,,0.0,
50.0,1,0.01896284220310799,0.2694162448689446,0.48325448473883365,0.7021361494635288,0.006483418501974161,0.720930232558139,,,0.0,
50.0,2,0.0053175407786875475,0.1879363944325561,0.36961252777350634,0.7045983216150564,0.020270226590590773,0.44186046511627897,,,0.0,
50.0,3+,0.000520634270681466,0.1466470573171945,0.2678670854756401,0.6947619483470063,0.03332588318627654,0.3023255813953485,,,0.0,
54.0,0,0.04141471187627463,0.31043826747580605,0.02740739304341309,0.3485203169232089,0.060721698701491265,0.5813953488372094,,,0.0,
54.0,1,0.016647030293727067,0.22764833966288792,0.4069227157927411,0.6945584542833467,0.017476073280979852,0.720930232558139,,,0.0,
54.0,2,0.003426751658410899,0.14959189804950715,0.24694755241946031,0.6924430609960861,0.026935238810208813,0.44186046511627897,,,0.0,
54.0,3+,0.0002449623523233732,0.10921665808593602,0.11030226123126934,0.6799332740070154,0.04030171744655145,0.3023255813953485,,,0.0,
58.0,0,0.0452859624470539,0.2484815469114684,0.026451480350368366,0.34783625616675035,0.08332236231990102,0.44186046511627897,,,0.0,
58.0,1,0.014160472471957479,0.19512009339021918,0.3074070370465889,0.6852053734029411,0.020866194104408015,0.720930232558139,,,0.0,
58.0,2,0.002171764626806961,0.11961509969396122,0.10040578552215373,0.6781996070700798,0.043959335179662315,0.44186046511627897,,,0.0,
58.0,3+,0.00011525663490660771,0.07997591892785538,0.028103601248843098,0.6625274182322031,0.04841046081031876,0.1627906976744189,,,0.0,
62.0,0,0.04854124656240522,0.19769831041394642,0.021967182896231795,0.3466351494451238,0.09135792431604756,0.3023255813953485,,,0.0,
62.0,1,0.011777714862668747,0.17280467449861342,0.2741883712230518,0.6744045242442572,0.03087027753627247,0.720930232558139,,,0.0,
62.0,2,0.0013602656393475869,0.09813905832710802,0.04524038908482024,0.66190716599163,0.04690329758694748,0.44186046511627897,,,0.0,
62.0,3+,5.4229116286648e-05,0.061472309433355535,0.00946027453488919,0.6460823537415328,0.05033129269046333,0.1627906976744189,,,0.0,
