stage,cell,case_id,case_directory,status,loss,task_id,proposal_index,started_solves,completed_solves,unfinished_solves,score_path,checkpoint_sha256,validity_exception,smoke_index,common_parameter_anchor,repeat_index
production,B_floor,worker06_proposal07,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal07,verified_scored,589.4996639187694,6,7,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal07/result/evaluation/scored_repetition_01/score.json,7db86afa429d6e9d7d352d33ea33abeffe2694b4d4a058727f7e1a27881d4dd7,,,,
production,B_floor,worker06_proposal08,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal08,verified_scored,726.0825602307158,6,8,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal08/result/evaluation/scored_repetition_01/score.json,4f7a5ddf7f1acdb4ff5f976413efb30d3b58b7e5197e970cf0ca1e6b65b79e66,,,,
production,B_floor,worker06_proposal09,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal09,verified_scored,750.2774297231356,6,9,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal09/result/evaluation/scored_repetition_01/score.json,0cda38f52aec6b5bce82cc06054455382f172430c5edb2cc3232fb093fbe52de,,,,
production,B_floor,worker06_proposal10,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal10,verified_scored,562.9534913329911,6,10,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal10/result/evaluation/scored_repetition_01/score.json,2fb97824d31ddc8ef3962bcbb1c2c796d6d5d7cb372438c1eae6bccc5150c868,,,,
production,B_floor,worker06_proposal11,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal11,verified_scored,536.7856462337659,6,11,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal11/result/evaluation/scored_repetition_01/score.json,6a8289d2fcf09c7a161f5868e1f5faa0a7de20e31ff5c967a9b1f024c65be8d0,,,,
production,B_floor,worker06_proposal12,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal12,verified_scored,784.8917729364618,6,12,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal12/result/evaluation/scored_repetition_01/score.json,214aea1bc6b6f42c57c678326f4708e7fe94345fcd1e417787e4de0ef8795bd2,,,,
production,B_floor,worker06_proposal13,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal13,verified_scored,566.6105493995318,6,13,4,4,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal13/result/evaluation/scored_repetition_01/score.json,220342cf5241249cf98afd3d15d5e1f077335ed3184615e3c7d03b7048830b31,,,,
production,B_floor,worker06_proposal14,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal14,verified_scored,674.9637918402095,6,14,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal14/result/evaluation/scored_repetition_01/score.json,60eac6ba1ee956d9d1a0714276e593f355da985e4c126e69b0d995f339b0793f,,,,
production,B_floor,worker06_proposal15,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal15,verified_scored,576.9743254923243,6,15,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal15/result/evaluation/scored_repetition_01/score.json,4a707cc7bb38746b30e84878420ef89853464a335e2ee1903858b2929bc34573,,,,
production,B_floor,worker06_proposal16,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal16,verified_scored,605.4831024826949,6,16,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal16/result/evaluation/scored_repetition_01/score.json,066413e24c9b4e7d259f05166fed4799f4aa6ce588fbc6e483bdc54e7fe22cda,,,,
production,B_floor,worker06_proposal17,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal17,verified_scored,531.2955908075725,6,17,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal17/result/evaluation/scored_repetition_01/score.json,892fdb53e31bcd721c2a2d5a11549d5ec9cbbc0869b9c1a26eb2dc7d3eed05ed,,,,
production,B_floor,worker06_proposal18,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal18,verified_scored,704.2085563572483,6,18,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker06_proposal18/result/evaluation/scored_repetition_01/score.json,5cf3e0ff41428ca7cb7d87c584637ad96edc9b19e3032396a4e18677274da0ca,,,,
production,B_floor,worker07_proposal01,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal01,verified_scored,780.6935715972003,7,1,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal01/result/evaluation/scored_repetition_01/score.json,d56a5e67704fe94a241b485c6be1378c45e5d4c5c2eccad30521ef0fecc22ab1,,,,
production,B_floor,worker07_proposal02,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal02,verified_scored,1356.8285955717884,7,2,8,8,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal02/result/evaluation/scored_repetition_01/score.json,a55681393641d438b4edd523c66b46cfeb420f4defb786ff124c0c0263b8ec07,,,,
production,B_floor,worker07_proposal03,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal03,failed,,7,3,1,0,1,,,fatal contract/code error,,,
production,B_floor,worker07_proposal04,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal04,unrun,,7,4,,,,,,,,,
production,B_floor,worker07_proposal05,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal05,unrun,,7,5,,,,,,,,,
production,B_floor,worker07_proposal06,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal06,unrun,,7,6,,,,,,,,,
production,B_floor,worker07_proposal07,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal07,unrun,,7,7,,,,,,,,,
production,B_floor,worker07_proposal08,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal08,unrun,,7,8,,,,,,,,,
production,B_floor,worker07_proposal09,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal09,unrun,,7,9,,,,,,,,,
production,B_floor,worker07_proposal10,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal10,unrun,,7,10,,,,,,,,,
production,B_floor,worker07_proposal11,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal11,unrun,,7,11,,,,,,,,,
production,B_floor,worker07_proposal12,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal12,unrun,,7,12,,,,,,,,,
production,B_floor,worker07_proposal13,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal13,unrun,,7,13,,,,,,,,,
production,B_floor,worker07_proposal14,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal14,unrun,,7,14,,,,,,,,,
production,B_floor,worker07_proposal15,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal15,unrun,,7,15,,,,,,,,,
production,B_floor,worker07_proposal16,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal16,unrun,,7,16,,,,,,,,,
production,B_floor,worker07_proposal17,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal17,unrun,,7,17,,,,,,,,,
production,B_floor,worker07_proposal18,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker07_proposal18,unrun,,7,18,,,,,,,,,
production,B_floor,worker08_proposal01,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal01,verified_scored,1040.8766759576374,8,1,4,4,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal01/result/evaluation/scored_repetition_01/score.json,83ae0ea09c8211520cc42f883a8ee8279d6af397ac6d389b8056b25afe3fc6f5,,,,
production,B_floor,worker08_proposal02,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal02,verified_scored,1422.3358584042796,8,2,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal02/result/evaluation/scored_repetition_01/score.json,30d6f6f7677699fa03c932a869bde8ea071aae1f205b1a85f2202f77054a6b06,,,,
production,B_floor,worker08_proposal03,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal03,verified_scored,1449.9899635436263,8,3,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal03/result/evaluation/scored_repetition_01/score.json,d8ffed386c32b8487d95bdb9e47fb4153775fa646c192693e5adf0eb558ff342,,,,
production,B_floor,worker08_proposal04,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal04,verified_scored,1291.8731316769456,8,4,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal04/result/evaluation/scored_repetition_01/score.json,fb90e5824b95cd41cd04620262efae5561dc4430076ff71e25296880b54ada5b,,,,
production,B_floor,worker08_proposal05,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal05,verified_scored,1048.1772399029594,8,5,4,4,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal05/result/evaluation/scored_repetition_01/score.json,2f7fea1214f191406d8b260eb41fc71f749d6c41ec81587869015fa1210763e9,,,,
production,B_floor,worker08_proposal06,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal06,verified_scored,2695.896130924256,8,6,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal06/result/evaluation/scored_repetition_01/score.json,be99e459006d1bd1e5b58b9ecdf805fd4b320880c0e8c7ce634261336583908b,,,,
production,B_floor,worker08_proposal07,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal07,verified_scored,1506.2602958658956,8,7,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal07/result/evaluation/scored_repetition_01/score.json,61a503bdc690451dec7adc293e1acc89ede54b51af0714a5b91372a0b130c558,,,,
production,B_floor,worker08_proposal08,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal08,verified_scored,1972.9030207028616,8,8,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal08/result/evaluation/scored_repetition_01/score.json,8009970229c463a6afe245dea5c02ac891c880def3b926fc3050c59732dbc4a0,,,,
production,B_floor,worker08_proposal09,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal09,verified_scored,1046.0683530265203,8,9,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal09/result/evaluation/scored_repetition_01/score.json,8c95b2ce3262f151a48648dd7c1c5a58d015dd344a35f1b382c7911af37aae7e,,,,
production,B_floor,worker08_proposal10,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal10,verified_scored,1008.5351519535627,8,10,4,4,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal10/result/evaluation/scored_repetition_01/score.json,568f728e5b4365e700a249f25f05facc1f2ef1ebc32748379fbd453a88557cfc,,,,
production,B_floor,worker08_proposal11,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal11,verified_scored,1482.5921031476373,8,11,4,4,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal11/result/evaluation/scored_repetition_01/score.json,77704f0f5c6d0dfe4800b3856d62c8a6c8604cb149fc580e218300916282d4f2,,,,
production,B_floor,worker08_proposal12,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal12,verified_scored,3068.8518746501386,8,12,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal12/result/evaluation/scored_repetition_01/score.json,de4dfc17a158fc773f2612143b3cd0e91eb2fc2c76d501de3d293e4d4b14c9eb,,,,
production,B_floor,worker08_proposal13,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal13,verified_scored,1333.7599072440287,8,13,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal13/result/evaluation/scored_repetition_01/score.json,314401fc9740cf597d3514985a6958a5f732386d33d070bd6016fa91848ae87b,,,,
production,B_floor,worker08_proposal14,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal14,verified_scored,1033.4586034653144,8,14,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal14/result/evaluation/scored_repetition_01/score.json,176348e1f2b9e623c5a4488b937a408e6f691881d12cc8021cca22d6f86689b7,,,,
production,B_floor,worker08_proposal15,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal15,verified_scored,1011.6672592288583,8,15,4,4,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal15/result/evaluation/scored_repetition_01/score.json,f4060111882068d334c0320572136c7b0592994565a3a96c4b13996ba1d8a73f,,,,
production,B_floor,worker08_proposal16,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal16,verified_scored,1065.8725055061457,8,16,4,4,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal16/result/evaluation/scored_repetition_01/score.json,03b51154183a7aec1b9cc16c5fe73f30e09ca380b5f34c797c5851b8b175c50f,,,,
production,B_floor,worker08_proposal17,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal17,verified_scored,1136.1466645128824,8,17,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal17/result/evaluation/scored_repetition_01/score.json,41ac946993e2578a041f44d2ac78a7be421cd1e5692110e2f27cd6bc20214fc1,,,,
production,B_floor,worker08_proposal18,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal18,verified_scored,1682.1170546684186,8,18,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker08_proposal18/result/evaluation/scored_repetition_01/score.json,ccb7c18856170822e3c8582d6ee4694a96f5a361913053b10cbcbe8cf5aa4982,,,,
production,B_floor,worker09_proposal01,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal01,verified_scored,1171.6847509951622,9,1,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal01/result/evaluation/scored_repetition_01/score.json,de2ec01b5ac2e06bc2b679f5d0c59df7a70cea62062e86452ada67ae240575ba,,,,
production,B_floor,worker09_proposal02,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal02,verified_scored,1076.295092690577,9,2,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal02/result/evaluation/scored_repetition_01/score.json,9a53fa21972ed280660e32196dec562335b30bb961d09978bb468e1210e784a5,,,,
production,B_floor,worker09_proposal03,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal03,verified_scored,1466.9308634042682,9,3,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal03/result/evaluation/scored_repetition_01/score.json,de3b1667d080b7661e74a4a2c8e467ab59aafc5cf35cb79027111b14eff98cdd,,,,
production,B_floor,worker09_proposal04,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal04,verified_scored,1444.8712046011126,9,4,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal04/result/evaluation/scored_repetition_01/score.json,ba097df6c68956b5cce8884f3639adaf71b6325cc1bacc9d5818383fbe76059e,,,,
production,B_floor,worker09_proposal05,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal05,verified_scored,1075.3411087414072,9,5,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal05/result/evaluation/scored_repetition_01/score.json,17126ccc416baf9883040d39cae933aab0be006f9ed92b50d3f9ffcc2063fad3,,,,
production,B_floor,worker09_proposal06,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal06,verified_scored,784.1108244598342,9,6,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal06/result/evaluation/scored_repetition_01/score.json,d518b7af6d6f6e062d89c866f7102a41a9ce64d983524d1b6dd0fa6fc6597fc8,,,,
production,B_floor,worker09_proposal07,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal07,verified_scored,1118.5127658702218,9,7,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal07/result/evaluation/scored_repetition_01/score.json,1b0d027d476be76b6e273b37f72a183b5b0c27a382065e55097e648f05dd055d,,,,
production,B_floor,worker09_proposal08,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal08,verified_scored,529.3639072124348,9,8,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal08/result/evaluation/scored_repetition_01/score.json,d7cef5aba4346377c762032dbc152379d0655949fdd2537b658477e425b76ba1,,,,
production,B_floor,worker09_proposal09,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal09,verified_scored,1444.3476074991086,9,9,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal09/result/evaluation/scored_repetition_01/score.json,71344403d5e3d3b5f8683171de2fc76dfb94647938fc7daa119fd49fb731c81e,,,,
production,B_floor,worker09_proposal10,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal10,verified_scored,519.4116170652791,9,10,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal10/result/evaluation/scored_repetition_01/score.json,131b058f7ef4f589c0474828aea8443ec9b5622be9ea51c52cf8e72b71b3ec23,,,,
production,B_floor,worker09_proposal11,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal11,verified_scored,1080.9708779815912,9,11,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal11/result/evaluation/scored_repetition_01/score.json,36e6b112b9c80a9b260ebf76891590ba406c6bebe783bd246bb6599444fba81c,,,,
production,B_floor,worker09_proposal12,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal12,verified_scored,1531.2901164438872,9,12,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal12/result/evaluation/scored_repetition_01/score.json,fc209f2e0b0d1f9119604e27291acaddd4de651773cf81b1d8eb5e3df194a723,,,,
production,B_floor,worker09_proposal13,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal13,verified_scored,805.341315979795,9,13,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal13/result/evaluation/scored_repetition_01/score.json,e711bff7d26e1b6c4fdf354de460894fa442a1ba70db20b19c827aa92893a9f3,,,,
production,B_floor,worker09_proposal14,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal14,verified_scored,743.3771281518913,9,14,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal14/result/evaluation/scored_repetition_01/score.json,3941d54bb254bbc02425d0fe3ca3e32d284e921867d22b03182a4107a60490a6,,,,
production,B_floor,worker09_proposal15,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal15,verified_scored,495.83357629581934,9,15,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal15/result/evaluation/scored_repetition_01/score.json,f94d32b7cf17debecef2e67a532df56b771f32813983ef5abe147fca846322b4,,,,
production,B_floor,worker09_proposal16,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal16,verified_scored,464.8522255676939,9,16,4,4,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal16/result/evaluation/scored_repetition_01/score.json,83a28e46b36e2fbe30338d366611f3ec209f0c5a68309ee4ee9fa8523b66adee,,,,
production,B_floor,worker09_proposal17,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal17,verified_scored,559.8574184854912,9,17,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal17/result/evaluation/scored_repetition_01/score.json,dc73d15f98e9b83fa39866016e15658fcf863e3bc680e9b0f2983b98571e56e9,,,,
production,B_floor,worker09_proposal18,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal18,verified_scored,593.9184192927137,9,18,5,5,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker09_proposal18/result/evaluation/scored_repetition_01/score.json,c91fb778337709f43dce355c81d7ebdc6ab1e5c2bf031d208fb1b9cce2026219,,,,
production,B_floor,worker10_proposal01,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker10_proposal01,verified_scored,2451.4551697311076,10,1,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker10_proposal01/result/evaluation/scored_repetition_01/score.json,212b8d57bf66c4bb42e3b9590cb3d7d3926e12233bfbebbbc78955c5f42f30a0,,,,
production,B_floor,worker10_proposal02,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker10_proposal02,verified_scored,2266.080319975542,10,2,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_floor/worker10_proposal02/result/evaluation/scored_repetition_01/score.json,74d091d17aa55d96ddbd3deb6fef7a0144d94c26cd63539c38a24707ea82d6c6,,,,
