stage,cell,case_id,estimate,interpretation,lower,near_bound,parameter,status,structural_coordinate,transform,upper,actual_lower,actual_upper,near_actual_bound,restriction_type
production,D_shares,worker39_proposal09,0.2862047893531174,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal09,0.4766610378665317,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal09,0.9600918911916161,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker39_proposal09,9.0048828747638,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker39_proposal09,0.010276661670781718,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker39_proposal09,0.08983141464202224,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker39_proposal09,0.3338677957756501,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker39_proposal09,0.009402891089027565,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal09,0.022927074937131274,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal09,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal09,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal09,0.026723767238940946,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal09,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal09,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal09,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal09,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal09,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal09,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal10,0.9801476928930708,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker39_proposal10,0.29213466411095645,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal10,0.4477681835810698,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal10,1.0113512029783964,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker39_proposal10,7.851572530276461,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker39_proposal10,0.023032232076866072,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker39_proposal10,0.0908755081524848,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker39_proposal10,0.33820914055093865,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker39_proposal10,0.012057267670767919,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal10,0.016785901599589356,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal10,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal10,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal10,0.042532882282914325,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal10,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal10,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal10,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal10,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal10,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal10,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal11,0.9807707560866239,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker39_proposal11,0.279882006073898,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal11,0.45615742412059435,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal11,0.9437599563639493,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker39_proposal11,9.377605724763338,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker39_proposal11,0.024488760353781246,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker39_proposal11,0.09193790071346881,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker39_proposal11,0.36434167130872774,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker39_proposal11,0.007585056775267622,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal11,0.0168860432428573,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal11,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal11,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal11,0.03818477273807955,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal11,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal11,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal11,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal11,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal11,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal11,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal12,0.9811431943694705,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker39_proposal12,0.2565110755815132,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal12,0.4272200881086779,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal12,0.8459577518278603,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker39_proposal12,6.973343567057287,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker39_proposal12,0.007803132321301861,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker39_proposal12,0.09066214560074556,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker39_proposal12,0.41719210650556793,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker39_proposal12,0.01006002126171948,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal12,0.014342296945896962,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal12,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal12,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal12,0.05490929587897543,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal12,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal12,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal12,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal12,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal12,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal12,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal13,0.9818942918061223,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker39_proposal13,0.29804486083918613,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal13,0.43463102030207534,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal13,0.9714540364233368,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker39_proposal13,10.058547198030073,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker39_proposal13,0.025194726822086365,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker39_proposal13,0.09152390111054247,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker39_proposal13,0.3637154458260573,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker39_proposal13,0.0029074727416273493,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal13,0.019536728702538933,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal13,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal13,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal13,0.04468249974009189,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal13,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal13,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal13,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal13,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal13,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal13,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal14,0.9810664478566103,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker39_proposal14,0.31520520612978054,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal14,0.4587172269774515,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal14,0.9993919945427605,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker39_proposal14,9.301402234743056,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker39_proposal14,0.028399019276552997,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker39_proposal14,0.09245812897171664,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker39_proposal14,0.33787701508725165,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker39_proposal14,0.0034051677661605597,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal14,0.02146196757351627,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal14,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal14,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal14,0.03863287646723884,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal14,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal14,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal14,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal14,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal14,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal14,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal15,0.9818942918061223,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker39_proposal15,0.29804486083918613,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal15,0.43463102030207534,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal15,1.0464540364233368,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker39_proposal15,10.058547198030073,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker39_proposal15,0.025194726822086365,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker39_proposal15,0.09152390111054247,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker39_proposal15,0.3637154458260573,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker39_proposal15,0.0029074727416273493,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal15,0.019536728702538933,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal15,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal15,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal15,0.04439826232242235,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal15,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal15,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal15,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal15,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal15,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal15,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal16,0.9826132530872936,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker39_proposal16,0.2914529253337845,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal16,0.4221463225785457,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal16,1.0020184295502041,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker39_proposal16,11.730393945819952,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker39_proposal16,0.016446967990635747,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker39_proposal16,0.09060977888192788,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker39_proposal16,0.3683924808196824,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker39_proposal16,0.0012155858841722293,structural coordinate,0.0,True,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,True,searched
production,D_shares,worker39_proposal16,0.019455337123144963,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal16,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal16,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal16,0.04420299451373214,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal16,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal16,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal16,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal16,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal16,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal16,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal17,0.9808892131605847,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker39_proposal17,0.28076866823949387,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal17,0.451107861967903,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal17,0.9230480681528833,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker39_proposal17,9.115944883265687,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker39_proposal17,0.020997777236311056,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker39_proposal17,0.09105815295524444,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker39_proposal17,0.3880957894776715,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker39_proposal17,0.0006555225698781455,structural coordinate,0.0,True,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,True,searched
production,D_shares,worker39_proposal17,0.018575693771584974,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal17,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal17,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal17,0.0446424784355739,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal17,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal17,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal17,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal17,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal17,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal17,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal18,0.9787133267133993,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker39_proposal18,0.28303844150317253,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal18,0.39253568743510703,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker39_proposal18,0.9886087964902056,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker39_proposal18,7.921782567551065,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker39_proposal18,0.03682414331920435,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker39_proposal18,0.09101228314076258,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker39_proposal18,0.35073919671308235,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker39_proposal18,0.006051867235065828,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal18,0.014132339073506951,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker39_proposal18,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal18,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal18,0.0612465213643787,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal18,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal18,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal18,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal18,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal18,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker39_proposal18,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal01,0.9886007296363694,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker40_proposal01,0.22078263815774551,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker40_proposal01,0.3410167584361431,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker40_proposal01,0.9868654091788056,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
