coefficient,estimate,standard_error
Wleft,.0118760463328567,.0099908663
Wm2,.0135395456584128,.0092271753
Wm1,.0062253755850207,.0079101324
Wp1,-.0042449499568813,.0055664433
Wp2,-.0051317534347712,.0057733255
Wp3,-.009830130728163,.0054471176
Wp4,.0020628780701812,.0063464167
Wp5,-.0021495519424485,.0058842911
Wp6,-.0032444912164502,.0065299082
Wright,.0068684712117833,.0055713654
