arm,design,outcome,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
H_moved_nbhd,H,moved_nbhd,-3,-2,63366,62813,5282,3640,1642,16477,Wp3,-.009830130728163,.0054471177694293,.0316429114174389,7372,1968 1969 1970 1985 1986,0,pw=IW,205.158
