measurement,own_rate_2534,interpretation
production_whole_nodes,0.38917655556175373,unchanged model age_to_index aggregation
cells_start_at_node,0.34181335987194256,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.38959426867867647,diagnostic uniform density within each four-year cell
