raw_path,raw_size,raw_mtime_utc,raw_rows_read,raw_columns,builder_path,bootstrap_reps,bootstrap_seed,R_version,haven_version,data_table_version,completed_utc
/Users/tommasodesanto/Desktop/Projects/Fertility/PSID/PSIDSHELF_MOBILITY.dta,6300266005,2024-11-06 22:03:58,1619,ID;year;AGEREP;DEATHYEAR;RELTOHEAD_;RELCHINUM;INCFAMR;NETWORTHR;IW;EARNINDRRC,/Users/tommasodesanto/Desktop/Projects/Fertility/Fertility_Spring26/output/model/e5f_matched_pf_20260909a/design_research/wealth/build_initial_wealth.R,499,20260715,R version 4.6.1 (2026-06-24),2.5.5,1.18.6.1,2026-09-23 03:36:45
