rep,exact_builder_sample__ratio_p90_p50,exact_builder_sample__ratio_p50,exact_builder_sample__ratio_p90,exact_builder_sample__wealth_p90_p50,exact_builder_sample__wealth_p50,exact_builder_sample__wealth_p90,no_children_history_filter__ratio_p90_p50,no_children_history_filter__ratio_p50,no_children_history_filter__ratio_p90,no_children_history_filter__wealth_p90_p50,no_children_history_filter__wealth_p50,no_children_history_filter__wealth_p90
278,3.58462402211682,6.9439925859831,24.8916026331161,5.03239740820734,255470.09160936,1285627.02688943,3.58462402211682,6.9439925859831,24.8916026331161,5.03239740820734,255470.09160936,1285627.02688943
279,3.32708631903869,7.69934194431794,25.616375248541,4.87433719832577,263754.224334545,1285627.02688943,3.32708631903869,7.69934194431794,25.616375248541,4.87433719832577,263754.224334545,1285627.02688943
280,3.52405947285425,7.2689962941498,25.616375248541,6.56476683937824,266229.631104786,1747735.4539366,3.52405947285425,7.2689962941498,25.616375248541,6.56476683937824,266229.631104786,1747735.4539366
281,3.13155529219165,7.94863903415082,24.8916026331161,4.91214953271028,295197.622054012,1450054.8612298,3.13155529219165,7.94863903415082,24.8916026331161,4.91214953271028,295197.622054012,1450054.8612298
282,3.92327741848666,7.94561418208709,31.1728486965896,4.27228860271445,295433.400192119,1262176.74850197,3.92327741848666,7.94561418208709,31.1728486965896,4.27228860271445,295433.400192119,1262176.74850197
283,4.0915192416525,5.92495715859809,24.2420762203708,4.99120971827418,215017.03070751,1073195.09326178,4.0915192416525,5.92495715859809,24.2420762203708,4.99120971827418,215017.03070751,1073195.09326178
284,4.06593099952235,6.75862382145721,27.4800981097731,4.55723542116631,255470.09160936,1164237.35053077,4.06593099952235,6.75862382145721,27.4800981097731,4.55723542116631,255470.09160936,1164237.35053077
285,3.71609594381523,6.58475218433533,24.469570883237,5.14,206914.221065896,1063539.09627871,3.71609594381523,6.58475218433533,24.469570883237,5.14,206914.221065896,1063539.09627871
286,3.40639245211718,7.46251050977584,25.4202394743455,5.18134715025907,266229.631104786,1379428.14043931,3.40639245211718,7.46251050977584,25.4202394743455,5.18134715025907,266229.631104786,1379428.14043931
287,3.38356327178762,7.39299098025137,25.0146527494357,5.41207310509743,271747.343666543,1470716.49003937,3.38356327178762,7.39299098025137,25.0146527494357,5.41207310509743,271747.343666543,1470716.49003937
288,4.04483856314327,6.76924735740983,27.380512754707,4.06691061160481,263884.603266039,1073195.09326178,4.04483856314327,6.76924735740983,27.380512754707,4.06691061160481,263884.603266039,1073195.09326178
289,3.02658758165727,6.9439925859831,21.0166017278566,3.94470421227018,248297.065279075,979458.479300691,3.02658758165727,6.9439925859831,21.0166017278566,3.94470421227018,248297.065279075,979458.479300691
290,3.77746918970192,7.56202411954871,28.565313123378,4.36778846153846,298156.949247747,1302286.48265182,3.77746918970192,7.56202411954871,28.565313123378,4.36778846153846,298156.949247747,1302286.48265182
291,3.7100595199863,7.40691570087657,27.4800981097731,4.54835585585586,306233.047177526,1392856.87338648,3.7100595199863,7.40691570087657,27.4800981097731,4.54835585585586,306233.047177526,1392856.87338648
292,3.89478986116055,7.2689962941498,28.3112130672683,5.8,220708.502470289,1280109.31432768,3.89478986116055,7.2689962941498,28.3112130672683,5.8,220708.502470289,1280109.31432768
293,3.79187541525004,7.43899950409728,28.2077593336437,4.79198243349964,266229.631104786,1275767.71553123,3.79187541525004,7.43899950409728,28.2077593336437,4.79198243349964,266229.631104786,1275767.71553123
294,3.91893362319277,6.98624313902793,27.3786231373364,5.23333333333333,248297.065279075,1299421.30829383,3.91893362319277,6.98624313902793,27.3786231373364,5.23333333333333,248297.065279075,1299421.30829383
295,3.65241571561664,7.8767824351199,28.7692839545251,4.73149554072202,324165.613003237,1533788.15238024,3.65241571561664,7.8767824351199,28.7692839545251,4.73149554072202,324165.613003237,1533788.15238024
296,3.68242002122132,7.46251050977584,27.4800981097731,4.77777777777778,310371.331598844,1482885.25097225,3.68242002122132,7.46251050977584,27.4800981097731,4.77777777777778,310371.331598844,1482885.25097225
297,3.59443153778612,7.40691570087657,26.6236513929539,4.85101934134867,263884.603266039,1280109.31432768,3.59443153778612,7.40691570087657,26.6236513929539,4.85101934134867,263884.603266039,1280109.31432768
298,3.69880067317998,7.40202718569262,27.3786231373364,5.53333333333333,215017.03070751,1189760.90324822,3.69880067317998,7.40202718569262,27.3786231373364,5.53333333333333,215017.03070751,1189760.90324822
299,3.35073548536693,7.94561418208709,26.6236513929539,5.52264638429351,276299.456529993,1525904.19458763,3.35073548536693,7.94561418208709,26.6236513929539,5.52264638429351,276299.456529993,1525904.19458763
300,3.99016549589786,6.77941651389654,27.0509938560702,5.41462853756222,215017.03070751,1164237.35053077,3.99016549589786,6.77941651389654,27.0509938560702,5.41462853756222,215017.03070751,1164237.35053077
301,3.29049685426797,7.11012755224798,23.395852344116,4.60324114689904,278088.693048379,1280109.31432768,3.29049685426797,7.11012755224798,23.395852344116,4.60324114689904,278088.693048379,1280109.31432768
302,3.372018817515,7.28579300191372,24.5678311029722,4.61037527593819,249952.379047602,1152374.268523,3.372018817515,7.28579300191372,24.5678311029722,4.61037527593819,249952.379047602,1152374.268523
303,3.53887937884847,6.98624313902793,24.7234717803275,4.54166666666667,248297.065279075,1127682.50480913,3.53887937884847,6.98624313902793,24.7234717803275,4.54166666666667,248297.065279075,1127682.50480913
304,3.64586013446899,6.71160438983788,24.469570883237,4.50666666666667,206914.221065896,932493.422936971,3.64586013446899,6.71160438983788,24.469570883237,4.50666666666667,206914.221065896,932493.422936971
305,3.78952950630295,7.40202718569262,28.0502004266388,5.48711340206186,278088.693048379,1525904.19458763,3.78952950630295,7.40202718569262,28.0502004266388,5.48711340206186,278088.693048379,1525904.19458763
306,3.66263103124445,7.2689962941498,26.6236513929539,5.55410350235233,263884.603266039,1465642.39921676,3.66263103124445,7.2689962941498,26.6236513929539,5.55410350235233,263884.603266039,1465642.39921676
307,3.66263103124445,7.2689962941498,26.6236513929539,3.75252307292466,248297.065279075,931740.466399209,3.66263103124445,7.2689962941498,26.6236513929539,3.75252307292466,248297.065279075,931740.466399209
308,3.09225699901512,7.11012755224798,21.9863416873291,4.59381924198999,250853.202492095,1152374.268523,3.09225699901512,7.11012755224798,21.9863416873291,4.59381924198999,250853.202492095,1152374.268523
309,4.16031095214963,6.6052990812079,27.4800981097731,4.95564986938159,250853.202492095,1243140.6401639,4.16031095214963,6.6052990812079,27.4800981097731,4.95564986938159,250853.202492095,1243140.6401639
310,4.04483856314327,6.76924735740983,27.380512754707,5.59751552795031,222087.930610728,1243140.6401639,4.04483856314327,6.76924735740983,27.380512754707,5.59751552795031,222087.930610728,1243140.6401639
311,3.94779411764706,7.10528451857492,28.0502004266388,5.10486099821167,254545.874755265,1299421.30829383,3.94779411764706,7.10528451857492,28.0502004266388,5.10486099821167,254545.874755265,1299421.30829383
312,3.07868946863609,7.09461120684321,21.8421048065757,4.9375,220708.502470289,1089748.23094705,3.07868946863609,7.09461120684321,21.8421048065757,4.9375,220708.502470289,1089748.23094705
313,4.0501487226531,6.57349969497263,26.6236513929539,5.63582059014872,220708.502470289,1243873.52264294,4.0501487226531,6.57349969497263,26.6236513929539,5.63582059014872,220708.502470289,1243873.52264294
314,3.38356327178762,7.39299098025137,25.0146527494357,5.55410350235233,263884.603266039,1465642.39921676,3.38356327178762,7.39299098025137,25.0146527494357,5.55410350235233,263884.603266039,1465642.39921676
315,3.59680540547254,7.40202718569262,26.6236513929539,4.23326288951658,298156.949247747,1262176.74850197,3.59680540547254,7.40202718569262,26.6236513929539,4.23326288951658,298156.949247747,1262176.74850197
316,3.65461103856457,6.96322110718304,25.447864722277,5.55555555555556,248297.065279075,1379428.14043931,3.65461103856457,6.96322110718304,25.447864722277,5.55555555555556,248297.065279075,1379428.14043931
317,3.40269255298051,6.96055770075192,23.6846378529397,3.85476093923268,250853.202492095,966979.126447954,3.40269255298051,6.96055770075192,23.6846378529397,3.85476093923268,250853.202492095,966979.126447954
318,2.75074327423719,7.46251050977584,20.5274505936902,3.80838894184938,289404.023864167,1102163.08421101,2.75074327423719,7.46251050977584,20.5274505936902,3.80838894184938,289404.023864167,1102163.08421101
319,3.50086583541617,7.11012755224798,24.8916026331161,4.64111017505333,250853.202492095,1164237.35053077,3.50086583541617,7.11012755224798,24.8916026331161,4.64111017505333,250853.202492095,1164237.35053077
320,3.2641138493694,8.75132254620855,28.565313123378,4.74757970289266,321406.756722359,1525904.19458763,3.2641138493694,8.75132254620855,28.565313123378,4.74757970289266,321406.756722359,1525904.19458763
321,3.65900539150264,7.39299098025137,27.0509938560702,5.39956803455724,255470.09160936,1379428.14043931,3.65900539150264,7.39299098025137,27.0509938560702,5.39956803455724,255470.09160936,1379428.14043931
322,3.69661460457376,7.40691570087657,27.380512754707,5.46627565982405,235192.497944902,1285627.02688943,3.69661460457376,7.40691570087657,27.380512754707,5.46627565982405,235192.497944902,1285627.02688943
323,3.67017050399488,5.98555048182873,21.9679908285801,5.77692307692308,215190.789908532,1243140.6401639,3.67017050399488,5.98555048182873,21.9679908285801,5.77692307692308,215190.789908532,1243140.6401639
324,3.65958137254902,7.50908240923532,27.4800981097731,5.48530329631215,235192.497944902,1290102.18424506,3.65958137254902,7.50908240923532,27.4800981097731,5.48530329631215,235192.497944902,1290102.18424506
325,3.69623155334261,6.88481345257272,25.447864722277,5.35716146292349,222087.930610728,1189760.90324822,3.69623155334261,6.88481345257272,25.447864722277,5.35716146292349,222087.930610728,1189760.90324822
326,2.98114769277154,7.36897097780377,21.9679908285801,4.59381924198999,250853.202492095,1152374.268523,2.98114769277154,7.36897097780377,21.9679908285801,4.59381924198999,250853.202492095,1152374.268523
327,3.99041608509793,6.76924735740983,27.0121135390148,5.06521739130435,253814.777840833,1285627.02688943,3.99041608509793,6.76924735740983,27.0121135390148,5.06521739130435,253814.777840833,1285627.02688943
328,3.55317159926417,6.50131577436537,23.1002905673232,5.28893662729111,217883.924450277,1152374.268523,3.55317159926417,6.50131577436537,23.1002905673232,5.28893662729111,217883.924450277,1152374.268523
329,3.71546437671754,7.54958131274561,28.0502004266388,4.06502780033973,319658.652318498,1299421.30829383,3.71546437671754,7.54958131274561,28.0502004266388,4.06502780033973,319658.652318498,1299421.30829383
330,2.81278496652142,7.53249669302166,21.1872934585036,5.08639308855292,255470.09160936,1299421.30829383,2.81278496652142,7.53249669302166,21.1872934585036,5.08639308855292,255470.09160936,1299421.30829383
331,3.67423579896685,6.80812395232487,25.0146527494357,6.10477964003306,249952.379047602,1525904.19458763,3.67423579896685,6.80812395232487,25.0146527494357,6.10477964003306,249952.379047602,1525904.19458763
332,3.54552659592734,7.50908240923532,26.6236513929539,5.23178756476684,266229.631104786,1392856.87338648,3.54552659592734,7.50908240923532,26.6236513929539,5.23178756476684,266229.631104786,1392856.87338648
333,3.37943270429843,7.40202718569262,25.0146527494357,4.39835613525357,295433.400192119,1299421.30829383,3.37943270429843,7.40202718569262,25.0146527494357,4.39835613525357,295433.400192119,1299421.30829383
334,3.33789026077368,7.40691570087657,24.7234717803275,4.84582493275245,266229.631104786,1290102.18424506,3.33789026077368,7.40691570087657,24.7234717803275,4.84582493275245,266229.631104786,1290102.18424506
335,3.49885838150289,6.76924735740983,23.6846378529397,4.80920631433687,254545.874755265,1224163.62816142,3.49885838150289,6.76924735740983,23.6846378529397,4.80920631433687,254545.874755265,1224163.62816142
336,3.58154056403373,7.10528451857492,25.447864722277,5.88398676437193,249952.379047602,1470716.49003937,3.58154056403373,7.10528451857492,25.447864722277,5.88398676437193,249952.379047602,1470716.49003937
337,3.67093233743911,7.36897097780377,27.0509938560702,6.2316715542522,235192.497944902,1465642.39921676,3.67093233743911,7.36897097780377,27.0509938560702,6.2316715542522,235192.497944902,1465642.39921676
338,3.67715955982448,6.76924735740983,24.8916026331161,5.86383275791084,222087.930610728,1302286.48265182,3.67715955982448,6.76924735740983,24.8916026331161,5.86383275791084,222087.930610728,1302286.48265182
339,3.35853226639978,7.28579300191372,24.469570883237,5.02637287861647,253814.777840833,1275767.71553123,3.35853226639978,7.28579300191372,24.469570883237,5.02637287861647,253814.777840833,1275767.71553123
340,3.56840911844774,6.88481345257272,24.5678311029722,4.77761341549608,243685.968135178,1164237.35053077,3.56840911844774,6.88481345257272,24.5678311029722,4.77761341549608,243685.968135178,1164237.35053077
341,3.82230005837712,6.96534834689506,26.6236513929539,5.00961830235442,248297.065279075,1243873.52264294,3.82230005837712,6.96534834689506,26.6236513929539,5.00961830235442,248297.065279075,1243873.52264294
342,3.80830030646973,7.40691570087657,28.2077593336437,4.87433719832577,263754.224334545,1285627.02688943,3.80830030646973,7.40691570087657,28.2077593336437,4.87433719832577,263754.224334545,1285627.02688943
343,3.67715955982448,6.76924735740983,24.8916026331161,5.17561131531061,217883.924450277,1127682.50480913,3.67715955982448,6.76924735740983,24.8916026331161,5.17561131531061,217883.924450277,1127682.50480913
344,3.39830434041676,7.83439289892703,26.6236513929539,4.61733704276301,276299.456529993,1275767.71553123,3.39830434041676,7.83439289892703,26.6236513929539,4.61733704276301,276299.456529993,1275767.71553123
345,3.29216703558253,7.46251050977584,24.5678311029722,4.86578815720667,267052.585585599,1299421.30829383,3.29216703558253,7.46251050977584,24.5678311029722,4.86578815720667,267052.585585599,1299421.30829383
346,3.82230005837712,6.96534834689506,26.6236513929539,5.59148936170213,259332.49040259,1450054.8612298,3.82230005837712,6.96534834689506,26.6236513929539,5.59148936170213,259332.49040259,1450054.8612298
347,3.49746260105672,7.06897388205312,24.7234717803275,4.79168330850379,248297.065279075,1189760.90324822,3.49746260105672,7.06897388205312,24.7234717803275,4.79168330850379,248297.065279075,1189760.90324822
348,3.80741280268606,7.09461120684321,27.0121135390148,6.2751499308729,249676.493419515,1566757.43042206,3.80741280268606,7.09461120684321,27.0121135390148,6.2751499308729,249676.493419515,1566757.43042206
349,3.27899985550198,7.46251050977584,24.469570883237,4.52756861792567,283955.282709431,1285627.02688943,3.27899985550198,7.46251050977584,24.469570883237,4.52756861792567,283955.282709431,1285627.02688943
350,3.52715038493714,6.96534834689506,24.5678311029722,5.1800068541472,250853.202492095,1299421.30829383,3.52715038493714,6.96534834689506,24.5678311029722,5.1800068541472,250853.202492095,1299421.30829383
351,3.61217446323201,7.7654611404181,28.0502004266388,4.77721536653051,267052.585585599,1275767.71553123,3.61217446323201,7.7654611404181,28.0502004266388,4.77721536653051,267052.585585599,1275767.71553123
352,3.82346775768614,6.96322110718304,26.6236513929539,5.10968292632835,249676.493419515,1275767.71553123,3.82346775768614,6.96322110718304,26.6236513929539,5.10968292632835,249676.493419515,1275767.71553123
353,3.6237756251408,7.06897388205312,25.616375248541,5.0630303030303,227605.643172486,1152374.268523,3.6237756251408,7.06897388205312,25.616375248541,5.0630303030303,227605.643172486,1152374.268523
354,3.94646352410459,6.96322110718304,27.4800981097731,6.32352941176471,234502.783874682,1482885.25097225,3.94646352410459,6.96322110718304,27.4800981097731,6.32352941176471,234502.783874682,1482885.25097225
355,3.53875933609959,7.7654611404181,27.4800981097731,4.73096446700508,271747.343666543,1285627.02688943,3.53875933609959,7.7654611404181,27.4800981097731,4.73096446700508,271747.343666543,1285627.02688943
356,3.27705776413258,7.7654611404181,25.447864722277,4.46892743798281,266229.631104786,1189760.90324822,3.27705776413258,7.7654611404181,25.447864722277,4.46892743798281,266229.631104786,1189760.90324822
357,3.59680540547254,7.40202718569262,26.6236513929539,5.09270336784135,255153.543106245,1299421.30829383,3.59680540547254,7.40202718569262,26.6236513929539,5.09270336784135,255153.543106245,1299421.30829383
358,4.12499067588003,6.92494004663026,28.565313123378,5.20858343337335,238812.248772474,1243873.52264294,4.12499067588003,6.92494004663026,28.565313123378,5.20858343337335,238812.248772474,1243873.52264294
359,3.66668819546771,6.98624313902793,25.616375248541,4.61037527593819,249952.379047602,1152374.268523,3.66668819546771,6.98624313902793,25.616375248541,4.61037527593819,249952.379047602,1152374.268523
360,3.17574503999296,7.8767824351199,25.0146527494357,4.92420282279143,263884.603266039,1299421.30829383,3.17574503999296,7.8767824351199,25.0146527494357,4.92420282279143,263884.603266039,1299421.30829383
361,3.48901478091246,7.28579300191372,25.4202394743455,4.84941443270263,252435.349700393,1224163.62816142,3.48901478091246,7.28579300191372,25.4202394743455,4.84941443270263,252435.349700393,1224163.62816142
362,4.1023130938512,6.96322110718304,28.565313123378,4.92663695367261,263754.224334545,1299421.30829383,4.1023130938512,6.96322110718304,28.565313123378,4.92663695367261,263754.224334545,1299421.30829383
363,3.85327611663714,7.10528451857492,27.3786231373364,4.61546961325967,249676.493419515,1152374.268523,3.85327611663714,7.10528451857492,27.3786231373364,4.61546961325967,249676.493419515,1152374.268523
364,3.30965324451317,7.06897388205312,23.395852344116,4.1662310507057,263884.603266039,1099404.22793013,3.30965324451317,7.06897388205312,23.395852344116,4.1662310507057,263884.603266039,1099404.22793013
365,3.04952430011866,8.33580485761547,25.4202394743455,4.90134529147982,319658.652318498,1566757.43042206,3.04952430011866,8.33580485761547,25.4202394743455,4.90134529147982,319658.652318498,1566757.43042206
366,3.29962281127898,7.76342531060748,25.616375248541,4.58715596330275,300715.334615769,1379428.14043931,3.29962281127898,7.76342531060748,25.616375248541,4.58715596330275,300715.334615769,1379428.14043931
367,3.54552659592734,7.50908240923532,26.6236513929539,4.92233795800643,262091.346683468,1290102.18424506,3.54552659592734,7.50908240923532,26.6236513929539,4.92233795800643,262091.346683468,1290102.18424506
368,3.64687740888128,7.40691570087657,27.0121135390148,5.41917303419498,254545.874755265,1379428.14043931,3.64687740888128,7.40691570087657,27.0121135390148,5.41917303419498,254545.874755265,1379428.14043931
369,3.55193834219013,6.96055770075192,24.7234717803275,4.03775678187049,278088.693048379,1122854.5063176,3.55193834219013,6.96055770075192,24.7234717803275,4.03775678187049,278088.693048379,1122854.5063176
370,3.68389389736477,7.80947680797887,28.7692839545251,4.05697856769472,263884.603266039,1070574.17979495,3.68389389736477,7.80947680797887,28.7692839545251,4.05697856769472,263884.603266039,1070574.17979495
371,3.33499636530028,7.2689962941498,24.2420762203708,4.48936170212766,259332.49040259,1164237.35053077,3.33499636530028,7.2689962941498,24.2420762203708,4.48936170212766,259332.49040259,1164237.35053077
372,3.56294085665378,7.59232188924848,27.0509938560702,4.80829015544042,266229.631104786,1280109.31432768,3.56294085665378,7.59232188924848,27.0509938560702,4.80829015544042,266229.631104786,1280109.31432768
373,3.74282032971704,6.84413703889377,25.616375248541,5.20551456867814,238812.248772474,1243140.6401639,3.74282032971704,6.84413703889377,25.616375248541,5.20551456867814,238812.248772474,1243140.6401639
374,3.30257195062866,7.43899950409728,24.5678311029722,4.95854332628841,254545.874755265,1262176.74850197,3.30257195062866,7.43899950409728,24.5678311029722,4.95854332628841,254545.874755265,1262176.74850197
375,3.24310235877397,6.77941651389654,21.9863416873291,5.21589543659472,249676.493419515,1302286.48265182,3.24310235877397,6.77941651389654,21.9863416873291,5.21589543659472,249676.493419515,1302286.48265182
376,3.48038246086819,6.96534834689506,24.2420762203708,5.08571428571429,250853.202492095,1275767.71553123,3.48038246086819,6.96534834689506,24.2420762203708,5.08571428571429,250853.202492095,1275767.71553123
377,3.63503455022523,6.75862382145721,24.5678311029722,5.13931888544892,231501.669728419,1189760.90324822,3.63503455022523,6.75862382145721,24.5678311029722,5.13931888544892,231501.669728419,1189760.90324822
378,3.04931859828625,9.19884214211112,28.0502004266388,4.6943231441048,315889.044160601,1482885.25097225,3.04931859828625,9.19884214211112,28.0502004266388,4.6943231441048,315889.044160601,1482885.25097225
379,3.30456203932708,7.53249669302166,24.8916026331161,4.21367948077883,276299.456529993,1164237.35053077,3.30456203932708,7.53249669302166,24.8916026331161,4.21367948077883,276299.456529993,1164237.35053077
380,3.65777552398813,7.80947680797887,28.565313123378,4.61378952825298,276511.901489858,1275767.71553123,3.65777552398813,7.80947680797887,28.565313123378,4.61378952825298,276511.901489858,1275767.71553123
381,3.57609313840286,6.96055770075192,24.8916026331161,4.28426395939086,271747.343666543,1164237.35053077,3.57609313840286,6.96055770075192,24.8916026331161,4.28426395939086,271747.343666543,1164237.35053077
382,3.34417718706413,7.39299098025137,24.7234717803275,4.49844479004666,276511.901489858,1243873.52264294,3.34417718706413,7.39299098025137,24.7234717803275,4.49844479004666,276511.901489858,1243873.52264294
383,3.13589469151297,7.83439289892703,24.5678311029722,4.20785408608335,295433.400192119,1243140.6401639,3.13589469151297,7.83439289892703,24.5678311029722,4.20785408608335,295433.400192119,1243140.6401639
384,2.80616119116771,8.75496075574651,24.5678311029722,4.18710571658236,307044.319850324,1285627.02688943,2.80616119116771,8.75496075574651,24.5678311029722,4.18710571658236,307044.319850324,1285627.02688943
385,3.86735930533124,7.43899950409728,28.7692839545251,4.86609071274298,255470.09160936,1243140.6401639,3.86735930533124,7.43899950409728,28.7692839545251,4.86609071274298,255470.09160936,1243140.6401639
386,3.49467067717347,7.83439289892703,27.3786231373364,4.38427947598253,315889.044160601,1384945.85300106,3.49467067717347,7.83439289892703,27.3786231373364,4.38427947598253,315889.044160601,1384945.85300106
387,3.66668819546771,6.98624313902793,25.616375248541,6.2360248447205,222087.930610728,1384945.85300106,3.66668819546771,6.98624313902793,25.616375248541,6.2360248447205,222087.930610728,1384945.85300106
388,3.69880067317998,7.40202718569262,27.3786231373364,4.51158940397351,249952.379047602,1127682.50480913,3.69880067317998,7.40202718569262,27.3786231373364,4.51158940397351,249952.379047602,1127682.50480913
389,3.94932168339344,6.3339111763471,25.0146527494357,5.89048840720549,249676.493419515,1470716.49003937,3.94932168339344,6.3339111763471,25.0146527494357,5.89048840720549,249676.493419515,1470716.49003937
390,3.46072428618675,7.40202718569262,25.616375248541,4.09543572567185,308191.077347431,1262176.74850197,3.46072428618675,7.40202718569262,25.616375248541,4.09543572567185,308191.077347431,1262176.74850197
391,3.55819477434679,6.99557056644986,24.8916026331161,5.43478260869565,253814.777840833,1379428.14043931,3.55819477434679,6.99557056644986,24.8916026331161,5.43478260869565,253814.777840833,1379428.14043931
392,3.71416284184371,6.84413703889377,25.4202394743455,4.74285714285714,250853.202492095,1189760.90324822,3.71416284184371,6.84413703889377,25.4202394743455,4.74285714285714,250853.202492095,1189760.90324822
393,3.37076503558079,7.54958131274561,25.447864722277,4.58695652173913,253814.777840833,1164237.35053077,3.37076503558079,7.54958131274561,25.447864722277,4.58695652173913,253814.777840833,1164237.35053077
394,3.52124693745319,7.06897388205312,24.8916026331161,5.4876902173913,253814.777840833,1392856.87338648,3.52124693745319,7.06897388205312,24.8916026331161,5.4876902173913,253814.777840833,1392856.87338648
395,3.01425304463727,9.08305398780184,27.3786231373364,5.04891987940285,319658.652318498,1613930.92431399,3.01425304463727,9.08305398780184,27.3786231373364,5.04891987940285,319658.652318498,1613930.92431399
396,3.5789290452688,7.43899950409728,26.6236513929539,4.32110091743119,300715.334615769,1299421.30829383,3.5789290452688,7.43899950409728,26.6236513929539,4.32110091743119,300715.334615769,1299421.30829383
397,3.61312169620704,7.76342531060748,28.0502004266388,4.04210638297872,259332.49040259,1048249.51477008,3.61312169620704,7.76342531060748,28.0502004266388,4.04210638297872,259332.49040259,1048249.51477008
398,3.58055857084245,6.98624313902793,25.0146527494357,5.98244433669002,231501.669728419,1384945.85300106,3.58055857084245,6.98624313902793,25.0146527494357,5.98244433669002,231501.669728419,1384945.85300106
399,3.05141326244522,7.36897097780377,22.4857757722444,4.46132731636176,249676.493419515,1113888.5603459,3.05141326244522,7.36897097780377,22.4857757722444,4.46132731636176,249676.493419515,1113888.5603459
400,3.84393666060833,7.53249669302166,28.9544401842169,4.83244680851064,269488.011820079,1302286.48265182,3.84393666060833,7.53249669302166,28.9544401842169,4.83244680851064,269488.011820079,1302286.48265182
401,2.98659678925334,9.05746431972595,27.0509938560702,4.55722097251346,325392.439804032,1482885.25097225,2.98659678925334,9.05746431972595,27.0509938560702,4.55722097251346,325392.439804032,1482885.25097225
402,3.69880067317998,7.40202718569262,27.3786231373364,4.7936170212766,259332.49040259,1243140.6401639,3.69880067317998,7.40202718569262,27.3786231373364,4.7936170212766,259332.49040259,1243140.6401639
403,3.6205416307202,7.56202411954871,27.3786231373364,4.17074388417374,276299.456529993,1152374.268523,3.6205416307202,7.56202411954871,27.3786231373364,4.17074388417374,276299.456529993,1152374.268523
404,3.29663404784094,8.33580485761547,27.4800981097731,4.14222222222222,310371.331598844,1285627.02688943,3.29663404784094,8.33580485761547,27.4800981097731,4.14222222222222,310371.331598844,1285627.02688943
405,3.17230050811342,6.92494004663026,21.9679908285801,5.79146624549644,214776.9614664,1243873.52264294,3.17230050811342,6.92494004663026,21.9679908285801,5.79146624549644,214776.9614664,1243873.52264294
406,3.80169343935471,7.10528451857492,27.0121135390148,5.38097970112616,214156.96258468,1152374.268523,3.80169343935471,7.10528451857492,27.0121135390148,5.38097970112616,214156.96258468,1152374.268523
407,3.52070437386317,7.56202411954871,26.6236513929539,5.02899257573294,254545.874755265,1280109.31432768,3.52070437386317,7.56202411954871,26.6236513929539,5.02899257573294,254545.874755265,1280109.31432768
408,3.08663215147037,8.75132254620855,27.0121135390148,4.62949083721313,276511.901489858,1280109.31432768,3.08663215147037,8.75132254620855,27.0121135390148,4.62949083721313,276511.901489858,1280109.31432768
409,3.90069998543297,6.92494004663026,27.0121135390148,5.4876902173913,253814.777840833,1392856.87338648,3.90069998543297,6.92494004663026,27.0121135390148,5.4876902173913,253814.777840833,1392856.87338648
410,3.37720230115152,7.40691570087657,25.0146527494357,4.74315789473684,262091.346683468,1243140.6401639,3.37720230115152,7.40691570087657,25.0146527494357,4.74315789473684,262091.346683468,1243140.6401639
411,4.05251425910837,6.96055770075192,28.2077593336437,4.89758742375597,249952.379047602,1224163.62816142,4.05251425910837,6.96055770075192,28.2077593336437,4.89758742375597,249952.379047602,1224163.62816142
412,3.50087738285928,7.2689962941498,25.447864722277,5.14285714285714,250853.202492095,1290102.18424506,3.50087738285928,7.2689962941498,25.447864722277,5.14285714285714,250853.202492095,1290102.18424506
413,3.79227688872958,7.53249669302166,28.565313123378,5.74415852264484,255153.543106245,1465642.39921676,3.79227688872958,7.53249669302166,28.565313123378,5.74415852264484,255153.543106245,1465642.39921676
414,3.07454726311411,9.41746465620762,28.9544401842169,3.77235772357724,339339.32254807,1280109.31432768,3.07454726311411,9.41746465620762,28.9544401842169,3.77235772357724,339339.32254807,1280109.31432768
415,3.65616178662788,6.80812395232487,24.8916026331161,5.07354703253343,234502.783874682,1189760.90324822,3.65616178662788,6.80812395232487,24.8916026331161,5.07354703253343,234502.783874682,1189760.90324822
416,3.47958927129441,7.10528451857492,24.7234717803275,4.83456669976702,263884.603266039,1275767.71553123,3.47958927129441,7.10528451857492,24.7234717803275,4.83456669976702,263884.603266039,1275767.71553123
417,3.27481362954367,7.54958131274561,24.7234717803275,5.10393258426966,255153.543106245,1302286.48265182,3.27481362954367,7.54958131274561,24.7234717803275,5.10393258426966,255153.543106245,1302286.48265182
418,3.45102650418547,7.3659936959381,25.4202394743455,5.21013837761393,249952.379047602,1302286.48265182,3.45102650418547,7.3659936959381,25.4202394743455,5.21013837761393,249952.379047602,1302286.48265182
419,3.23816241071936,6.9439925859831,22.4857757722444,5.31914893617021,259332.49040259,1379428.14043931,3.23816241071936,6.9439925859831,22.4857757722444,5.31914893617021,259332.49040259,1379428.14043931
420,3.72070723847553,6.88481345257272,25.616375248541,5.42666666666667,206914.221065896,1122854.5063176,3.72070723847553,6.88481345257272,25.616375248541,5.42666666666667,206914.221065896,1122854.5063176
421,3.36156551109527,7.56202411954871,25.4202394743455,5.12392755004766,289404.023864167,1482885.25097225,3.36156551109527,7.56202411954871,25.4202394743455,5.12392755004766,289404.023864167,1482885.25097225
