arm,age_index,age_years,surviving_mass,explicit_birth_flow,exact_first_birth_flow,childless_share,mean_rooms,ownership
cap10zero,0,18.0,0.9999999999999994,0.2715736555461952,0.27157365554619517,0.7284263444538055,5.078388355534322,0.020463885453277098
cap10zero,1,22.0,0.9999999999999921,0.300090018280744,0.2120024085628357,0.5164239358909734,5.6429826068586255,0.05217214124113212
cap10zero,2,26.0,0.9999999999999899,0.31595018344265796,0.1524007827122526,0.3640231531787222,6.2557664568287334,0.08235272346716963
cap10zero,3,30.0,0.9999999999999868,0.30904056403307906,0.09229072632978325,0.27173242684894156,6.622930144840535,0.1275685018038443
cap10zero,4,34.0,0.9999999999999916,0.2861443055904244,0.04978023093892897,0.2219521959100116,6.960479070087819,0.1708695533615167
cap10zero,5,38.0,0.9999999999999876,0.24045278510014598,0.02702145471480616,0.19493074119520523,7.159727704674759,0.22191541623509553
cap10zero,6,42.0,0.9999999999999925,0.16018337435079955,0.017615171120205636,0.1773155700749992,7.268303699841693,0.2862754812167033
cap10zero,7,46.0,0.9999999999999869,0.0,0.0,0.17731557007500076,7.208422642519043,0.35069468356645306
cap10zero,8,50.0,0.9999999999999832,0.0,0.0,0.17731557007500165,7.171053818579021,0.4124731647376286
cap10zero,9,54.0,0.999999999999981,0.0,0.0,0.17731557007500168,7.151374761387248,0.47331129228913155
cap10zero,10,58.0,0.9999999999999825,0.0,0.0,0.17731557007499923,7.136760138346561,0.5337840945445608
cap10zero,11,62.0,0.9999999999999836,0.0,0.0,0.17731557007499757,7.127908941015734,0.5883745172455018
cap10zero,12,66.0,0.9999999999999859,0.0,0.0,0.177315570074996,7.28619452864219,0.6334034334075299
cap10zero,13,70.0,0.9391263063709966,0.0,0.0,0.1773155700749974,7.27124830294572,0.6557110648957436
cap10zero,14,74.0,0.862585290734106,0.0,0.0,0.17731557007499962,7.209146313408116,0.6917608074248272
cap10zero,15,78.0,0.7633467444960348,0.0,0.0,0.17731557007499854,7.0999814081673955,0.7790507977471693
cap10zero,16,82.0,0.6336135272169403,0.0,0.0,0.177315570074992,6.950427525352473,0.8622673064755292
