case_id,label,parameter,value,lower_bound,upper_bound,transform,is_free_parameter,status,near_bound
1,jump_bound_preserve_3_H0_1.0,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
1,jump_bound_preserve_3_H0_1.0,kappa_fert,2.211000240325617,0.02,50.0,log,True,estimated_free_transition_parameter,False
1,jump_bound_preserve_3_H0_1.0,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
1,jump_bound_preserve_3_H0_1.0,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
1,jump_bound_preserve_3_H0_1.0,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
1,jump_bound_preserve_3_H0_1.0,theta0,0.5491891806761955,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
1,jump_bound_preserve_3_H0_1.0,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
1,jump_bound_preserve_3_H0_1.0,hbar_child_rooms,0.23718716810453683,0.1,1.8,log,True,estimated_free_transition_parameter,False
1,jump_bound_preserve_3_H0_1.0,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
1,jump_bound_preserve_3_H0_1.0,hbar_first_child_jump,0.5,0.0,0.5,softzero,True,estimated_free_transition_parameter,True
1,jump_bound_preserve_3_H0_1.0,psi_child_change_2023,-0.32871390689556357,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
1,jump_bound_preserve_3_H0_1.0,psi_child_2007,0.2938185589494812,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
1,jump_bound_preserve_3_H0_1.0,psi_child_2023,-0.034895347946082345,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
1,jump_bound_preserve_3_H0_1.0,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
1,jump_bound_preserve_3_H0_1.0,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
2,jump_bound_preserve_3_H0_0.97,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
2,jump_bound_preserve_3_H0_0.97,kappa_fert,2.211000240325617,0.02,50.0,log,True,estimated_free_transition_parameter,False
2,jump_bound_preserve_3_H0_0.97,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
2,jump_bound_preserve_3_H0_0.97,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
2,jump_bound_preserve_3_H0_0.97,H0,14.126070367318153,0.2,80.0,log,True,estimated_free_transition_parameter,False
