moment,target,model,gap,weight,loss_contribution,descriptive_fixed_psi
initial_normalization,2.1,2.2520930474710092,0.15209304747100916,,,True
cps_childlessness,0.19827875100684264,0.12538105737707375,-0.07289769362976889,35532.3042455214,188.8212847898615,True
cps_exactly_one,0.21365532522014702,0.22390445933564782,0.010249134115500796,26952.820824310795,2.8312523284520785,True
nchs_mean_age,25.976263860992496,25.94241186790377,-0.033851993088727994,139.82806784479274,0.1602370141193394,True
nchs_share30,0.2492780130410667,0.2212373937844773,-0.028040619256589405,13866.065434728798,10.902559017889216,True
wealth_earnings,6.14586139445743,7.2629374398270565,1.1170760453696262,7.595098472533724,9.477611158024736,True
bequest_wealth,0.0088,0.006586383754859648,-0.0022136162451403523,5165289.256198346,25.310417772465243,True
old_dispersion,3.51593508651872,2.9829013104757407,-0.5330337760429793,10.616361531535473,3.0163737881202253,True
mean_rooms,5.561097376118652,6.494255223909881,0.9331578477912288,128.02070205233477,111.47832382549335,True
ownership_30_55,0.6483340343191493,0.4188072901916647,-0.22952674412748458,2339.3623724673616,123.2435196420087,True
first_birth_rooms,0.7202462623815278,1.02272279658433,0.3024765342028022,137.5652749002964,12.586129524395117,True
family_rooms,0.3470669317962507,0.28757152780042006,-0.05949540399583064,280.52808370152104,0.9929861265691405,True
recent_parent_ownership,0.16289550916123285,0.12242589349509883,-0.04046961566613402,27055.822957508266,44.31175065841968,True
