measurement,own_rate_2534,interpretation
production_whole_nodes,0.3062412716286817,unchanged model age_to_index aggregation
cells_start_at_node,0.26785486856837676,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.30657632384797173,diagnostic uniform density within each four-year cell
