stage,case_id,parameter,value,lower_bound,upper_bound,transform,is_free_parameter,status,near_bound
polish_1_coordinates,10,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
polish_1_coordinates,10,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
polish_1_coordinates,10,kappa_fert_continuation,1.7322301491336538,0.02,50.0,log,True,estimated_free_transition_parameter,False
polish_1_coordinates,10,chi,1.0447481691265725,0.1,5.0,log,True,estimated_free_transition_parameter,False
polish_1_coordinates,10,H0,14.644989420406318,0.2,80.0,log,True,estimated_free_transition_parameter,False
polish_1_coordinates,10,theta0,0.5557589336583452,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
polish_1_coordinates,10,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
polish_1_coordinates,10,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
polish_1_coordinates,10,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
polish_1_coordinates,10,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
polish_1_coordinates,10,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
polish_1_coordinates,10,psi_child_2007,0.3005849674722839,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
polish_1_coordinates,10,psi_child_2023,-0.026754088948574895,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
polish_1_coordinates,10,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
polish_1_coordinates,10,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
polish_1_coordinates,9,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
polish_1_coordinates,9,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
polish_1_coordinates,9,kappa_fert_continuation,1.7322301491336538,0.02,50.0,log,True,estimated_free_transition_parameter,False
polish_1_coordinates,9,chi,1.0447481691265725,0.1,5.0,log,True,estimated_free_transition_parameter,False
polish_1_coordinates,9,H0,14.427261788151577,0.2,80.0,log,True,estimated_free_transition_parameter,False
polish_1_coordinates,9,theta0,0.5557589336583452,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
polish_1_coordinates,9,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
polish_1_coordinates,9,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
polish_1_coordinates,9,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
polish_1_coordinates,9,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
polish_1_coordinates,9,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
